NOME,ANO_INGRESSO_2021,FASE_2021,NIVEL_IDEAL_2021,PEDRA_2021,IAN_2021,IDA_2021,IEG_2021,IAA_2021,IPS_2021,IPP_2021,IPV_2021,INDE_2021,PONTO_VIRADA_2021,REC_AVA_UNIFICADO,DEFASAGEM_2021
ALUNO-786,2018.0,5.0,7,Quartzo,5.0,3.3,6.1,7.1,5.0,7.2,5.1,5.341,0,Mantido na Fase atual,-2.0
ALUNO-790,2019.0,4.0,4,Topázio,10.0,7.5,8.3,10.0,7.5,8.8,9.3,8.65,1,Promovido de Fase + Bolsa,0.0
ALUNO-792,2017.0,2.0,3,Quartzo,5.0,4.1,5.8,6.3,5.0,7.5,5.8,5.531,0,Mantido na Fase atual,-1.0
ALUNO-793,2020.0,1.0,2,Ágata,5.0,3.9,7.9,8.0,7.5,7.3,6.8,6.506,0,Mantido na Fase atual,-1.0
ALUNO-794,2017.0,3.0,6,Ametista,2.5,8.2,7.5,7.9,6.3,7.9,8.1,7.211,0,Promovido de Fase,-3.0
ALUNO-796,2018.0,4.0,4,Ágata,10.0,2.3,6.7,8.3,7.5,7.3,4.2,5.943,0,Mantido na Fase atual,0.0
ALUNO-797,2019.0,2.0,6,Quartzo,2.5,0.0,0.4,0.0,6.3,6.9,4.1,2.468,0,Mantido na Fase atual,-4.0
ALUNO-798,2021.0,3.0,4,Ametista,5.0,6.5,7.5,9.2,7.5,7.5,7.7,7.25,0,Promovido de Fase,-1.0
ALUNO-802,2021.0,0.0,0,Topázio,10.0,7.9,10.0,9.5,7.5,8.8,9.4,9.046,1,Não avaliado,0.0
ALUNO-803,2020.0,0.0,1,Ametista,5.0,6.6,6.7,8.5,7.5,8.8,7.5,7.133,0,Não avaliado,-1.0
ALUNO-805,2021.0,1.0,1,Ametista,10.0,5.1,5.8,8.5,7.5,8.1,6.9,6.993,0,Mantido na Fase atual,0.0
ALUNO-807,2019.0,1.0,1,Topázio,10.0,9.1,10.0,10.0,5.0,9.0,9.8,9.176,1,Promovido de Fase + Bolsa,0.0
ALUNO-809,2021.0,1.0,2,Quartzo,5.0,0.0,2.5,10.0,7.5,7.2,6.5,4.769,0,Mantido na Fase atual,-1.0
ALUNO-811,2018.0,2.0,3,Ametista,5.0,6.3,8.3,8.0,7.5,7.5,7.3,7.196,0,Mantido na Fase atual,-1.0
ALUNO-812,2021.0,0.0,2,Ametista,5.0,7.1,10.0,10.0,7.5,7.5,8.3,8.075,0,Mantido na Fase atual,-2.0
ALUNO-813,2018.0,2.0,2,Ametista,10.0,3.9,7.5,9.0,7.5,7.7,7.8,7.275,0,Mantido na Fase atual,0.0
ALUNO-814,2019.0,2.0,3,Ágata,5.0,4.4,5.0,7.9,7.5,7.9,7.6,6.231,0,Mantido na Fase atual,-1.0
ALUNO-817,2019.0,2.0,5,Ametista,2.5,7.6,7.5,9.0,7.5,7.9,9.2,7.549,1,Promovido de Fase,-3.0
ALUNO-818,2021.0,0.0,0,Ametista,10.0,4.4,6.7,8.0,7.5,7.5,7.3,6.958,0,Mantido na Fase atual,0.0
ALUNO-820,2017.0,5.0,5,Ametista,10.0,8.2,6.1,8.8,7.5,8.6,8.7,8.073,0,Promovido de Fase + Bolsa,0.0
ALUNO-822,2021.0,0.0,0,Topázio,10.0,6.6,10.0,9.5,7.5,8.1,9.7,8.758,1,Não avaliado,0.0
ALUNO-823,2018.0,2.0,2,Ametista,10.0,3.9,7.1,8.5,7.5,7.9,8.1,7.207,0,Mantido na Fase atual,0.0
ALUNO-824,2019.0,1.0,2,Ametista,5.0,4.9,10.0,9.0,7.5,8.1,9.1,7.76,1,Promovido de Fase,-1.0
ALUNO-825,2018.0,3.0,4,Quartzo,5.0,1.2,2.8,7.9,6.3,6.3,4.8,4.286,0,Mantido na Fase atual,-1.0
ALUNO-826,2020.0,2.0,3,Quartzo,5.0,1.0,2.5,0.0,7.5,7.9,7.2,4.186,0,Mantido na Fase atual,-1.0
ALUNO-827,2021.0,0.0,1,Ágata,5.0,6.0,5.0,9.0,7.5,7.5,8.2,6.733,0,Mantido na Fase atual,-1.0
ALUNO-828,2016.0,5.0,6,Ametista,5.0,7.3,7.5,9.2,7.5,8.1,7.7,7.482,0,Promovido de Fase,-1.0
ALUNO-829,2017.0,3.0,3,Ágata,10.0,3.6,3.9,10.0,7.5,7.3,7.2,6.418,0,Mantido na Fase atual,0.0
ALUNO-830,2017.0,5.0,4,Topázio,10.0,7.9,7.8,10.0,7.5,8.8,8.8,8.506,0,Promovido de Fase + Bolsa,1.0
ALUNO-831,2019.0,1.0,3,Ametista,5.0,3.6,10.0,9.5,7.5,7.7,8.3,7.351,0,Mantido na Fase atual,-2.0
ALUNO-833,2021.0,0.0,1,Ágata,5.0,4.4,8.3,8.5,4.4,2.5,6.2,5.825,0,Não avaliado,-1.0
ALUNO-834,2021.0,3.0,4,Quartzo,5.0,5.8,3.1,6.7,6.9,7.3,5.7,5.506,0,Mantido na Fase atual,-1.0
ALUNO-835,2016.0,2.0,3,Quartzo,5.0,1.6,5.4,0.0,5.6,7.8,5.4,4.335,0,Mantido na Fase atual,-1.0
ALUNO-838,2016.0,6.0,6,Ágata,10.0,5.3,7.2,7.5,2.5,7.7,5.2,6.315,0,Alocado em Fase anterior,0.0
ALUNO-840,2019.0,0.0,1,Ágata,5.0,6.6,8.3,9.0,4.4,5.3,6.2,6.598,0,Não avaliado,-1.0
ALUNO-843,2021.0,6.0,7,Ágata,5.0,7.3,7.2,7.1,5.6,6.9,6.5,6.644,0,Promovido de Fase,-1.0
