NOME,ANO_INGRESSO_2020,FASE_2020,PEDRA_2020,IAN_2020,DESTAQUE_IDA_2020,IDA_2020,DESTAQUE_IEG_2020,IEG_2020,IAA_2020,IPS_2020,IPP_2020,DESTAQUE_IPV_2020,IPV_2020,INDE_2020,PONTO_VIRADA_2020
ALUNO-636,2019,5,Quartzo,5.0,0,6.0,0,3.7,7.08334,7.5,6.875,0,5.611113333333333,5.708056666666667,0
ALUNO-638,2019,1,Ágata,5.0,1,8.5,1,9.2,9.000020000000001,5.0,2.5,0,6.08333,6.906668,0
ALUNO-639,2019,2,Quartzo,10.0,0,1.5,0,5.7,7.91668,7.5,7.083333333333333,1,6.888883333333332,6.067778,0
ALUNO-640,2019,7,Ágata,5.0,0,4.666666666666667,1,8.0,8.33334,7.5,8.59375,0,8.41667,7.159376333333334,0
ALUNO-642,2019,1,Ametista,10.0,1,10.0,0,6.7,7.50002,7.5,7.083333333333334,1,7.277776666666666,8.003890666666667,0
ALUNO-644,2018,1,Topázio,5.0,1,10.0,1,8.6,9.50002,8.75,7.8125,0,9.000005,8.626253,1
ALUNO-645,2020,0,Topázio,10.0,1,9.5,1,10.0,9.000020000000001,7.5,7.5,1,6.500005,8.600003000000001,0
ALUNO-646,2019,2,Ametista,10.0,1,8.5,1,8.4,8.000020000000001,7.5,5.3125,1,6.75,7.811252000000001,0
ALUNO-647,2018,1,Ágata,5.0,1,7.5,1,8.2,8.500020000000001,5.0,6.666666666666667,0,7.722219999999999,7.201112666666667,0
ALUNO-648,2019,3,Ágata,10.0,0,5.0,0,6.2,7.916679999999999,7.5,6.875000000000001,1,5.499993333333334,6.569166666666667,0
ALUNO-655,2020,1,Ametista,10.0,1,9.0,1,9.4,8.500020000000001,7.5,6.458333333333334,1,7.722219999999999,8.470279333333334,0
ALUNO-657,2019,2,Topázio,10.0,1,8.5,1,9.6,9.000020000000001,7.5,8.958333333333332,1,8.055560000000002,8.776947333333334,0
ALUNO-659,2019,3,Quartzo,10.0,0,0.0,0,5.7,7.91667,7.5,7.34375,1,7.0833325,5.8327085,0
ALUNO-661,2017,7,Ametista,10.0,0,7.0,1,9.1,9.16668,7.5,7.5,1,8.125,8.261668,0
ALUNO-663,2018,1,Ametista,5.0,1,9.0,1,8.5,9.000020000000001,6.25,4.6875,0,6.916665,7.377085000000001,0
ALUNO-664,2019,4,Topázio,5.0,1,9.333333333333334,1,10.0,9.58335,10.0,9.166666666666666,0,9.8889,9.219448333333334,1
ALUNO-666,2018,7,Quartzo,10.0,0,0.0,0,0.4,5.8333200000000005,7.5,4.84375,1,4.66667,3.831041,0
ALUNO-668,2020,1,Ametista,5.0,1,9.0,0,7.1,9.000020000000001,7.5,7.916666666666668,0,7.833333333333333,7.728335333333334,0
ALUNO-670,2020,5,Ametista,5.0,1,8.0,1,7.5,8.75001,9.375,9.166666666666666,0,9.33334,8.195835666666667,1
ALUNO-671,2018,1,Ametista,5.0,1,10.0,0,6.0,8.500020000000001,7.5,7.5,0,7.555549999999998,7.561112,0
ALUNO-672,2018,1,Ametista,10.0,0,4.5,1,9.6,9.000020000000001,6.25,7.8125,1,7.916665,7.709585000000001,0
ALUNO-676,2018,5,Quartzo,5.0,0,0.0,0,1.9,4.58334,3.75,8.125,0,7.000003333333334,3.925834666666667,0
ALUNO-677,2019,1,Ametista,5.0,1,9.0,1,9.1,9.50002,6.25,3.4375,0,8.58334,7.75542,0
ALUNO-678,2019,2,Quartzo,10.0,0,0.0,0,4.5,0.0,7.5,7.5,1,6.6111,4.72222,0
ALUNO-680,2019,7,Ágata,10.0,0,6.5,1,7.6,7.5,5.625,6.71875,1,6.375,7.079375000000001,0
ALUNO-681,2018,2,Quartzo,5.0,0,1.25,1,7.9,8.000020000000001,5.0,4.6875,0,7.75,5.648752,0
ALUNO-682,2020,1,Ametista,5.0,1,9.0,1,9.6,9.000020000000001,7.5,7.1875,0,7.75,8.138752,0
ALUNO-683,2019,0,Ametista,5.0,1,10.0,1,9.8,6.91668,5.0,2.5,0,6.99999,7.301666,0
ALUNO-684,2018,1,Ametista,5.0,1,9.5,1,8.1,10.00002,7.5,5.416666666666666,0,7.777773333333332,7.867223333333334,0
ALUNO-685,2019,0,Ametista,10.0,1,9.5,1,9.9,8.500020000000001,7.5,2.5,1,5.0,7.730002000000001,0
ALUNO-686,2018,0,Ametista,5.0,1,9.0,1,8.6,10.00002,5.0,7.8125,0,7.333335,7.767919,0
ALUNO-688,2018,7,Ágata,10.0,0,4.666666666666667,1,7.6,6.25001,5.625,7.03125,1,7.75,6.893959333333333,0
ALUNO-689,2017,2,Ametista,10.0,0,5.5,1,9.3,9.000020000000001,5.0,5.0,1,9.58334,7.776669999999999,1
ALUNO-691,2019,1,Ametista,5.0,1,9.0,1,9.2,7.00002,6.25,7.291666666666667,0,7.5,7.694168666666667,0
ALUNO-693,2020,0,Ametista,10.0,1,10.0,1,10.0,8.500020000000001,7.5,2.5,1,6.99999,8.25,0
ALUNO-695,2020,0,Topázio,10.0,1,9.0,1,10.0,9.000020000000001,7.5,7.8125,1,6.99999,8.631250000000001,0
ALUNO-696,2019,2,Ametista,5.0,0,6.5,1,9.6,7.50002,7.5,7.916666666666668,0,8.833336666666666,7.778336,1
ALUNO-698,2020,5,Ágata,5.0,0,5.333333333333333,1,8.8,7.08333,5.625,8.333333333333334,0,7.888893333333335,7.008611666666667,0
ALUNO-699,2019,2,Ágata,5.0,0,6.5,0,4.7,9.000020000000001,7.5,7.916666666666668,0,8.055560000000002,6.792780666666667,0
ALUNO-700,2019,2,Ágata,10.0,0,4.5,0,6.9,9.000020000000001,7.5,7.916666666666668,1,6.222213333333333,6.966111333333335,0
ALUNO-702,2019,1,Topázio,10.0,1,10.0,1,9.5,8.500020000000001,7.5,7.291666666666667,1,7.944443333333333,8.818057333333334,0
ALUNO-703,2019,2,Ametista,5.0,1,9.5,1,9.9,8.500020000000001,7.5,8.4375,0,7.583335,8.340419,0
ALUNO-704,2018,2,Ametista,10.0,0,3.5,1,9.7,9.000020000000001,7.5,7.5,1,7.75,7.590002,0
ALUNO-707,2019,2,Ametista,5.0,1,8.0,1,8.7,9.000020000000001,7.5,7.708333333333334,0,7.666663333333333,7.794168000000001,0
ALUNO-708,2019,1,Ametista,5.0,1,10.0,1,8.1,8.500020000000001,7.5,7.291666666666667,0,7.777776666666667,8.004724,0
ALUNO-710,2018,2,Ametista,10.0,1,9.0,1,8.2,9.50002,6.25,7.5,1,8.333335,8.431669,0
ALUNO-712,2020,1,Ametista,5.0,1,7.5,1,8.6,8.500020000000001,7.5,7.1875,0,7.75,7.588752,0
ALUNO-713,2019,2,Quartzo,10.0,0,1.5,0,6.8,5.83334,7.5,5.624999999999999,1,7.555553333333333,6.066944666666666,0
ALUNO-714,2018,7,Quartzo,10.0,0,4.5,0,2.7,7.5,4.375,6.5625,1,6.333325,5.550414999999999,0
ALUNO-716,2019,2,Ametista,10.0,0,3.5,1,9.9,9.000020000000001,7.5,8.125,1,7.833333333333333,7.709168666666667,0
ALUNO-718,2019,2,Quartzo,5.0,0,0.0,0,7.4,9.000020000000001,4.375,7.291666666666667,0,7.5,5.546668666666667,0
ALUNO-719,2017,2,Quartzo,10.0,0,1.5,0,5.4,8.000020000000001,4.375,7.708333333333334,1,6.49999,5.688333333333334,0
ALUNO-720,2019,5,Ágata,5.0,0,4.0,0,7.3,6.24999,6.25,7.708333333333334,0,7.72222,6.325276333333333,0
ALUNO-721,2019,1,Quartzo,5.0,0,4.0,0,7.3,7.50002,5.0,2.5,0,7.0,5.660002,0
ALUNO-724,2019,2,Ametista,10.0,0,6.0,1,9.4,6.91668,7.5,7.291666666666667,1,8.055553333333332,7.861945333333334,0
ALUNO-725,2018,2,Ágata,10.0,0,7.0,0,3.3,9.000020000000001,5.0,6.875,1,7.916665,6.730835000000001,0
ALUNO-731,2019,5,Ágata,5.0,0,4.333333333333333,1,7.8,9.16668,3.125,7.708333333333334,0,7.555553333333333,6.437778666666668,0
ALUNO-732,2018,4,Ametista,10.0,1,7.666666666666667,0,7.0,7.91667,7.5,8.541666666666666,1,7.611113333333334,7.851389666666667,0
ALUNO-733,2018,2,Ágata,10.0,0,2.5,1,7.9,8.500020000000001,8.125,7.1875,1,7.916665,7.044585,0
ALUNO-737,2019,2,Ametista,10.0,0,6.5,1,9.6,8.500020000000001,7.5,7.5,1,7.5,8.070001999999999,0
ALUNO-738,2018,2,Ametista,5.0,0,6.0,1,9.0,7.50002,6.875,8.541666666666668,0,8.333336666666668,7.458336000000001,0
ALUNO-739,2016,3,Topázio,10.0,1,8.333333333333334,0,7.3,10.00002,10.0,8.4375,1,8.666675,8.703753666666667,1
ALUNO-740,2020,0,Ametista,5.0,1,10.0,1,9.4,8.000020000000001,8.125,7.8125,0,5.83333,7.940418,0
ALUNO-743,2020,0,Ametista,10.0,1,10.0,1,9.8,9.000020000000001,5.0,2.5,1,6.916655,7.993333000000001,0
ALUNO-744,2019,6,Quartzo,5.0,0,2.6666666666666665,0,4.6,5.41667,5.0,6.71875,0,7.0416675,5.075208833333333,0
ALUNO-745,2019,4,Quartzo,5.0,0,2.0,0,5.7,8.75001,7.5,8.125,0,7.38889,5.955279,0
ALUNO-746,2018,2,Topázio,10.0,1,9.0,1,9.1,9.000020000000001,7.5,8.541666666666666,1,8.833336666666666,8.890836,1
ALUNO-747,2019,3,Ametista,10.0,1,8.0,1,9.1,7.91667,5.625,7.96875,1,7.91667,8.154376000000001,0
ALUNO-749,2018,4,Ágata,10.0,0,5.333333333333333,0,3.7,9.58335,7.5,8.541666666666666,1,5.666659999999999,6.502500333333334,0
ALUNO-750,2020,4,Quartzo,5.0,0,0.0,0,6.4,9.58335,6.875,8.125,0,6.555553333333332,5.549445666666667,0
ALUNO-753,2019,3,Ágata,10.0,0,2.333333333333333,0,6.6,7.91667,7.5,8.125,1,6.722216666666666,6.485277,0
ALUNO-755,2017,3,Ametista,10.0,1,8.0,1,7.5,7.91667,5.0,8.4375,1,7.5,7.735417,0
ALUNO-756,2019,2,Ametista,5.0,1,9.0,1,8.9,9.000020000000001,7.5,4.375,0,6.33333,7.434168,0
ALUNO-757,2017,3,Ágata,10.0,0,4.666666666666667,0,4.3,5.41666,7.5,7.96875,1,6.791665,6.240207333333333,0
ALUNO-758,2020,2,Ametista,10.0,0,4.25,1,7.5,9.000020000000001,7.5,7.916666666666666,1,8.222226666666666,7.436114000000001,0
ALUNO-760,2020,0,Topázio,10.0,1,10.0,1,9.8,9.000020000000001,7.5,7.8125,1,6.24999,8.641250000000001,0
ALUNO-766,2020,4,Ágata,5.0,0,3.6666666666666665,0,7.4,8.75001,7.5,8.749999999999998,0,8.055560000000002,6.824446333333334,0
ALUNO-767,2018,3,Ágata,10.0,0,7.0,0,5.0,9.16668,7.5,7.96875,1,6.16666,7.096875,0
ALUNO-768,2017,3,Ametista,5.0,1,7.666666666666667,1,9.9,7.916679999999999,4.375,7.291666666666667,0,8.77778,7.727224,1
ALUNO-773,2016,2,Ametista,5.0,1,9.5,0,5.6,9.000020000000001,7.5,8.958333333333334,0,8.944446666666664,7.854724666666667,1
ALUNO-776,2020,3,Quartzo,5.0,0,1.6666666666666667,0,5.2,9.16668,7.5,7.291666666666667,0,6.611106666666666,5.591389333333334,0
ALUNO-777,2019,1,Ágata,5.0,0,7.25,1,7.8,8.000020000000001,5.0,7.1875,0,7.416665,7.012085000000001,0
ALUNO-779,2017,6,Ágata,10.0,0,4.0,0,3.9,8.75001,7.5,7.5,1,7.624995,6.48,0
ALUNO-780,2020,3,Ametista,10.0,1,8.333333333333334,1,8.2,9.16668,7.5,7.96875,1,6.6666625,8.103542166666667,0
ALUNO-782,2017,5,Ametista,10.0,0,5.666666666666667,1,8.7,8.75001,9.375,9.166666666666666,1,9.166673333333334,8.435835666666668,1
ALUNO-783,2020,1,Ágata,5.0,0,4.5,1,8.0,8.500020000000001,7.5,8.125,0,7.916665,6.995835000000001,0
ALUNO-785,2019,2,Topázio,10.0,1,9.0,1,9.5,10.00002,7.5,8.125,1,7.75,8.812502,0
ALUNO-786,2018,5,Quartzo,5.0,0,3.0,0,1.9,7.5,7.5,7.1875,0,6.83333,5.065416,0
ALUNO-789,2018,4,Quartzo,5.0,0,0.0,0,2.8,9.58335,7.5,7.916666666666668,0,5.611103333333333,4.682222333333334,0
ALUNO-790,2019,3,Topázio,10.0,1,8.666666666666666,1,8.9,10.00002,7.5,9.791666666666666,1,9.777786666666666,9.198059333333331,1
ALUNO-792,2017,1,Ametista,5.0,1,10.0,1,8.5,9.000020000000001,4.375,8.125,0,7.166665,7.783335,0
ALUNO-793,2020,0,Ametista,5.0,1,10.0,1,10.0,6.83334,7.5,7.1875,0,7.333325,8.118749000000001,0
ALUNO-794,2017,2,Ametista,10.0,0,6.5,1,9.6,9.000020000000001,6.25,7.916666666666668,1,8.722226666666666,8.281114,1
ALUNO-795,2019,2,Ametista,5.0,0,7.0,1,9.7,10.00002,7.5,7.8125,0,8.0,7.971252,0
ALUNO-796,2018,3,Topázio,10.0,1,8.333333333333334,1,9.8,9.16668,7.5,7.96875,1,7.6250025,8.615210166666667,0
ALUNO-797,2019,1,Ágata,5.0,0,6.5,0,6.8,9.50002,4.375,6.875,0,8.111106666666666,6.857223333333333,0
ALUNO-803,2020,0,Ágata,10.0,0,7.0,1,10.0,9.000020000000001,5.625,2.5,1,4.333349999999999,6.979172000000001,0
ALUNO-807,2019,0,Ametista,10.0,1,9.0,1,10.0,8.500020000000001,6.25,2.5,1,7.833335,8.091669,0
ALUNO-811,2018,2,Ametista,10.0,1,9.0,0,7.4,8.000020000000001,7.5,7.5,1,8.083335,8.196669,0
ALUNO-813,2018,1,Ametista,10.0,1,10.0,1,7.6,8.000020000000001,7.5,7.1875,1,8.0,8.388752,0
ALUNO-814,2019,1,Ágata,5.0,0,3.75,1,9.4,7.91668,5.625,7.916666666666668,0,7.944443333333333,6.864723333333334,0
ALUNO-817,2019,2,Ametista,10.0,0,7.0,1,9.5,10.00002,7.5,6.25,1,8.333335,8.341669000000001,0
ALUNO-820,2017,4,Ametista,10.0,1,9.0,1,8.3,7.08333,5.0,8.749999999999998,1,8.944453333333334,8.332223666666668,1
ALUNO-821,2019,1,Ágata,5.0,1,9.0,0,6.5,8.500020000000001,5.0,7.291666666666668,0,7.222216666666665,7.1236120000000005,0
ALUNO-823,2018,1,Ametista,5.0,1,9.5,1,9.4,9.000020000000001,8.125,7.916666666666668,0,8.333333333333334,8.450835333333334,0
ALUNO-824,2019,1,Ametista,5.0,1,9.5,1,8.0,9.50002,6.25,6.875,0,7.444443333333333,7.751390666666667,0
ALUNO-825,2018,3,Quartzo,10.0,0,4.666666666666667,0,4.5,7.5,3.75,6.71875,1,5.4999925,5.730206833333334,0
ALUNO-826,2020,2,Ágata,10.0,0,3.5,0,6.1,8.000020000000001,7.5,6.666666666666667,1,6.222216666666667,6.381112000000001,0
ALUNO-828,2016,4,Ametista,5.0,0,7.0,1,8.2,7.91667,5.625,8.541666666666666,0,8.777786666666666,7.503891,1
ALUNO-829,2017,3,Ágata,10.0,0,0.0,1,8.2,9.58335,7.5,7.708333333333334,1,6.944439999999998,6.508056333333332,0
ALUNO-830,2017,4,Topázio,10.0,0,7.0,1,10.0,9.58335,10.0,8.958333333333332,1,9.222233333333334,9.098615,1
ALUNO-831,2019,0,Ametista,5.0,1,8.5,1,10.0,9.000020000000001,7.5,6.5625,0,6.916655,7.889583000000001,0
ALUNO-835,2016,2,Quartzo,10.0,0,0.0,1,7.9,0.0,3.125,6.5625,1,7.416665,5.032083,0
ALUNO-837,2019,6,Quartzo,10.0,0,0.0,0,3.4,0.0,5.0,6.40625,1,6.124995,4.045624,0
ALUNO-838,2016,5,Ametista,10.0,0,7.333333333333333,1,8.4,8.33334,5.0,8.333333333333334,1,8.000003333333334,7.9133346666666675,0
ALUNO-840,2019,0,Ametista,10.0,1,10.0,1,10.0,9.000020000000001,4.375,2.5,1,4.499995,7.487501000000001,0
ALUNO-842,2016,4,Quartzo,10.0,0,0.0,0,3.9,9.58335,4.375,5.833333333333333,1,4.2222133333333325,4.603611,0
ALUNO-846,2019,7,Ágata,10.0,0,6.166666666666667,0,6.4,7.08333,5.625,6.875,1,7.5833325,6.988332833333334,0
ALUNO-848,2019,2,Ametista,5.0,0,7.0,1,8.3,9.50002,6.875,7.1875,0,7.58333,7.432918,0
ALUNO-849,2020,1,Ametista,5.0,1,9.0,1,8.6,7.916679999999999,7.5,7.291666666666667,0,7.833333333333333,7.857501333333333,0
ALUNO-850,2016,3,Ametista,10.0,0,6.666666666666667,1,9.7,9.16668,7.5,7.96875,1,7.25,8.186876333333334,0
ALUNO-851,2019,0,Ametista,5.0,1,9.0,1,10.0,9.50002,7.5,2.5,0,6.99999,7.649999999999999,0
ALUNO-855,2020,2,Ametista,5.0,1,8.0,1,7.6,9.000020000000001,7.5,7.083333333333334,0,6.888886666666665,7.356112666666667,0
ALUNO-858,2019,1,Topázio,5.0,1,9.5,1,9.7,9.000020000000001,6.875,8.125,0,9.250005,8.590003000000001,1
ALUNO-860,2018,3,Ametista,5.0,1,8.666666666666666,1,10.0,8.33334,7.5,8.541666666666666,0,8.888893333333332,8.448612666666666,1
ALUNO-861,2020,3,Ametista,5.0,1,8.666666666666666,1,8.8,9.58335,7.5,8.125,0,7.833333333333334,8.080835,0
ALUNO-862,2019,1,Ametista,5.0,1,10.0,1,9.5,9.50002,6.875,7.083333333333334,0,8.0,8.345835333333333,0
ALUNO-866,2019,1,Topázio,10.0,1,9.0,1,9.7,9.000020000000001,7.5,7.1875,1,7.25,8.558752,0
ALUNO-872,2017,2,Ágata,5.0,0,6.0,1,8.1,9.000020000000001,4.375,7.5,0,7.944446666666667,6.996391333333334,0
ALUNO-873,2020,1,Ametista,5.0,1,7.5,1,8.6,9.000020000000001,7.5,6.25,0,7.555549999999999,7.506112,0
ALUNO-874,2016,4,Ametista,10.0,0,6.333333333333333,1,8.0,8.75001,5.0,8.541666666666666,1,8.05556,7.706946333333334,0
ALUNO-877,2019,2,Ametista,5.0,1,7.5,1,8.3,8.000020000000001,7.5,7.5,0,7.916665,7.543335000000001,0
ALUNO-880,2019,2,Quartzo,5.0,0,0.5,0,5.8,7.416679999999999,5.0,6.875,0,5.611106666666666,4.8113893333333335,0
ALUNO-886,2020,0,Topázio,10.0,1,8.5,1,10.0,10.00002,7.5,7.5,1,7.58334,8.71667,0
ALUNO-888,2020,1,Ágata,10.0,0,0.0,1,7.9,8.500020000000001,7.5,7.916666666666668,1,8.11111,6.593890666666667,0
ALUNO-889,2019,2,Ametista,5.0,0,7.0,1,8.7,9.000020000000001,7.5,8.4375,0,7.5,7.633752,0
ALUNO-890,2018,2,Ágata,5.0,0,5.5,1,7.9,9.000020000000001,6.875,6.666666666666667,0,7.166659999999999,6.867500666666667,0
ALUNO-892,2019,1,Ametista,5.0,0,6.5,1,9.4,9.50002,7.5,7.291666666666667,0,7.944443333333333,7.698057333333334,0
ALUNO-894,2018,5,Topázio,10.0,1,8.0,1,9.4,10.00002,8.125,8.958333333333334,1,8.05556,8.799447333333335,0
ALUNO-898,2017,2,Ágata,5.0,1,7.5,1,7.9,6.91668,4.375,8.125,0,7.916665,7.105001,0
ALUNO-899,2019,1,Ametista,5.0,1,7.5,1,9.5,8.000020000000001,7.5,8.125,0,7.75,7.812502,0
ALUNO-902,2019,0,Ametista,10.0,1,8.0,1,10.0,9.000020000000001,7.5,2.5,1,6.083335,7.716669,0
ALUNO-903,2020,1,Topázio,10.0,1,10.0,1,9.2,9.000020000000001,7.5,8.125,1,7.916665,8.885835,0
ALUNO-904,2020,3,Ametista,10.0,0,7.0,1,8.5,9.58335,7.5,7.96875,1,6.6666625,7.9385425,0
ALUNO-906,2017,4,Topázio,5.0,1,7.666666666666667,1,10.0,10.00002,10.0,9.166666666666666,0,9.888896666666668,8.927781333333334,1
ALUNO-907,2020,1,Ametista,10.0,0,7.0,1,8.8,9.50002,7.5,7.916666666666668,1,7.333333333333333,8.118335333333334,0
ALUNO-908,2019,2,Ágata,5.0,1,7.5,1,7.7,7.41668,6.875,6.875,0,7.5,7.156668,0
ALUNO-909,2019,2,Ágata,5.0,0,2.0,0,6.3,9.50002,7.5,7.8125,0,8.0,6.241251999999999,0
ALUNO-910,2016,5,Quartzo,5.0,0,1.3333333333333333,0,0.8,9.58335,3.125,7.8125,0,6.749995,4.328750666666667,0
ALUNO-911,2019,3,Ágata,5.0,1,7.666666666666667,1,8.1,5.83334,3.75,7.1875,0,6.3333325,6.5970838333333335,0
ALUNO-912,2019,4,Quartzo,5.0,0,2.6666666666666665,0,1.0,9.16668,7.5,8.125,0,5.1666566666666665,4.745832666666667,0
ALUNO-916,2017,3,Topázio,10.0,0,7.0,1,8.7,7.91667,7.5,8.59375,1,9.8333425,8.5077105,1
ALUNO-917,2019,8,Ametista,10.0,1,8.9,1,10.0,8.33334,7.5,0.0,0,0.0,8.893334,0
ALUNO-919,2020,5,Ágata,10.0,0,5.333333333333333,0,6.0,8.75001,7.5,7.500000000000001,1,7.444446666666667,7.1305570000000005,0
ALUNO-920,2018,4,Ametista,5.0,0,7.0,1,9.4,7.08333,4.375,7.96875,0,9.3333375,7.589375500000001,1
ALUNO-922,2019,2,Ametista,10.0,0,4.5,1,8.7,8.500020000000001,4.375,5.9375,1,8.833335,7.287919,1
ALUNO-923,2020,0,Ametista,10.0,1,9.0,1,10.0,9.000020000000001,5.0,2.5,1,4.75,7.400002000000001,0
ALUNO-926,2018,2,Ametista,5.0,1,8.5,1,9.5,9.50002,5.0,6.875,0,7.055549999999999,7.648612,0
ALUNO-927,2020,1,Topázio,10.0,1,10.0,1,8.0,8.500020000000001,7.5,7.708333333333334,1,7.833333333333333,8.537502,0
ALUNO-928,2019,7,Ametista,10.0,0,6.833333333333333,1,8.1,8.75001,7.5,8.4375,1,9.2083375,8.297085166666667,1
ALUNO-929,2018,4,Quartzo,10.0,0,0.0,0,0.0,8.75001,7.5,7.65625,1,5.374995,4.465625,0
ALUNO-930,2019,4,Ametista,5.0,1,8.0,1,9.1,9.58335,9.375,8.125,0,8.722226666666666,8.372780333333333,1
ALUNO-931,2019,0,Ametista,5.0,1,9.5,1,10.0,9.000020000000001,7.5,7.8125,0,6.99999,8.231250000000001,0
ALUNO-932,2017,2,Ametista,5.0,1,7.5,1,9.1,8.000020000000001,6.25,7.8125,0,7.5,7.526252,0
ALUNO-935,2020,0,Topázio,10.0,1,9.0,1,10.0,10.00002,10.0,7.8125,1,7.416665,9.064585,0
ALUNO-937,2018,1,Ametista,5.0,1,10.0,1,9.4,9.50002,7.5,7.916666666666668,0,7.777776666666667,8.427224,0
ALUNO-938,2016,3,Ametista,10.0,1,9.0,1,9.4,9.58335,4.375,7.083333333333334,1,8.000003333333332,8.384169,0
ALUNO-940,2019,0,Ametista,5.0,0,7.25,1,10.0,9.50002,6.25,6.875,0,7.666665,7.745835,0
ALUNO-942,2018,3,Ametista,10.0,0,6.333333333333333,1,8.5,9.16668,5.0,7.083333333333334,1,6.222216666666667,7.336111333333334,0
ALUNO-943,2020,1,Ametista,10.0,0,6.25,1,8.8,8.500020000000001,7.5,7.8125,1,7.75,7.941252,0
ALUNO-944,2017,3,Quartzo,5.0,0,4.333333333333333,0,2.6,9.58335,6.875,8.333333333333334,0,5.722213333333335,5.510277666666668,0
ALUNO-948,2018,2,Ametista,5.0,0,6.0,1,8.9,8.500020000000001,7.5,7.916666666666668,0,7.444443333333333,7.360557333333334,0
ALUNO-950,2018,7,Ametista,10.0,0,4.833333333333333,1,9.6,9.16668,7.5,7.5,1,9.29167,8.161668666666667,1
ALUNO-951,2020,5,Ágata,5.0,0,6.0,1,8.8,7.91667,7.5,7.083333333333334,0,6.833333333333333,7.0766670000000005,0
ALUNO-953,2016,8,Ametista,10.0,0,7.4,1,10.0,9.58335,7.5,0.0,0,0.0,8.418335,0
ALUNO-957,2019,1,Ametista,5.0,1,7.5,1,9.2,7.416679999999999,7.5,7.291666666666667,0,8.055556666666668,7.671946,0
ALUNO-958,2018,3,Ametista,5.0,1,8.0,1,9.5,9.16668,8.125,8.749999999999998,0,9.111113333333334,8.426390666666666,1
ALUNO-961,2019,1,Topázio,10.0,1,10.0,1,9.4,9.50002,4.375,7.916666666666668,1,8.0,8.659168666666668,0
ALUNO-962,2017,3,Quartzo,10.0,0,1.3333333333333333,0,6.4,9.16668,4.375,6.666666666666667,1,4.666663333333334,5.500834,0
ALUNO-964,2020,1,Ametista,5.0,1,9.0,1,8.1,9.50002,7.5,8.125,0,8.0,8.032502000000001,0
ALUNO-965,2018,2,Ágata,5.0,0,3.5,1,9.0,9.000020000000001,6.875,8.749999999999998,0,8.055560000000002,7.073614000000001,0
ALUNO-968,2020,3,Quartzo,2.5,0,3.6666666666666665,0,7.3,5.8333200000000005,6.25,7.291666666666667,0,5.999996666666666,5.580831333333333,0
ALUNO-970,2018,2,Ágata,5.0,0,7.0,0,6.9,9.50002,7.5,6.875,0,7.58333,7.1841680000000006,0
ALUNO-973,2019,1,Ametista,10.0,1,10.0,0,6.2,9.50002,7.5,6.875,1,7.444443333333333,8.116390666666666,0
ALUNO-983,2018,2,Ametista,10.0,0,5.5,1,9.9,9.000020000000001,3.75,8.125,1,8.11111,7.789724,0
ALUNO-984,2017,1,Quartzo,5.0,0,0.0,0,4.3,9.50002,7.5,7.291666666666667,0,7.61111,5.311390666666667,0
ALUNO-986,2018,4,Ágata,10.0,0,6.333333333333333,0,4.2,9.16668,7.5,8.4375,1,6.916665,7.000417666666667,0
ALUNO-989,2020,2,Ametista,5.0,0,7.0,1,9.6,9.50002,7.5,8.333333333333334,0,7.666666666666667,7.886668666666667,0
ALUNO-991,2019,2,Ágata,10.0,0,2.5,1,7.9,9.000020000000001,6.25,7.5,1,7.22222,6.7994460000000005,0
ALUNO-992,2019,0,Ametista,5.0,1,9.5,0,5.6,9.000020000000001,7.5,7.5,0,6.99999,7.32,0
ALUNO-993,2018,5,Ametista,10.0,0,6.0,1,8.3,7.08333,4.375,8.28125,1,8.458337499999999,7.5256255,0
ALUNO-994,2019,2,Topázio,10.0,1,9.0,1,9.4,9.50002,6.875,7.708333333333334,1,7.944443333333333,8.677223999999999,0
ALUNO-996,2018,2,Ametista,10.0,0,6.0,0,7.3,9.000020000000001,7.5,7.708333333333334,1,8.277776666666668,7.736390666666667,0
ALUNO-997,2019,1,Topázio,10.0,1,9.0,1,9.6,9.000020000000001,10.0,8.125,1,7.75,8.982502,0
ALUNO-999,2018,3,Ágata,10.0,0,7.333333333333333,0,5.8,8.33334,3.125,6.875,1,7.72222,7.004444666666667,0
ALUNO-1002,2020,3,Ametista,5.0,1,8.333333333333334,1,9.4,9.16668,7.5,8.125,0,7.944446666666668,8.114724,0
ALUNO-1003,2019,3,Ametista,5.0,1,8.0,0,6.8,9.58335,7.5,8.749999999999998,0,7.777776666666667,7.598890333333334,0
ALUNO-1004,2020,0,Ametista,10.0,1,9.0,1,10.0,9.000020000000001,6.25,2.5,1,5.5,7.675002000000001,0
ALUNO-1006,2019,1,Ametista,5.0,1,7.5,1,9.4,9.000020000000001,7.5,7.916666666666668,0,7.444443333333333,7.8105573333333345,0
ALUNO-1007,2019,2,Ametista,10.0,0,4.0,1,8.3,9.50002,7.5,8.333333333333332,1,7.666670000000001,7.526669333333331,0
ALUNO-1010,2019,1,Topázio,10.0,1,10.0,1,9.9,9.000020000000001,5.0,7.1875,1,7.416665,8.582085,0
ALUNO-1012,2020,1,Topázio,10.0,1,10.0,1,9.1,8.000020000000001,7.5,8.125,1,7.916665,8.765835000000001,0
ALUNO-1014,2019,1,Ágata,5.0,0,5.0,1,8.6,8.000020000000001,7.5,7.5,0,7.222219999999999,6.964446,0
