NOME,ANO_INGRESSO_2020,FASE_2020,PEDRA_2020,IAN_2020,DESTAQUE_IDA_2020,IDA_2020,DESTAQUE_IEG_2020,IEG_2020,IAA_2020,IPS_2020,IPP_2020,DESTAQUE_IPV_2020,IPV_2020,INDE_2020,PONTO_VIRADA_2020
ALUNO-287,2019,2,Ametista,10.0,1,7.5,1,8.5,7.416679999999999,7.5,8.4375,1,8.833335,8.302085,1
ALUNO-288,2020,2,Ágata,5.0,0,3.75,1,7.7,9.000020000000001,7.5,8.333333333333334,0,7.833333333333334,6.840002,0
ALUNO-292,2019,4,Topázio,5.0,1,7.666666666666667,1,9.9,10.00002,6.875,8.958333333333332,0,9.44445,8.485558666666666,1
ALUNO-293,2019,5,Quartzo,10.0,0,0.0,0,1.3,6.66667,4.375,7.1875,1,6.6666675,4.4162505,0
ALUNO-295,2017,1,Ametista,10.0,0,7.25,1,8.9,9.000020000000001,4.375,4.6875,1,7.75,7.586252,0
ALUNO-296,2020,2,Ametista,10.0,0,5.0,1,8.9,9.000020000000001,7.5,7.5,1,7.666665,7.713335,0
ALUNO-297,2019,3,Ágata,5.0,0,6.0,1,8.7,8.33334,4.375,8.125,0,8.38889,7.201112,0
ALUNO-298,2018,1,Ágata,5.0,0,6.5,0,6.6,8.500020000000001,5.0,5.0,0,6.833335,6.3366690000000006,0
ALUNO-299,2016,8,Ametista,10.0,1,9.2,1,10.0,5.83334,5.625,0.0,0,0.0,8.388334,0
ALUNO-300,2019,8,Ágata,10.0,1,8.4,0,0.0,9.16668,7.5,0.0,0,0.0,6.776668000000001,0
ALUNO-301,2019,1,Topázio,10.0,1,9.5,1,9.2,10.00002,7.5,7.916666666666668,1,7.833333333333333,8.848335333333335,0
ALUNO-305,2018,2,Ametista,5.0,0,6.5,1,8.3,8.500020000000001,7.5,6.458333333333334,0,8.277776666666666,7.361390666666666,0
ALUNO-306,2019,7,Quartzo,10.0,0,0.0,0,1.4,6.66667,4.375,5.15625,1,4.95834,3.89146,0
ALUNO-309,2019,1,Ametista,10.0,1,10.0,0,6.5,8.500020000000001,7.5,7.5,1,7.75,8.200002000000001,0
ALUNO-312,2019,2,Topázio,10.0,1,8.5,1,9.1,10.00002,7.5,5.833333333333333,1,8.277776666666666,8.508890666666668,0
ALUNO-313,2020,0,Ametista,10.0,0,6.5,1,10.0,7.50002,7.5,7.5,1,6.749995,7.900001,0
ALUNO-315,2019,4,Topázio,10.0,1,8.666666666666666,1,10.0,9.16668,9.375,8.958333333333332,1,9.8889,9.461114666666669,1
ALUNO-316,2020,2,Ágata,10.0,0,0.0,1,7.7,7.41668,7.5,8.125,1,7.916665,6.427501,0
ALUNO-318,2020,0,Ametista,5.0,1,10.0,1,10.0,9.000020000000001,7.5,7.5,0,6.999995,8.300001000000002,0
ALUNO-319,2019,2,Ágata,10.0,0,2.0,1,9.5,9.000020000000001,7.5,7.5,1,7.416665,7.1833350000000005,0
ALUNO-321,2019,6,Quartzo,10.0,0,2.0,0,2.0,4.58334,7.5,6.40625,1,6.3333275,4.9156245,0
ALUNO-323,2016,1,Quartzo,5.0,0,4.5,1,9.1,8.000020000000001,5.0,2.5,0,6.416665,6.053335000000001,0
ALUNO-324,2019,6,Ametista,10.0,0,6.666666666666667,1,7.9,8.75001,7.5,8.59375,1,8.333332500000001,8.064375833333333,0
ALUNO-328,2020,3,Ágata,5.0,1,9.0,0,4.1,7.5,7.5,7.96875,0,7.20833,6.858541000000001,0
ALUNO-329,2017,7,Ametista,10.0,0,7.0,1,8.6,7.91667,7.5,7.96875,1,7.6249975,7.9835415,0
ALUNO-330,2017,1,Ametista,5.0,1,8.5,1,7.9,8.000020000000001,7.5,7.5,0,8.0,7.680002,0
ALUNO-332,2019,1,Ametista,5.0,1,10.0,1,9.2,9.50002,7.5,7.291666666666667,0,7.444443333333333,8.258057333333333,0
ALUNO-335,2020,0,Ametista,10.0,1,9.5,1,10.0,8.500020000000001,4.375,2.5,1,5.166675,7.470837,0
ALUNO-337,2016,5,Topázio,10.0,0,7.0,1,9.9,8.33334,10.0,9.166666666666666,1,9.111113333333332,8.952223333333334,1
ALUNO-338,2018,7,Quartzo,10.0,0,4.333333333333333,0,2.1,8.33334,7.5,7.34375,1,6.5416625,5.9127081666666665,0
ALUNO-339,2018,3,Ametista,5.0,0,7.333333333333333,1,9.7,9.16668,7.5,8.749999999999998,0,8.444446666666668,8.137224,0
ALUNO-340,2018,3,Ametista,5.0,0,7.0,1,9.4,8.33334,7.5,8.541666666666666,0,6.888883333333333,7.595277333333334,0
ALUNO-341,2018,8,Topázio,10.0,1,9.2,1,10.0,9.16668,7.5,0.0,0,0.0,9.096668,0
ALUNO-342,2016,2,Ametista,10.0,1,8.0,1,9.2,9.000020000000001,5.625,5.3125,1,8.5,8.133752000000001,0
ALUNO-343,2020,3,Ametista,2.5,1,8.0,1,8.1,7.5,7.5,8.125,0,9.000003333333334,7.582500666666667,1
ALUNO-344,2019,6,Quartzo,10.0,0,0.0,0,3.8,0.0,5.0,6.71875,1,7.08333,4.348541,0
ALUNO-345,2019,0,Topázio,10.0,1,10.0,1,10.0,8.500020000000001,7.5,7.5,1,5.74999,8.5,0
ALUNO-346,2019,1,Ametista,10.0,1,9.5,1,8.0,9.000020000000001,7.5,7.1875,1,7.75,8.418752000000001,0
ALUNO-348,2019,0,Ametista,5.0,1,9.5,1,10.0,9.50002,6.25,2.5,0,7.83334,7.79167,0
ALUNO-349,2020,0,Topázio,5.0,1,10.0,1,10.0,9.50002,7.5,10.0,0,10.00001,9.200004,1
ALUNO-353,2019,2,Ágata,5.0,0,6.0,1,8.3,10.00002,6.25,7.916666666666668,0,6.944439999999998,7.165556666666667,0
ALUNO-354,2016,4,Quartzo,5.0,0,0.0,0,3.4,9.16668,4.375,7.96875,0,6.624995,4.656042,0
ALUNO-355,2019,1,Ágata,5.0,0,4.0,1,8.1,7.50002,5.0,7.708333333333334,0,7.333333333333333,6.407502000000001,0
ALUNO-359,2019,2,Ametista,10.0,0,7.0,1,9.3,8.500020000000001,7.5,7.708333333333334,1,7.722219999999999,8.175279333333334,0
ALUNO-361,2019,1,Quartzo,10.0,0,0.0,0,4.3,9.000020000000001,5.625,8.125,1,7.666665,5.668335,0
ALUNO-364,2019,1,Ametista,10.0,1,7.5,1,9.9,9.000020000000001,4.375,5.625,1,7.166665,7.813335,0
ALUNO-365,2017,5,Ametista,10.0,0,6.666666666666667,1,9.6,9.58335,5.0,8.59375,1,9.125005000000002,8.396044333333334,1
ALUNO-367,2016,3,Ametista,10.0,0,6.666666666666667,1,9.4,9.16668,7.5,8.125,1,8.166666666666668,8.325834666666669,0
ALUNO-368,2019,8,Ametista,10.0,1,8.3,1,10.0,8.75001,7.5,0.0,0,0.0,8.695001000000001,0
ALUNO-370,2019,3,Topázio,10.0,0,6.5,1,9.9,8.75001,7.5,8.75,1,9.166669999999998,8.613335,1
ALUNO-371,2017,7,Ametista,10.0,0,7.333333333333333,1,7.8,7.91667,5.0,5.78125,1,7.41667,7.379792666666667,0
ALUNO-372,2017,2,Ágata,5.0,0,6.0,1,8.0,9.000020000000001,5.0,7.5,0,6.83333,6.816668000000001,0
ALUNO-373,2017,3,Ágata,5.0,0,5.666666666666667,0,5.0,8.75001,5.625,8.125,0,6.6666625,6.216666833333334,0
ALUNO-375,2016,2,Topázio,10.0,1,9.5,1,9.5,9.000020000000001,7.5,9.6875,1,9.58334,9.33542,1
ALUNO-377,2017,3,Ametista,10.0,0,6.0,0,6.7,9.58335,4.375,8.541666666666666,1,8.111106666666666,7.412223000000001,0
ALUNO-378,2016,5,Ametista,10.0,0,7.0,1,9.7,7.91667,3.75,8.125,1,8.25,7.969167,0
ALUNO-379,2018,3,Quartzo,5.0,0,4.166666666666667,0,6.6,10.00002,5.0,5.625,0,4.833323333333333,5.6825,0
ALUNO-380,2016,8,Quartzo,10.0,1,8.8,0,0.0,0.0,4.375,0.0,0,0.0,5.3950000000000005,0
ALUNO-381,2019,0,Ágata,5.0,1,8.5,1,9.8,9.50002,2.5,2.5,0,4.16667,6.443336,0
ALUNO-382,2019,8,Ametista,10.0,1,9.1,1,10.0,8.33334,6.875,0.0,0,0.0,8.848334000000001,0
ALUNO-383,2019,0,Ametista,5.0,1,7.5,1,10.0,9.50002,6.875,7.8125,0,7.5,7.918752,0
ALUNO-385,2020,3,Ametista,5.0,0,6.0,1,8.6,8.75001,7.5,7.708333333333334,0,7.611113333333334,7.338057,0
ALUNO-387,2018,2,Ágata,5.0,0,6.0,0,5.6,9.000020000000001,4.375,6.875,0,7.222216666666665,6.289445333333333,0
ALUNO-388,2018,2,Ágata,5.0,0,5.5,1,8.8,8.000020000000001,7.5,6.875,0,7.222216666666665,7.0419453333333335,0
ALUNO-389,2020,5,Ametista,5.0,1,9.333333333333334,1,9.0,8.33334,7.5,8.541666666666666,0,9.000006666666666,8.404168666666667,1
ALUNO-390,2019,5,Ametista,10.0,1,7.666666666666667,0,5.3,8.33334,7.5,7.708333333333334,1,7.38889,7.425278666666666,0
ALUNO-393,2017,2,Ágata,10.0,0,4.25,1,7.5,9.000020000000001,6.875,7.083333333333334,1,7.833329999999999,7.212501333333334,0
ALUNO-394,2016,4,Quartzo,5.0,0,6.333333333333333,0,5.3,7.5,5.0,6.25,0,6.166665,5.934999666666666,0
ALUNO-396,2019,4,Ametista,5.0,1,8.0,1,9.1,7.5,7.5,8.125,0,6.11111,7.454722,0
ALUNO-397,2016,3,Ametista,10.0,0,6.666666666666667,1,9.5,9.16668,4.375,7.5,1,6.7499975,7.687500833333334,0
ALUNO-399,2020,2,Quartzo,5.0,0,0.0,0,4.6,0.0,6.875,7.708333333333334,0,6.777773333333332,4.233888,0
ALUNO-400,2019,1,Quartzo,5.0,0,0.0,0,4.3,9.000020000000001,3.75,7.291666666666667,0,7.5,4.864168666666667,0
ALUNO-401,2019,3,Ametista,10.0,0,6.166666666666667,1,9.9,9.58335,7.5,7.96875,1,8.458335,8.410210333333334,0
ALUNO-404,2016,3,Ametista,10.0,0,6.666666666666667,1,9.9,10.00002,4.375,8.59375,1,8.5416725,8.318544833333334,0
ALUNO-406,2018,1,Ametista,5.0,1,9.5,1,8.8,9.000020000000001,7.5,7.1875,0,7.25,7.978752000000001,0
ALUNO-407,2018,3,Ametista,10.0,1,7.666666666666667,1,9.9,5.83333,5.0,8.59375,1,9.166675,8.289376333333333,1
ALUNO-408,2020,0,Topázio,10.0,1,10.0,1,10.0,9.000020000000001,10.0,7.5,1,8.333335,9.316669,0
ALUNO-414,2019,2,Quartzo,5.0,0,0.0,1,8.0,6.91668,7.5,8.541666666666666,0,6.888886666666666,5.773612,0
ALUNO-416,2018,2,Ametista,5.0,0,7.0,1,9.7,9.000020000000001,6.25,7.708333333333334,0,8.22222,7.780279333333334,0
ALUNO-421,2018,3,Ágata,5.0,1,7.666666666666667,0,5.9,9.58335,7.5,7.65625,0,7.2500025,7.137293833333334,0
ALUNO-424,2017,1,Ametista,5.0,1,9.0,1,8.8,9.000020000000001,7.5,7.1875,0,7.416665,7.912085,0
ALUNO-425,2019,3,Ágata,10.0,0,7.333333333333333,0,6.2,8.75001,7.5,6.666666666666667,1,5.666656666666667,7.131665666666668,0
ALUNO-426,2020,1,Ágata,5.0,0,5.0,0,6.5,8.000020000000001,7.5,7.291666666666667,0,7.833333333333333,6.645835333333333,0
ALUNO-431,2020,0,Ágata,5.0,1,8.5,1,9.8,9.50002,6.875,2.5,0,3.83335,6.814172000000001,0
ALUNO-435,2020,4,Ametista,5.0,0,5.333333333333333,1,8.8,7.50001,7.5,8.749999999999998,0,8.055560000000002,7.312779666666668,0
ALUNO-437,2018,1,Ametista,10.0,0,5.5,1,8.5,10.00002,7.5,7.916666666666668,1,7.333333333333333,7.808335333333335,0
ALUNO-439,2018,4,Quartzo,5.0,0,0.0,0,3.6,9.58335,7.5,7.916666666666668,0,6.055549999999999,4.931111666666667,0
ALUNO-441,2019,2,Ametista,10.0,1,8.5,0,7.4,9.50002,6.25,5.0,1,6.72222,7.599446,0
ALUNO-442,2020,0,Ametista,5.0,1,9.5,1,10.0,8.500020000000001,7.5,7.5,0,7.33333,8.216668,0
ALUNO-443,2019,2,Ametista,5.0,0,6.0,1,9.7,8.500020000000001,7.5,8.749999999999998,0,7.777780000000001,7.670558000000001,0
ALUNO-445,2020,1,Ágata,5.0,0,4.75,0,6.3,9.000020000000001,7.5,7.1875,0,7.916665,6.662085000000001,0
ALUNO-447,2019,0,Ágata,5.0,1,9.5,1,10.0,8.500020000000001,5.0,2.5,0,4.99999,7.0,0
ALUNO-448,2019,2,Ametista,10.0,0,1.5,1,8.9,9.50002,9.375,8.541666666666666,1,8.444443333333332,7.510557333333334,0
ALUNO-449,2019,1,Topázio,10.0,1,10.0,1,9.2,9.50002,7.5,7.5,1,7.277776666666666,8.745557333333332,0
ALUNO-450,2019,4,Ágata,5.0,0,6.666666666666667,0,6.4,7.91667,7.5,8.4375,0,7.2916675,6.957083833333334,0
ALUNO-451,2018,1,Ametista,10.0,0,4.5,1,8.0,9.000020000000001,6.25,7.083333333333333,1,7.944443333333333,7.322224,0
ALUNO-453,2019,1,Quartzo,5.0,0,0.0,0,6.1,8.500020000000001,7.5,8.125,0,7.75,5.682502,0
ALUNO-455,2019,2,Topázio,10.0,0,7.0,1,9.3,9.50002,7.5,7.708333333333334,1,9.277783333333334,8.586392000000002,1
ALUNO-457,2020,1,Quartzo,10.0,0,0.0,0,7.1,8.000020000000001,5.625,5.625,1,7.833333333333333,5.9116686666666665,0
ALUNO-458,2020,1,Quartzo,5.0,0,0.0,0,6.2,8.500020000000001,7.5,7.291666666666667,0,7.333333333333333,5.535835333333334,0
ALUNO-459,2019,5,Quartzo,5.0,0,3.6666666666666665,0,6.9,6.66666,3.125,8.125,0,7.666666666666667,5.938332666666667,0
ALUNO-460,2016,5,Ametista,10.0,0,6.333333333333333,1,9.0,9.58335,4.375,8.59375,1,8.958337499999999,8.113544166666667,1
ALUNO-462,2020,5,Ágata,5.0,0,6.0,1,8.2,7.91667,7.5,8.333333333333334,0,7.666670000000001,7.248334333333334,0
ALUNO-463,2017,3,Ametista,10.0,1,8.0,1,9.7,8.75001,5.0,8.59375,1,7.583335,8.291043,0
ALUNO-464,2020,4,Ágata,10.0,0,0.0,1,8.4,9.58335,7.5,8.749999999999998,1,7.888893333333335,6.841113666666667,0
ALUNO-466,2017,6,Quartzo,5.0,0,5.166666666666667,0,6.5,0.0,6.25,7.65625,0,7.791665,5.782291333333333,0
ALUNO-467,2019,2,Ágata,5.0,0,3.75,1,7.5,9.50002,6.875,7.1875,0,7.58333,6.622917999999999,0
ALUNO-468,2018,1,Ametista,5.0,1,9.0,1,7.5,9.50002,5.0,6.875,0,7.444443333333333,7.426390666666667,0
ALUNO-469,2016,3,Ametista,10.0,1,8.0,1,9.1,8.75001,6.875,7.8125,1,7.91667,8.347085000000002,0
ALUNO-472,2020,1,Ametista,5.0,1,9.5,1,8.9,9.000020000000001,7.5,7.708333333333334,0,8.11111,8.223057333333335,0
ALUNO-473,2018,1,Ametista,5.0,1,10.0,1,7.7,9.50002,6.875,6.875,0,7.222216666666665,7.809445333333334,0
ALUNO-474,2019,1,Ametista,5.0,1,9.5,1,8.3,9.50002,7.5,7.291666666666667,0,7.72222,8.033612666666667,0
ALUNO-476,2019,7,Ametista,10.0,0,7.166666666666667,1,9.1,8.33334,6.25,7.8125,1,8.041665,8.101250333333333,0
ALUNO-477,2019,2,Quartzo,5.0,0,2.75,0,5.9,9.000020000000001,5.0,7.5,0,7.055553333333332,5.791112666666667,0
ALUNO-478,2020,2,Ágata,5.0,0,2.0,1,9.3,9.50002,7.5,7.291666666666667,0,6.944439999999998,6.578056666666668,0
ALUNO-482,2016,2,Ametista,5.0,1,8.0,1,9.6,10.00002,7.5,9.166666666666666,0,8.277776666666668,8.342224,0
ALUNO-483,2018,2,Ametista,10.0,1,8.0,1,9.6,9.50002,5.0,7.708333333333334,1,8.16667,8.374169333333333,0
ALUNO-484,2016,8,Quartzo,10.0,0,7.8,0,0.0,9.58335,3.125,0.0,0,0.0,5.703335,0
ALUNO-486,2019,2,Quartzo,5.0,0,0.5,1,9.0,9.000020000000001,5.0,5.625,0,7.5,5.862502000000001,0
ALUNO-487,2019,0,Topázio,10.0,1,10.0,1,10.0,9.50002,7.5,7.8125,1,6.49999,8.78125,0
ALUNO-488,2019,3,Ágata,10.0,0,5.666666666666667,0,4.2,10.00002,6.875,7.291666666666667,1,5.611103333333335,6.512222666666668,0
ALUNO-490,2016,3,Ametista,5.0,1,8.666666666666666,1,8.5,9.58335,6.875,7.65625,0,8.29167,8.003127333333333,0
ALUNO-491,2019,1,Ágata,5.0,1,10.0,0,2.3,8.500020000000001,7.5,7.1875,0,6.91666,6.662084,0
ALUNO-492,2018,7,Ametista,10.0,0,5.833333333333333,1,8.1,6.66666,7.5,7.65625,1,8.166665,7.602290666666668,0
ALUNO-495,2019,8,Ametista,10.0,1,8.4,1,10.0,7.91667,7.5,0.0,0,0.0,8.651667,0
ALUNO-496,2018,3,Topázio,10.0,1,7.666666666666667,1,9.5,10.00002,7.5,7.96875,1,8.5416725,8.688544833333335,0
ALUNO-499,2017,1,Ametista,5.0,1,9.0,1,8.7,9.50002,10.0,7.1875,0,8.0,8.308752,0
ALUNO-500,2019,6,Ametista,10.0,0,4.833333333333333,1,8.5,9.16668,7.5,7.96875,1,8.208335,7.771876666666667,0
ALUNO-502,2018,4,Ametista,10.0,0,6.666666666666667,1,8.5,8.75001,7.5,8.541666666666666,1,8.333333333333334,8.179167666666668,0
ALUNO-503,2020,0,Ágata,10.0,0,5.75,1,10.0,9.000020000000001,7.5,2.5,1,5.916675,7.233337000000001,0
ALUNO-506,2020,0,Topázio,10.0,1,10.0,1,10.0,8.500020000000001,7.5,7.5,1,7.166665,8.783335000000001,0
ALUNO-507,2016,3,Ametista,10.0,1,7.666666666666667,1,8.8,9.58335,5.0,8.125,1,7.222219999999999,8.008612333333332,0
ALUNO-509,2018,7,Ametista,10.0,0,6.333333333333333,1,9.5,7.91667,7.5,7.65625,1,8.7083375,8.215626166666667,1
ALUNO-512,2019,3,Ametista,5.0,1,8.333333333333334,1,10.0,8.75001,4.375,9.791666666666666,0,9.222226666666666,8.302779666666668,1
ALUNO-513,2020,1,Topázio,10.0,1,10.0,1,9.4,7.416679999999999,7.5,8.125,1,7.75,8.734168,0
ALUNO-515,2019,5,Ametista,10.0,0,6.333333333333333,1,9.1,6.66666,6.875,7.96875,1,6.41666,7.521039666666667,0
ALUNO-517,2020,5,Ágata,10.0,0,6.333333333333333,0,3.1,9.16668,7.5,8.333333333333334,1,7.833336666666668,6.953335333333333,0
ALUNO-518,2019,6,Ametista,10.0,0,7.333333333333333,1,9.2,8.75001,7.5,7.96875,1,7.9583325,8.320209166666666,0
ALUNO-520,2018,2,Ametista,10.0,0,6.0,1,9.6,7.416679999999999,6.25,8.75,1,9.05556,8.17278,1
ALUNO-521,2018,1,Topázio,5.0,1,10.0,1,8.5,8.500020000000001,10.0,8.75,0,8.611113333333334,8.647224666666666,0
ALUNO-522,2018,1,Ametista,5.0,0,6.5,1,9.3,8.500020000000001,7.5,7.1875,0,7.583335,7.495419,0
ALUNO-524,2020,0,Ametista,5.0,1,9.5,1,10.0,9.000020000000001,7.5,8.125,0,7.5,8.362502000000001,0
ALUNO-527,2017,5,Ametista,5.0,0,6.666666666666667,1,8.5,9.16668,6.875,8.90625,0,9.375007500000002,7.903127833333334,1
ALUNO-530,2020,1,Quartzo,5.0,0,0.0,0,3.3,9.000020000000001,7.5,7.1875,0,7.58333,5.045418000000001,0
ALUNO-531,2019,4,Ametista,5.0,0,5.0,1,9.8,8.33334,7.5,7.916666666666668,0,8.72223,7.579446666666667,1
ALUNO-533,2019,2,Quartzo,5.0,0,0.0,0,6.7,9.50002,6.875,7.916666666666668,0,6.833326666666666,5.635834000000001,0
ALUNO-534,2019,0,Ametista,5.0,1,10.0,1,10.0,9.000020000000001,6.25,7.8125,0,7.5,8.306252,0
ALUNO-535,2019,1,Ágata,2.5,1,7.5,1,8.5,9.000020000000001,5.625,5.625,0,7.416665,6.958335,0
ALUNO-540,2018,1,Ametista,5.0,0,7.0,1,8.1,8.500020000000001,7.5,8.125,0,7.75,7.482502,0
ALUNO-541,2019,3,Topázio,10.0,1,9.666666666666666,1,9.9,9.16668,6.875,7.916666666666667,1,8.944446666666666,9.098057333333331,1
ALUNO-544,2019,2,Ágata,5.0,0,5.5,1,7.6,9.50002,3.75,7.5,0,7.555549999999998,6.706112,0
ALUNO-545,2020,1,Ágata,5.0,0,5.0,0,6.9,8.500020000000001,7.5,7.291666666666667,0,7.666666666666666,6.742502000000001,0
ALUNO-546,2018,5,Quartzo,2.5,0,4.666666666666667,0,5.4,8.33335,3.125,5.416666666666667,0,4.888896666666667,4.928614333333334,0
ALUNO-547,2018,4,Ágata,10.0,0,6.0,0,6.6,8.33334,5.0,8.333333333333332,1,7.944450000000002,7.275557333333333,0
ALUNO-549,2017,3,Quartzo,10.0,0,0.0,0,1.7,7.50001,4.375,7.96875,1,6.2916625,4.5827085,0
ALUNO-552,2019,2,Quartzo,5.0,0,3.0,1,8.7,0.0,6.875,7.916666666666668,0,7.055553333333332,5.730277333333333,0
ALUNO-555,2019,1,Ametista,5.0,1,7.5,1,9.5,8.500020000000001,7.5,7.5,0,7.833333333333333,7.816668666666667,0
ALUNO-557,2018,2,Ametista,5.0,1,7.5,1,8.5,9.50002,6.25,8.4375,0,7.916665,7.702085,0
ALUNO-559,2019,2,Quartzo,5.0,0,4.0,0,4.3,8.500020000000001,7.5,6.5625,0,7.249995,5.866251,0
ALUNO-560,2019,1,Ágata,5.0,1,7.5,0,5.3,8.91668,7.5,6.875,0,7.333333333333333,6.8558346666666665,0
ALUNO-561,2019,3,Quartzo,10.0,0,1.1666666666666667,0,5.5,7.5,7.5,8.125,1,6.833326666666666,6.012498666666668,0
ALUNO-562,2019,2,Ametista,10.0,0,6.25,1,9.7,8.000020000000001,7.5,9.166666666666666,1,8.500003333333334,8.356669333333334,0
ALUNO-564,2019,3,Ametista,10.0,1,9.0,0,4.0,9.58335,5.0,7.96875,1,7.1666675,7.288543499999999,0
ALUNO-568,2017,3,Ametista,5.0,0,7.333333333333333,1,9.7,8.33334,7.5,8.125,0,7.111103333333333,7.724721333333334,0
ALUNO-569,2020,0,Topázio,10.0,1,10.0,1,10.0,9.50002,7.5,7.5,1,8.91667,9.233336,1
ALUNO-570,2019,1,Ametista,5.0,1,10.0,0,6.3,9.000020000000001,7.5,7.5,0,7.61111,7.682224000000001,0
ALUNO-574,2019,5,Ametista,5.0,1,7.666666666666667,1,8.4,9.58335,6.875,8.125,0,7.33333,7.638334333333334,0
ALUNO-577,2019,1,Quartzo,5.0,0,0.0,0,5.0,7.50002,7.5,7.291666666666667,0,7.833333333333333,5.295835333333334,0
ALUNO-579,2017,2,Ametista,10.0,0,6.5,1,8.5,9.000020000000001,6.25,5.0,1,9.083335,7.841669,1
ALUNO-581,2018,4,Quartzo,5.0,0,0.0,0,1.9,8.75001,7.5,7.916666666666668,0,7.222223333333334,4.741112333333334,0
ALUNO-583,2019,4,Ametista,10.0,1,7.666666666666667,0,6.2,7.08334,6.875,7.96875,1,7.2916675,7.424375833333333,0
ALUNO-585,2018,1,Ágata,2.5,0,6.0,1,8.0,9.000020000000001,4.375,5.208333333333333,0,8.055553333333332,6.519446,0
ALUNO-586,2020,1,Ametista,5.0,1,10.0,1,8.1,8.500020000000001,7.5,7.291666666666667,0,7.666666666666666,7.982502,0
ALUNO-588,2019,0,Topázio,10.0,1,7.5,1,10.0,10.00002,7.5,7.8125,1,8.16667,8.664586,0
ALUNO-589,2019,1,Ametista,5.0,1,8.0,1,8.3,8.41668,7.5,5.416666666666666,0,7.5,7.393334666666667,0
ALUNO-594,2020,1,Ametista,5.0,1,9.0,1,8.8,9.000020000000001,6.875,7.291666666666667,0,7.944443333333333,7.965557333333334,0
ALUNO-597,2019,7,Quartzo,10.0,0,5.5,0,3.7,6.24999,5.625,5.78125,1,6.1666675,5.838957500000001,0
ALUNO-598,2019,4,Quartzo,5.0,0,1.6666666666666667,0,7.0,9.58335,7.5,7.1875,0,6.8333325,6.027084833333334,0
ALUNO-599,2019,8,Ágata,10.0,1,8.5,0,0.0,7.91667,6.875,0.0,0,0.0,6.566667000000001,0
ALUNO-601,2019,6,Quartzo,10.0,0,2.6666666666666665,0,5.1,0.0,6.875,7.34375,1,6.5416625,5.283540833333333,0
ALUNO-602,2019,0,Ágata,5.0,1,8.0,1,9.4,3.4999800000000003,4.375,7.8125,0,3.25001,6.19875,0
ALUNO-603,2018,1,Quartzo,5.0,0,3.0,1,8.1,6.33335,5.0,6.041666666666667,0,8.05555,6.068611666666667,0
ALUNO-604,2018,7,Ametista,10.0,0,7.333333333333333,1,9.7,8.75001,7.5,7.96875,1,8.208337499999999,8.470210166666668,0
ALUNO-605,2017,2,Ametista,5.0,1,8.0,0,7.1,9.000020000000001,7.5,7.5,0,7.111106666666665,7.342223333333333,0
ALUNO-606,2018,5,Ametista,5.0,0,6.666666666666667,1,9.6,9.16668,6.25,7.03125,0,7.7916625,7.556458833333334,0
ALUNO-608,2017,4,Ametista,10.0,0,7.0,0,6.3,7.91667,6.875,8.749999999999998,1,7.833336666666668,7.580834333333334,0
ALUNO-609,2020,8,Ágata,10.0,1,8.3,0,0.0,8.75001,6.875,0.0,0,0.0,6.570001,0
ALUNO-611,2016,7,Ametista,10.0,0,5.666666666666667,1,8.5,9.16668,5.625,7.03125,1,7.20833,7.457292333333335,0
ALUNO-613,2018,1,Ágata,5.0,0,4.0,1,8.4,9.50002,5.0,5.416666666666666,0,7.944443333333333,6.560557333333334,0
ALUNO-614,2018,6,Quartzo,10.0,0,5.333333333333333,0,3.0,0.0,6.875,7.5,1,6.9999975,5.504166166666667,0
ALUNO-615,2019,0,Topázio,10.0,1,10.0,1,10.0,9.000020000000001,7.5,10.0,1,9.833345,9.616671,1
ALUNO-616,2019,7,Ametista,5.0,0,6.0,1,8.7,10.00002,7.5,8.75,0,8.41667,7.748336,0
ALUNO-618,2017,2,Quartzo,2.5,0,0.0,0,4.0,9.50002,4.375,6.666666666666666,0,7.055549999999999,4.515278666666667,0
ALUNO-619,2019,2,Ametista,10.0,0,4.5,1,9.7,9.000020000000001,7.5,7.291666666666667,1,7.61111,7.741390666666668,0
ALUNO-622,2018,3,Ágata,10.0,0,5.333333333333333,0,4.2,10.00002,7.5,7.083333333333334,1,5.611103333333335,6.487222666666668,0
ALUNO-624,2019,3,Quartzo,5.0,0,6.666666666666667,0,3.4,7.5,2.5,6.249999999999999,0,5.444433333333334,5.227220000000001,0
ALUNO-625,2019,1,Quartzo,5.0,0,0.0,0,7.3,8.500020000000001,6.25,7.5,0,8.0,5.785002,0
ALUNO-626,2017,3,Ágata,10.0,0,5.666666666666667,0,6.0,7.91667,7.5,7.65625,1,7.0416675,7.048958833333334,0
ALUNO-629,2018,8,Ágata,10.0,1,9.0,0,0.0,9.16668,7.5,0.0,0,0.0,7.016667999999999,0
ALUNO-630,2018,8,Ágata,10.0,1,9.1,0,0.0,8.75001,6.875,0.0,0,0.0,6.890001000000001,0
ALUNO-631,2018,2,Ágata,5.0,0,3.5,1,8.5,9.50002,3.125,6.041666666666667,0,7.555549999999998,6.277778666666666,0
ALUNO-634,2018,1,Ágata,5.0,1,7.5,0,7.1,6.91668,4.375,2.8125,0,6.58333,6.147084,0
ALUNO-635,2017,5,Quartzo,10.0,0,4.333333333333333,0,6.7,6.25001,4.375,7.1875,1,5.083325,6.004582666666666,0
