NOME,FASE_2020,FASE_2021,FASE_2022,PEDRA_2020,PEDRA_2021,PEDRA_2022,PONTO_VIRADA_2020,PONTO_VIRADA_2021,PONTO_VIRADA_2022,ANO_INGRESSO_2020,ANO_INGRESSO_2021,ANO_INGRESSO_2022,IAN_2020,IAN_2021,IAN_2022,IDA_2020,IDA_2021,IDA_2022,IEG_2020,IEG_2021,IEG_2022,IAA_2020,IAA_2021,IAA_2022,IPS_2020,IPS_2021,IPS_2022,IPP_2020,IPP_2021,IPP_2022,IPV_2020,IPV_2021,IPV_2022,INDE_2020,INDE_2021,INDE_2022
ALUNO-451,1,1.0,,Ametista,Ágata,,0.0,0.0,,2018.0,2018.0,,10.0,5.0,,4.5,1.0,,8.0,5.0,,9.000020000000001,8.5,,6.25,7.5,,7.083333333333333,8.3,,7.944443333333333,7.7,,7.322224,5.667,
ALUNO-453,1,,,Quartzo,,,0.0,,,2019.0,,,5.0,,,0.0,,,6.1,,,8.500020000000001,,,7.5,,,8.125,,,7.75,,,5.682502,,
ALUNO-455,2,2.0,2.0,Topázio,Ametista,Topázio,1.0,0.0,0.0,2019.0,2019.0,2019.0,10.0,10.0,10.0,7.0,4.9,8.083333333333332,9.3,7.1,9.555555555555555,9.50002,8.5,9.000020000000001,7.5,7.5,7.5,7.708333333333334,7.3,6.666666666666666,9.277783333333334,7.2,7.777783333333335,8.586392000000002,7.154,8.400003111111111
ALUNO-457,1,,,Quartzo,,,0.0,,,2020.0,,,10.0,,,0.0,,,7.1,,,8.000020000000001,,,5.625,,,5.625,,,7.833333333333333,,,5.9116686666666665,,
ALUNO-458,1,,,Quartzo,,,0.0,,,2020.0,,,5.0,,,0.0,,,6.2,,,8.500020000000001,,,7.5,,,7.291666666666667,,,7.333333333333333,,,5.535835333333334,,
ALUNO-459,5,,,Quartzo,,,0.0,,,2019.0,,,5.0,,,3.6666666666666665,,,6.9,,,6.66666,,,3.125,,,8.125,,,7.666666666666667,,,5.938332666666667,,
ALUNO-460,5,,,Ametista,,,1.0,,,2016.0,,,10.0,,,6.333333333333333,,,9.0,,,9.58335,,,4.375,,,8.59375,,,8.958337499999999,,,8.113544166666667,,
ALUNO-462,5,,,Ágata,,,0.0,,,2020.0,,,5.0,,,6.0,,,8.2,,,7.91667,,,7.5,,,8.333333333333334,,,7.666670000000001,,,7.248334333333334,,
ALUNO-463,3,4.0,5.0,Ametista,Topázio,Ametista,0.0,0.0,0.0,2017.0,2017.0,2017.0,10.0,10.0,10.0,8.0,7.0,6.0,9.7,8.3,9.23892773892774,8.75001,9.6,9.16668,5.0,7.5,5.0,8.59375,8.8,7.1875,7.583335,8.2,7.4583325,8.291043,8.292,7.674870047785548
ALUNO-464,4,,,Ágata,,,0.0,,,2020.0,,,10.0,,,0.0,,,8.4,,,9.58335,,,7.5,,,8.749999999999998,,,7.888893333333335,,,6.841113666666667,,
ALUNO-466,6,,,Quartzo,,,0.0,,,2017.0,,,5.0,,,5.166666666666667,,,6.5,,,0.0,,,6.25,,,7.65625,,,7.791665,,,5.782291333333333,,
ALUNO-467,2,,,Ágata,,,0.0,,,2019.0,,,5.0,,,3.75,,,7.5,,,9.50002,,,6.875,,,7.1875,,,7.58333,,,6.622917999999999,,
ALUNO-468,1,2.0,,Ametista,Ágata,,0.0,0.0,,2018.0,2021.0,,5.0,10.0,,9.0,3.6,,7.5,6.3,,9.50002,7.0,,5.0,7.5,,6.875,7.7,,7.444443333333333,7.0,,7.426390666666667,6.583,
ALUNO-469,3,4.0,4.0,Ametista,Ágata,Ametista,0.0,0.0,0.0,2016.0,2016.0,2016.0,10.0,10.0,10.0,8.0,6.4,5.355555555555555,9.1,6.7,8.23038073038073,8.75001,6.3,8.33334,6.875,7.5,5.625,7.8125,7.3,8.125,7.91667,5.2,7.875,8.347085000000002,6.759,7.500521257187258
ALUNO-472,1,,,Ametista,,,0.0,,,2020.0,,,5.0,,,9.5,,,8.9,,,9.000020000000001,,,7.5,,,7.708333333333334,,,8.11111,,,8.223057333333335,,
ALUNO-473,1,,,Ametista,,,0.0,,,2018.0,,,5.0,,,10.0,,,7.7,,,9.50002,,,6.875,,,6.875,,,7.222216666666665,,,7.809445333333334,,
ALUNO-474,1,2.0,2.0,Ametista,Ametista,Ágata,0.0,0.0,0.0,2019.0,2019.0,2019.0,5.0,10.0,5.0,9.5,4.6,3.666666666666667,8.3,7.5,8.694463431305536,9.50002,9.0,9.000020000000001,7.5,7.5,7.5,7.291666666666667,7.1,6.25,7.72222,7.2,6.94445,8.033612666666667,7.215,6.636118019594441
ALUNO-476,7,,,Ametista,,,0.0,,,2019.0,,,10.0,,,7.166666666666667,,,9.1,,,8.33334,,,6.25,,,7.8125,,,8.041665,,,8.101250333333333,,
ALUNO-477,2,2.0,2.0,Quartzo,Quartzo,Ágata,0.0,0.0,0.0,2019.0,2019.0,2019.0,5.0,5.0,5.0,2.75,4.3,5.083333333333334,5.9,5.8,6.774410774410775,9.000020000000001,0.0,10.00002,5.0,7.5,5.0,7.5,7.3,6.458333333333334,7.055553333333332,5.9,6.611106666666666,5.791112666666667,5.185,6.339605488215488
ALUNO-478,2,,,Ágata,,,0.0,,,2020.0,,,5.0,,,2.0,,,9.3,,,9.50002,,,7.5,,,7.291666666666667,,,6.944439999999998,,,6.578056666666668,,
ALUNO-482,2,2.0,3.0,Ametista,Topázio,Topázio,0.0,1.0,1.0,2016.0,2016.0,2016.0,5.0,5.0,5.0,8.0,9.1,7.666666666666667,9.6,10.0,10.0,10.00002,10.0,10.00002,7.5,7.5,7.5,9.166666666666666,9.8,8.59375,8.277776666666668,9.8,9.125005000000002,8.342224,9.021,8.467711333333334
ALUNO-483,2,2.0,3.0,Ametista,Ametista,Topázio,0.0,0.0,1.0,2018.0,2018.0,2018.0,10.0,5.0,10.0,8.0,8.1,8.166666666666666,9.6,8.3,9.666666666666666,9.50002,9.5,9.58335,5.0,5.0,5.625,7.708333333333334,7.9,8.4375,8.16667,8.1,8.70834,8.374169333333333,7.644,8.672919666666665
ALUNO-484,8,,,Quartzo,,,0.0,,,2016.0,,,10.0,,,7.8,,,0.0,,,9.58335,,,3.125,,,0.0,,,0.0,,,5.703335,,
ALUNO-486,2,2.0,3.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2019.0,2021.0,2019.0,5.0,5.0,5.0,0.5,6.0,6.0,9.0,6.3,4.775329529805234,9.000020000000001,0.0,0.0,5.0,7.5,5.625,5.625,6.7,5.3125,7.5,5.7,3.7500075,5.862502000000001,5.511,4.498817405961047
ALUNO-487,0,0.0,,Topázio,Ametista,,0.0,0.0,,2019.0,2019.0,,10.0,5.0,,10.0,7.1,,10.0,6.7,,9.50002,10.0,,7.5,7.5,,7.8125,7.8,,6.49999,8.3,,8.78125,7.44,
ALUNO-488,3,3.0,,Ágata,Ágata,,0.0,0.0,,2019.0,2019.0,,10.0,5.0,,5.666666666666667,3.0,,4.2,5.3,,10.00002,8.3,,6.875,7.5,,7.291666666666667,7.1,,5.611103333333335,5.5,,6.512222666666668,5.539,
ALUNO-490,3,4.0,4.0,Ametista,Ametista,Ágata,0.0,0.0,0.0,2016.0,2021.0,2016.0,5.0,5.0,2.5,8.666666666666666,6.5,6.722222222222222,8.5,7.8,8.243464052287582,9.58335,8.8,7.91667,6.875,6.9,5.625,7.65625,7.3,7.65625,8.29167,7.0,7.416665,8.003127333333333,7.044,6.846262254901961
ALUNO-491,1,,2.0,Ágata,,Ametista,0.0,,0.0,2019.0,,2022.0,5.0,,5.0,10.0,,5.5,2.3,,9.444444444444445,8.500020000000001,,9.50002,7.5,,7.5,7.1875,,6.25,6.91666,,6.833329999999998,6.662084,,7.180556888888889
ALUNO-492,7,,,Ametista,,,0.0,,,2018.0,,,10.0,,,5.833333333333333,,,8.1,,,6.66666,,,7.5,,,7.65625,,,8.166665,,,7.602290666666668,,
ALUNO-495,8,,,Ametista,,,0.0,,,2019.0,,,10.0,,,8.4,,,10.0,,,7.91667,,,7.5,,,0.0,,,0.0,,,8.651667,,
ALUNO-496,3,4.0,5.0,Topázio,Ametista,Ametista,0.0,0.0,0.0,2018.0,2021.0,2018.0,10.0,10.0,10.0,7.666666666666667,7.5,6.155555555555555,9.5,6.7,8.87797619047619,10.00002,9.6,9.58335,7.5,7.5,7.5,7.96875,8.3,6.458333333333334,8.5416725,7.7,7.5,8.688544833333335,7.895,7.860874682539682
ALUNO-499,1,2.0,2.0,Ametista,Ametista,Ametista,0.0,0.0,1.0,2017.0,2017.0,2017.0,5.0,5.0,5.0,9.0,7.1,7.5,8.7,7.1,8.977072310405644,9.50002,9.0,9.50002,10.0,7.5,8.125,7.1875,7.5,6.25,8.0,8.8,8.500003333333334,8.308752,7.497,7.882917128747796
ALUNO-500,6,7.0,,Ametista,Ametista,,0.0,0.0,,2019.0,2019.0,,10.0,10.0,,4.833333333333333,6.4,,8.5,8.9,,9.16668,9.2,,7.5,5.6,,7.96875,8.1,,8.208335,7.6,,7.771876666666667,7.878,
ALUNO-502,4,4.0,4.0,Ametista,Ágata,Ametista,0.0,0.0,0.0,2018.0,2018.0,2018.0,10.0,10.0,5.0,6.666666666666667,3.9,4.411111111111111,8.5,4.7,8.33137408568443,8.75001,10.0,10.00002,7.5,7.5,9.375,8.541666666666666,8.8,8.125,8.333333333333334,7.5,7.7916625,8.179167666666668,6.853,7.356831539359108
ALUNO-503,0,0.0,1.0,Ágata,Ametista,Ametista,0.0,0.0,0.0,2020.0,2021.0,2020.0,10.0,5.0,5.0,5.75,6.9,8.166666666666666,10.0,10.0,10.0,9.000020000000001,9.5,8.500020000000001,7.5,7.5,7.5,2.5,7.5,6.041666666666667,5.916675,8.4,7.444443333333333,7.233337000000001,8.008,7.826390666666667
ALUNO-506,0,0.0,,Topázio,#NULO!,,0.0,0.0,,2020.0,2020.0,,10.0,10.0,,10.0,4.1,,10.0,0.0,,8.500020000000001,7.4,,7.5,5.0,,7.5,0.0,,7.166665,0.0,,8.783335000000001,,
ALUNO-507,3,4.0,4.0,Ametista,Ágata,Ágata,0.0,0.0,0.0,2016.0,2016.0,2016.0,10.0,10.0,5.0,7.666666666666667,2.8,5.577777777777778,8.8,3.9,7.961309523809524,9.58335,9.6,9.58335,5.0,5.0,5.625,8.125,7.2,7.34375,7.222219999999999,5.3,6.3749925,8.008612333333332,5.58,6.738025960317461
ALUNO-509,7,,,Ametista,,,1.0,,,2018.0,,,10.0,,,6.333333333333333,,,9.5,,,7.91667,,,7.5,,,7.65625,,,8.7083375,,,8.215626166666667,,
ALUNO-512,3,4.0,,Ametista,Ametista,,1.0,1.0,,2019.0,2019.0,,5.0,5.0,,8.333333333333334,7.0,,10.0,8.6,,8.75001,8.3,,4.375,7.5,,9.791666666666666,8.8,,9.222226666666666,9.5,,8.302779666666668,7.972,
ALUNO-513,1,1.0,1.0,Topázio,Ametista,Topázio,0.0,0.0,1.0,2020.0,2020.0,2020.0,10.0,5.0,5.0,10.0,6.1,8.5,9.4,7.5,9.2330779054917,7.416679999999999,8.5,10.00002,7.5,7.5,7.5,8.125,7.7,6.5625,7.75,8.4,8.83334,8.734168,7.285,8.219535581098341
ALUNO-515,5,,,Ametista,,,0.0,,,2019.0,,,10.0,,,6.333333333333333,,,9.1,,,6.66666,,,6.875,,,7.96875,,,6.41666,,,7.521039666666667,,
ALUNO-517,5,,,Ágata,,,0.0,,,2020.0,,,10.0,,,6.333333333333333,,,3.1,,,9.16668,,,7.5,,,8.333333333333334,,,7.833336666666668,,,6.953335333333333,,
ALUNO-518,6,7.0,,Ametista,Ametista,,0.0,0.0,,2019.0,2019.0,,10.0,10.0,,7.333333333333333,7.9,,9.2,6.7,,8.75001,9.6,,7.5,7.5,,7.96875,8.1,,7.9583325,7.7,,8.320209166666666,7.971,
ALUNO-520,2,3.0,4.0,Ametista,Topázio,Topázio,1.0,0.0,0.0,2018.0,2018.0,2018.0,10.0,10.0,10.0,6.0,7.2,7.744444444444444,9.6,9.7,10.0,7.416679999999999,7.9,7.5,6.25,5.6,6.25,8.75,9.0,7.34375,9.05556,8.9,8.29167,8.17278,8.414,8.31659788888889
ALUNO-521,1,2.0,2.0,Topázio,Ametista,Ágata,0.0,0.0,0.0,2018.0,2018.0,2018.0,5.0,10.0,5.0,10.0,5.3,6.666666666666666,8.5,4.6,7.375612892854272,8.500020000000001,9.5,8.500020000000001,10.0,7.5,6.25,8.75,8.5,6.666666666666666,8.611113333333334,8.7,7.5,8.647224666666666,7.254,6.950124578570855
ALUNO-522,1,2.0,2.0,Ametista,Ágata,Quartzo,0.0,0.0,0.0,2018.0,2018.0,2018.0,5.0,5.0,5.0,6.5,3.8,4.466666666666667,9.3,4.2,4.280096793708409,8.500020000000001,8.5,8.500020000000001,7.5,7.5,7.5,7.1875,7.5,5.416666666666667,7.583335,7.1,7.333330000000001,7.495419,5.868,5.857687358741682
ALUNO-524,0,1.0,1.0,Ametista,Topázio,Topázio,0.0,1.0,1.0,2020.0,2020.0,2020.0,5.0,5.0,5.0,9.5,8.4,8.166666666666668,10.0,9.2,9.86111111111111,9.000020000000001,9.5,9.50002,7.5,7.5,7.5,8.125,8.8,6.666666666666666,7.5,9.6,8.944446666666666,8.362502000000001,8.494,8.261113555555557
ALUNO-527,5,6.0,7.0,Ametista,Ametista,Ágata,1.0,0.0,0.0,2017.0,2017.0,2017.0,5.0,5.0,5.0,6.666666666666667,7.1,7.633333333333333,8.5,7.2,8.400490196078431,9.16668,9.2,0.0,6.875,7.5,7.5,8.90625,8.6,8.28125,9.375007500000002,8.7,7.666670000000002,7.903127833333334,7.62,6.818223705882353
ALUNO-530,1,,,Quartzo,,,0.0,,,2020.0,,,5.0,,,0.0,,,3.3,,,9.000020000000001,,,7.5,,,7.1875,,,7.58333,,,5.045418000000001,,
ALUNO-531,4,5.0,,Ametista,Ametista,,1.0,0.0,,2019.0,2019.0,,5.0,5.0,,5.0,5.7,,9.8,8.3,,8.33334,8.8,,7.5,7.5,,7.916666666666668,7.8,,8.72223,7.5,,7.579446666666667,7.223,
ALUNO-533,2,3.0,,Quartzo,Ágata,,0.0,0.0,,2019.0,2019.0,,5.0,5.0,,0.0,4.9,,6.7,5.3,,9.50002,9.2,,6.875,7.5,,7.916666666666668,7.8,,6.833326666666666,4.9,,5.635834000000001,5.956,
ALUNO-534,0,,,Ametista,,,0.0,,,2019.0,,,5.0,,,10.0,,,10.0,,,9.000020000000001,,,6.25,,,7.8125,,,7.5,,,8.306252,,
ALUNO-535,1,,,Ágata,,,0.0,,,2019.0,,,2.5,,,7.5,,,8.5,,,9.000020000000001,,,5.625,,,5.625,,,7.416665,,,6.958335,,
ALUNO-540,1,2.0,,Ametista,Ágata,,0.0,0.0,,2018.0,2018.0,,5.0,5.0,,7.0,4.5,,8.1,5.4,,8.500020000000001,8.5,,7.5,7.5,,8.125,7.5,,7.75,6.2,,7.482502,6.078,
ALUNO-541,3,4.0,5.0,Topázio,Ametista,Ágata,1.0,0.0,0.0,2019.0,2019.0,2019.0,10.0,10.0,10.0,9.666666666666666,6.8,4.777777777777778,9.9,6.9,7.945767195767196,9.16668,9.2,8.33334,6.875,7.5,5.625,7.916666666666667,8.1,5.625,8.944446666666666,8.0,6.08333,9.098057333333331,7.835,6.719708994708995
ALUNO-544,2,2.0,3.0,Ágata,Ametista,Ágata,0.0,0.0,0.0,2019.0,2019.0,2019.0,5.0,5.0,5.0,5.5,6.7,5.833333333333333,7.6,7.9,6.916872529644269,9.50002,9.0,8.33334,3.75,6.3,6.875,7.5,8.1,7.34375,7.555549999999998,7.7,6.111103333333335,6.706112,7.292,6.527470839262188
ALUNO-545,1,,,Ágata,,,0.0,,,2020.0,,,5.0,,,5.0,,,6.9,,,8.500020000000001,,,7.5,,,7.291666666666667,,,7.666666666666666,,,6.742502000000001,,
ALUNO-546,5,6.0,7.0,Quartzo,Ágata,Quartzo,0.0,0.0,0.0,2018.0,2018.0,2018.0,2.5,5.0,5.0,4.666666666666667,4.0,1.588888888888889,5.4,7.2,4.63109243697479,8.33335,10.0,7.08334,3.125,2.5,6.25,5.416666666666667,4.6,4.53125,4.888896666666667,6.3,6.277773333333335,4.928614333333334,5.728,4.786009931839403
ALUNO-547,4,4.0,,Ágata,Ágata,,0.0,0.0,,2018.0,2018.0,,10.0,5.0,,6.0,7.1,,6.6,6.4,,8.33334,7.5,,5.0,6.3,,8.333333333333332,8.0,,7.944450000000002,7.1,,7.275557333333333,6.8,
ALUNO-549,3,,,Quartzo,,,0.0,,,2017.0,,,10.0,,,0.0,,,1.7,,,7.50001,,,4.375,,,7.96875,,,6.2916625,,,4.5827085,,
ALUNO-552,2,,,Quartzo,,,0.0,,,2019.0,,,5.0,,,3.0,,,8.7,,,0.0,,,6.875,,,7.916666666666668,,,7.055553333333332,,,5.730277333333333,,
ALUNO-555,1,2.0,,Ametista,Topázio,,0.0,0.0,,2019.0,2019.0,,5.0,10.0,,7.5,6.6,,9.5,10.0,,8.500020000000001,7.4,,7.5,8.1,,7.5,8.5,,7.833333333333333,8.8,,7.816668666666667,8.489,
ALUNO-557,2,2.0,3.0,Ametista,Ametista,Quartzo,0.0,0.0,0.0,2018.0,2018.0,2018.0,5.0,5.0,5.0,7.5,5.9,3.0,8.5,8.3,5.291071428571428,9.50002,9.0,9.16668,6.25,6.9,7.5,8.4375,8.1,6.875,7.916665,8.9,5.833325,7.702085,7.543,5.679047285714286
ALUNO-559,2,,,Quartzo,,,0.0,,,2019.0,,,5.0,,,4.0,,,4.3,,,8.500020000000001,,,7.5,,,6.5625,,,7.249995,,,5.866251,,
ALUNO-560,1,2.0,2.0,Ágata,Ágata,Quartzo,0.0,0.0,0.0,2019.0,2019.0,2019.0,5.0,10.0,5.0,7.5,3.2,2.966666666666667,5.3,4.6,3.7,8.91668,9.5,9.000020000000001,7.5,7.5,5.0,6.875,8.1,5.833333333333334,7.333333333333333,7.1,7.222223333333333,6.8558346666666665,6.489,5.261113333333334
ALUNO-561,3,3.0,3.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2019.0,2019.0,2019.0,10.0,5.0,2.5,1.1666666666666667,4.0,6.0,5.5,1.1,5.788982259570494,7.5,7.9,7.5,7.5,7.5,5.625,8.125,6.9,7.5,6.833326666666666,4.9,6.58333,6.012498666666668,4.74,5.986962451914099
ALUNO-562,2,2.0,3.0,Ametista,Topázio,Ametista,0.0,0.0,0.0,2019.0,2019.0,2019.0,10.0,10.0,10.0,6.25,9.2,8.144444444444444,9.7,7.9,8.282051282051283,8.000020000000001,7.5,7.91667,7.5,7.5,7.5,9.166666666666666,8.8,7.1875,8.500003333333334,8.1,6.999995,8.356669333333334,8.418,7.945715145299146
ALUNO-564,3,4.0,,Ametista,Ágata,,0.0,0.0,,2019.0,2021.0,,10.0,10.0,,9.0,2.8,,4.0,3.9,,9.58335,10.0,,5.0,7.5,,7.96875,7.2,,7.1666675,4.8,,7.288543499999999,5.755,
ALUNO-568,3,,,Ametista,,,0.0,,,2017.0,,,5.0,,,7.333333333333333,,,9.7,,,8.33334,,,7.5,,,8.125,,,7.111103333333333,,,7.724721333333334,,
ALUNO-569,0,1.0,1.0,Topázio,Topázio,Topázio,1.0,0.0,0.0,2020.0,2021.0,2020.0,10.0,10.0,5.0,10.0,7.0,9.5,10.0,10.0,10.0,9.50002,10.0,9.000020000000001,7.5,7.5,7.5,7.5,7.5,6.041666666666667,8.91667,8.7,7.88889,9.233336,8.644,8.231946666666667
ALUNO-570,1,1.0,,Ametista,Quartzo,,0.0,0.0,,2019.0,2019.0,,5.0,5.0,,10.0,2.0,,6.3,3.3,,9.000020000000001,9.5,,7.5,7.5,,7.5,7.7,,7.61111,5.1,,7.682224000000001,5.049,
ALUNO-574,5,6.0,7.0,Ametista,Ametista,Topázio,0.0,0.0,1.0,2019.0,2019.0,2019.0,5.0,5.0,5.0,7.666666666666667,5.7,6.722222222222221,8.4,8.6,9.477941176470589,9.58335,8.8,8.75001,6.875,7.5,7.5,8.125,8.0,8.4375,7.33333,7.8,9.500003333333332,7.638334333333334,7.336,8.108784346405228
ALUNO-577,1,,,Quartzo,,,0.0,,,2019.0,,,5.0,,,0.0,,,5.0,,,7.50002,,,7.5,,,7.291666666666667,,,7.833333333333333,,,5.295835333333334,,
ALUNO-579,2,2.0,2.0,Ametista,Ametista,Ametista,1.0,0.0,0.0,2017.0,2017.0,2017.0,10.0,10.0,5.0,6.5,5.4,8.083333333333332,8.5,6.3,8.354978354978355,9.000020000000001,8.5,9.000020000000001,6.25,7.5,6.25,5.0,7.5,6.458333333333334,9.083335,8.2,8.000003333333334,7.841669,7.332,7.558498337662337
ALUNO-581,4,,,Quartzo,,,0.0,,,2018.0,,,5.0,,,0.0,,,1.9,,,8.75001,,,7.5,,,7.916666666666668,,,7.222223333333334,,,4.741112333333334,,
ALUNO-583,4,4.0,5.0,Ametista,Ágata,Quartzo,0.0,0.0,0.0,2019.0,2019.0,2019.0,10.0,5.0,5.0,7.666666666666667,5.8,4.333333333333333,6.2,5.6,6.513723544973545,7.08334,6.7,6.25,6.875,7.5,5.625,7.96875,7.7,4.375,7.2916675,7.9,5.958335,7.424375833333333,6.535,5.486078375661376
ALUNO-585,1,2.0,2.0,Ágata,Quartzo,Quartzo,0.0,0.0,0.0,2018.0,2018.0,2018.0,2.5,2.5,2.5,6.0,0.4,4.583333333333334,8.0,1.3,5.396249243799152,9.000020000000001,0.0,10.00002,4.375,4.4,5.0,5.208333333333333,6.6,4.166666666666667,8.055553333333332,5.3,6.777776666666666,6.519446,2.735,5.518140515426498
ALUNO-586,1,1.0,2.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2020.0,2020.0,2020.0,5.0,5.0,5.0,10.0,7.1,6.333333333333334,8.1,9.6,9.314954051796157,8.500020000000001,8.5,9.50002,7.5,7.5,7.5,7.291666666666667,8.1,6.25,7.666666666666666,8.9,7.5,7.982502,8.019,7.454659477025898
ALUNO-588,0,1.0,1.0,Topázio,Topázio,Ametista,0.0,0.0,0.0,2019.0,2019.0,2019.0,10.0,10.0,5.0,7.5,7.8,7.0,10.0,9.6,9.48611111111111,10.00002,10.0,8.500020000000001,7.5,7.5,5.625,7.8125,8.8,5.9375,8.16667,8.9,7.5,8.664586,8.881,7.303474222222222
ALUNO-589,1,1.0,,Ametista,Ametista,,0.0,0.0,,2019.0,2019.0,,5.0,5.0,,8.0,6.4,,8.3,8.3,,8.41668,7.4,,7.5,7.5,,5.416666666666666,8.1,,7.5,8.3,,7.393334666666667,7.413,
ALUNO-594,1,1.0,1.0,Ametista,Ametista,Topázio,0.0,0.0,1.0,2020.0,2020.0,2020.0,5.0,5.0,5.0,9.0,4.8,9.166666666666666,8.8,9.2,9.217813051146384,9.000020000000001,9.5,9.000020000000001,6.875,7.5,7.5,7.291666666666667,7.9,5.833333333333334,7.944443333333333,8.4,8.555563333333334,7.965557333333334,7.476,8.12134394356261
ALUNO-597,7,,,Quartzo,,,0.0,,,2019.0,,,10.0,,,5.5,,,3.7,,,6.24999,,,5.625,,,5.78125,,,6.1666675,,,5.838957500000001,,
ALUNO-598,4,,,Quartzo,,,0.0,,,2019.0,,,5.0,,,1.6666666666666667,,,7.0,,,9.58335,,,7.5,,,7.1875,,,6.8333325,,,6.027084833333334,,
ALUNO-599,8,,,Ágata,,,0.0,,,2019.0,,,10.0,,,8.5,,,0.0,,,7.91667,,,6.875,,,0.0,,,0.0,,,6.566667000000001,,
ALUNO-601,6,,,Quartzo,,,0.0,,,2019.0,,,10.0,,,2.6666666666666665,,,5.1,,,0.0,,,6.875,,,7.34375,,,6.5416625,,,5.283540833333333,,
ALUNO-602,0,1.0,1.0,Ágata,Quartzo,Quartzo,0.0,0.0,0.0,2019.0,2021.0,2019.0,5.0,5.0,5.0,8.0,2.3,2.25,9.4,4.6,3.838441890166029,3.4999800000000003,0.0,9.50002,4.375,7.5,5.0,7.8125,8.4,4.375,3.25001,7.3,6.833325,6.19875,4.94,4.971855378033206
ALUNO-603,1,1.0,2.0,Quartzo,Ágata,Quartzo,0.0,0.0,0.0,2018.0,2018.0,2018.0,5.0,5.0,5.0,3.0,3.3,2.333333333333333,8.1,9.2,8.61111111111111,6.33335,0.0,9.50002,5.0,3.1,5.0,6.041666666666667,8.1,3.333333333333333,8.05555,8.3,5.444436666666668,6.068611666666667,5.787,5.561111555555557
ALUNO-604,7,,,Ametista,,,0.0,,,2018.0,,,10.0,,,7.333333333333333,,,9.7,,,8.75001,,,7.5,,,7.96875,,,8.208337499999999,,,8.470210166666668,,
ALUNO-605,2,,,Ametista,,,0.0,,,2017.0,,,5.0,,,8.0,,,7.1,,,9.000020000000001,,,7.5,,,7.5,,,7.111106666666665,,,7.342223333333333,,
ALUNO-606,5,,,Ametista,,,0.0,,,2018.0,,,5.0,,,6.666666666666667,,,9.6,,,9.16668,,,6.25,,,7.03125,,,7.7916625,,,7.556458833333334,,
ALUNO-608,4,4.0,5.0,Ametista,Ametista,Ágata,0.0,0.0,0.0,2017.0,2017.0,2017.0,10.0,5.0,5.0,7.0,8.5,7.466666666666666,6.3,7.2,7.560897435897437,7.91667,7.1,7.08333,6.875,5.0,5.625,8.749999999999998,7.7,5.0,7.833336666666668,8.5,6.500005,7.580834333333334,7.31,6.576346820512821
ALUNO-609,8,,,Ágata,,,0.0,,,2020.0,,,10.0,,,8.3,,,0.0,,,8.75001,,,6.875,,,0.0,,,0.0,,,6.570001,,
ALUNO-611,7,,,Ametista,,,0.0,,,2016.0,,,10.0,,,5.666666666666667,,,8.5,,,9.16668,,,5.625,,,7.03125,,,7.20833,,,7.457292333333335,,
ALUNO-613,1,1.0,2.0,Ágata,Ametista,Ágata,0.0,0.0,0.0,2018.0,2018.0,2018.0,5.0,5.0,10.0,4.0,5.5,3.083333333333333,8.4,9.2,7.233445566778901,9.50002,9.5,9.000020000000001,5.0,3.1,5.0,5.416666666666666,8.3,6.458333333333334,7.944443333333333,8.3,7.777776666666667,6.560557333333334,7.196,6.664746446689114
ALUNO-614,6,,,Quartzo,,,0.0,,,2018.0,,,10.0,,,5.333333333333333,,,3.0,,,0.0,,,6.875,,,7.5,,,6.9999975,,,5.504166166666667,,
ALUNO-615,0,1.0,1.0,Topázio,Topázio,Topázio,1.0,0.0,1.0,2019.0,2019.0,2019.0,10.0,10.0,5.0,10.0,7.4,8.916666666666668,10.0,8.8,9.03230203080278,9.000020000000001,9.0,10.00002,7.5,7.5,7.5,10.0,7.5,6.875,9.833345,8.7,9.05556,9.616671,8.358,8.33840773949389
ALUNO-616,7,,,Ametista,,,0.0,,,2019.0,,,5.0,,,6.0,,,8.7,,,10.00002,,,7.5,,,8.75,,,8.41667,,,7.748336,,
ALUNO-618,2,,,Quartzo,,,0.0,,,2017.0,,,2.5,,,0.0,,,4.0,,,9.50002,,,4.375,,,6.666666666666666,,,7.055549999999999,,,4.515278666666667,,
ALUNO-619,2,2.0,,Ametista,Ágata,,0.0,0.0,,2019.0,2019.0,,10.0,10.0,,4.5,4.6,,9.7,5.0,,9.000020000000001,7.9,,7.5,7.5,,7.291666666666667,7.7,,7.61111,7.2,,7.741390666666668,6.682,
ALUNO-622,3,3.0,3.0,Ágata,Quartzo,Quartzo,0.0,0.0,0.0,2018.0,2018.0,2018.0,10.0,10.0,5.0,5.333333333333333,0.7,0.8888888888888888,4.2,3.6,2.816666666666667,10.00002,10.0,9.16668,7.5,7.5,7.5,7.083333333333334,6.9,5.9375,5.611103333333335,4.5,3.875,6.487222666666668,5.193,4.276529111111112
