NOME,FASE_2020,FASE_2021,FASE_2022,PEDRA_2020,PEDRA_2021,PEDRA_2022,PONTO_VIRADA_2020,PONTO_VIRADA_2021,PONTO_VIRADA_2022,ANO_INGRESSO_2020,ANO_INGRESSO_2021,ANO_INGRESSO_2022,IAN_2020,IAN_2021,IAN_2022,IDA_2020,IDA_2021,IDA_2022,IEG_2020,IEG_2021,IEG_2022,IAA_2020,IAA_2021,IAA_2022,IPS_2020,IPS_2021,IPS_2022,IPP_2020,IPP_2021,IPP_2022,IPV_2020,IPV_2021,IPV_2022,INDE_2020,INDE_2021,INDE_2022
ALUNO-1077,0,,,Ametista,,,0.0,,,2020.0,,,10.0,,,7.5,,,10.0,,,9.50002,,,7.5,,,6.875,,,6.83333,,,8.254168,,
ALUNO-1078,1,2.0,2.0,Ametista,Quartzo,Ágata,0.0,0.0,0.0,2019.0,2019.0,2019.0,5.0,5.0,5.0,10.0,0.0,5.583333333333334,8.0,1.7,7.662464985994397,7.416679999999999,9.0,8.000020000000001,6.875,8.1,7.5,7.083333333333334,7.7,6.458333333333334,7.833333333333333,5.7,5.833336666666667,7.804168000000001,4.45,6.511662330532213
ALUNO-1079,1,,,Ágata,,,0.0,,,2019.0,,,5.0,,,4.25,,,6.7,,,9.000020000000001,,,7.5,,,7.291666666666667,,,7.666666666666667,,,6.602502,,
ALUNO-1081,5,,,Quartzo,,,0.0,,,2017.0,,,5.0,,,4.0,,,6.7,,,8.33334,,,3.125,,,6.09375,,,4.2916675,,,5.2535425,,
ALUNO-1084,0,1.0,1.0,Ametista,Ametista,Ágata,0.0,0.0,0.0,2019.0,2019.0,2019.0,10.0,10.0,5.0,9.0,5.6,5.0,10.0,9.6,8.932367149758454,9.000020000000001,8.0,7.50002,4.375,6.9,7.5,6.875,7.9,5.0,7.41667,8.2,5.888886666666667,8.308336,7.954,6.464252763285025
ALUNO-1085,3,4.0,5.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2019.0,2021.0,2019.0,5.0,5.0,5.0,3.333333333333333,3.9,4.955555555555556,5.5,7.5,6.25,9.16668,8.8,8.75001,7.5,7.5,7.5,7.96875,7.3,6.25,7.375,5.5,5.833336666666667,6.205209666666667,6.234,6.157779444444444
ALUNO-1087,2,2.0,,Ametista,Ametista,,0.0,0.0,,2018.0,2018.0,,10.0,5.0,,6.0,5.0,,8.6,8.8,,7.50002,8.5,,7.5,7.5,,7.708333333333334,8.1,,7.222219999999999,8.3,,7.635279333333334,7.329,
ALUNO-1088,5,,,Ágata,,,0.0,,,2018.0,,,5.0,,,2.6666666666666665,,,4.8,,,8.75001,,,7.5,,,8.541666666666666,,,8.222223333333334,,,6.116945666666667,,
ALUNO-1089,0,1.0,,Topázio,Ágata,,1.0,0.0,,2019.0,2019.0,,5.0,5.0,,8.5,3.6,,10.0,2.9,,9.50002,9.0,,7.5,7.5,,10.0,7.5,,10.00001,7.2,,8.900004,5.653,
ALUNO-1090,1,1.0,1.0,Ágata,Ametista,Quartzo,0.0,1.0,0.0,2018.0,2018.0,2018.0,5.0,5.0,5.0,8.0,3.7,1.0,4.6,8.8,5.481481481481482,7.00002,8.5,8.500020000000001,7.5,7.5,7.5,7.083333333333333,7.9,5.833333333333334,7.166663333333332,9.0,5.999993333333334,6.611668,7.179,5.179630296296297
ALUNO-1092,6,,,Quartzo,,,0.0,,,2019.0,,,10.0,,,2.0,,,4.9,,,0.0,,,7.5,,,7.96875,,,6.9166625,,,5.3102075,,
ALUNO-1093,5,6.0,7.0,Ametista,Ametista,Ágata,0.0,0.0,0.0,2016.0,2016.0,2016.0,5.0,10.0,5.0,5.333333333333333,5.4,4.733333333333333,9.1,7.2,7.370098039215687,9.16668,7.9,7.91667,7.5,7.5,7.5,8.333333333333332,8.0,8.28125,7.055553333333334,6.8,8.055556666666668,7.297778666666666,7.225,6.901589607843138
ALUNO-1094,2,,,Ametista,,,0.0,,,2019.0,,,5.0,,,8.5,,,9.3,,,9.000020000000001,,,7.5,,,7.8125,,,7.75,,,8.041252,,
ALUNO-1095,0,1.0,1.0,Topázio,Topázio,Topázio,0.0,1.0,0.0,2019.0,2019.0,2019.0,10.0,10.0,10.0,10.0,8.9,9.916666666666668,10.0,9.2,9.666666666666666,10.00002,10.0,10.00002,7.5,8.1,7.5,7.5,9.2,6.25,8.083335,9.7,8.055563333333334,9.116669,9.294,8.902781333333333
ALUNO-1097,3,,4.0,Ametista,,Topázio,0.0,,0.0,2017.0,,2017.0,10.0,,10.0,6.666666666666667,,6.677777777777778,7.4,,9.691650853889945,9.58335,,9.16668,7.5,,5.625,7.96875,,7.96875,7.5,,8.000005,7.818543333333334,,8.149929726333543
ALUNO-1100,8,,,Topázio,,,0.0,,,2018.0,,,10.0,,,8.9,,,10.0,,,9.16668,,,7.5,,,0.0,,,0.0,,,8.976668,,
ALUNO-1103,2,2.0,3.0,Ágata,Quartzo,Ágata,0.0,0.0,0.0,2016.0,2016.0,2016.0,5.0,5.0,5.0,3.5,3.3,3.277777777777777,8.9,2.9,7.442630898513252,7.91668,0.0,10.00002,4.375,5.6,5.0,4.6875,6.0,6.09375,8.583335,5.5,6.2916575,6.394585,4.0,6.011790235258207
ALUNO-1105,1,2.0,2.0,Ametista,Ágata,Ágata,0.0,0.0,0.0,2016.0,2016.0,2016.0,5.0,5.0,5.0,7.5,5.5,5.083333333333334,9.4,6.3,8.505050505050505,7.50002,9.5,9.50002,7.5,6.3,4.375,7.1875,7.3,6.041666666666667,7.75,7.3,7.88889,7.648752,6.621,6.787123434343435
ALUNO-1106,0,,2.0,Ametista,,Ágata,1.0,,0.0,2019.0,,2022.0,5.0,,5.0,9.5,,5.583333333333334,9.9,,8.015728977616455,9.000020000000001,,9.000020000000001,4.375,,6.25,2.5,,5.0,8.833335,,6.55555,7.734169,,6.555924462189958
ALUNO-1110,1,2.0,2.0,Ametista,Ágata,Ágata,0.0,0.0,0.0,2019.0,2019.0,2019.0,5.0,10.0,5.0,8.5,5.1,4.583333333333333,7.7,5.4,6.966300131667912,9.50002,9.0,9.000020000000001,7.5,7.5,7.5,8.125,6.5,6.458333333333332,8.0,7.3,7.499996666666666,7.852501999999999,6.871,6.605761359666916
ALUNO-1112,6,7.0,,Ágata,Ametista,,0.0,0.0,,2018.0,2018.0,,10.0,10.0,,4.5,6.5,,5.8,7.2,,7.91667,8.3,,6.25,6.3,,7.5,7.8,,7.9166675,6.3,,6.8100005,7.242,
ALUNO-1119,1,2.0,,Topázio,Ametista,,0.0,0.0,,2019.0,2019.0,,10.0,10.0,,9.0,5.6,,8.8,5.8,,10.00002,10.0,,7.5,7.5,,7.8125,7.1,,7.25,8.2,,8.541252,7.383,
ALUNO-1123,3,4.0,4.0,Ametista,Ametista,Ametista,1.0,0.0,1.0,2019.0,2021.0,2019.0,5.0,5.0,2.5,8.333333333333334,7.5,7.866666666666666,8.7,8.6,9.201754385964913,8.33334,7.5,8.33334,6.875,6.3,6.875,9.166666666666666,8.3,7.8125,9.611113333333332,8.5,9.25,8.266390000000001,7.634,7.815768210526317
ALUNO-1127,2,3.0,3.0,Ametista,Ametista,Ametista,1.0,0.0,0.0,2018.0,2018.0,2018.0,5.0,10.0,5.0,6.5,5.5,7.166666666666667,8.2,7.8,9.736842105263158,8.000020000000001,9.2,10.00002,7.5,6.3,5.0,5.0,7.9,7.8125,9.33334,7.8,7.333335,7.356669999999999,7.547,7.628620754385966
ALUNO-1128,4,4.0,5.0,Ametista,Ametista,Topázio,1.0,0.0,1.0,2018.0,2018.0,2018.0,10.0,5.0,5.0,6.666666666666667,8.1,8.666666666666666,5.5,8.9,9.056712962962962,9.16668,9.2,8.33334,10.0,5.0,8.75,9.375,8.8,6.458333333333334,9.7083425,8.9,9.4166775,8.229169833333334,7.961,8.28217875925926
ALUNO-1129,2,2.0,,Ametista,Ametista,,0.0,0.0,,2019.0,2019.0,,10.0,10.0,,8.0,4.6,,9.1,7.9,,9.000020000000001,6.8,,5.0,6.9,,7.708333333333334,7.7,,7.222216666666665,8.1,,8.035278666666667,7.261,
ALUNO-1130,2,2.0,3.0,Topázio,Topázio,Topázio,0.0,1.0,0.0,2019.0,2019.0,2019.0,10.0,5.0,10.0,9.0,9.5,9.111111111111112,9.7,10.0,9.907407407407408,9.50002,10.0,9.16668,6.875,7.5,6.25,8.333333333333334,9.8,8.28125,7.888890000000001,9.9,8.208337499999999,8.788613333333334,9.107,8.815164203703704
ALUNO-1131,3,3.0,,Ágata,Ágata,,0.0,0.0,,2019.0,2019.0,,10.0,5.0,,4.0,4.1,,8.1,5.6,,9.58335,7.1,,6.25,7.5,,7.34375,6.9,,6.541665,6.0,,7.046043,5.774,
ALUNO-1132,6,7.0,,Ágata,Ametista,,0.0,0.0,,2019.0,2019.0,,5.0,5.0,,6.166666666666667,8.0,,8.0,8.6,,7.5,7.1,,6.25,7.5,,7.8125,8.3,,8.20834,7.4,,7.131251333333334,7.584,
ALUNO-1133,6,,,Quartzo,,,0.0,,,2019.0,,,5.0,,,5.833333333333333,,,4.5,,,0.0,,,6.25,,,7.8125,,,7.291665,,,5.431249666666666,,
ALUNO-1134,3,,,Ágata,,,0.0,,,2019.0,,,10.0,,,4.833333333333333,,,6.7,,,9.58335,,,7.5,,,7.96875,,,6.8333325,,,7.178543166666667,,
ALUNO-1136,4,4.0,5.0,Ametista,Topázio,Ametista,0.0,1.0,0.0,2019.0,2019.0,2019.0,10.0,5.0,5.0,7.666666666666667,8.2,7.477777777777778,7.2,9.2,8.088984204793029,9.58335,8.8,7.08333,5.0,7.5,8.125,7.8125,8.8,5.833333333333334,7.6250025,9.1,8.2500025,7.737918833333333,8.292,7.367519229847495
ALUNO-1137,8,,,Topázio,,,0.0,,,2019.0,,,10.0,,,9.7,,,10.0,,,9.58335,,,7.5,,,0.0,,,0.0,,,9.338335,,
ALUNO-1139,2,3.0,,Ametista,Ágata,,0.0,0.0,,2019.0,2019.0,,5.0,5.0,,7.5,5.0,,8.9,5.8,,6.91668,8.8,,7.5,7.5,,7.708333333333334,7.5,,7.499996666666666,7.3,,7.492500666666666,6.497,
ALUNO-1141,2,2.0,3.0,Ágata,Ametista,Quartzo,0.0,0.0,0.0,2019.0,2019.0,2019.0,5.0,5.0,5.0,6.0,6.9,6.166666666666667,7.0,5.0,4.647331154684096,8.500020000000001,7.4,7.08333,7.5,7.5,7.5,7.8125,8.1,5.0,7.5,8.9,4.91667,6.9812520000000005,6.969,5.604466564270153
ALUNO-1142,6,,,Quartzo,,,0.0,,,2017.0,,,5.0,,,3.1666666666666665,,,7.0,,,7.5,,,6.25,,,7.1875,,,6.70833,,,5.968749333333333,,
ALUNO-1145,3,,,Ágata,,,0.0,,,2020.0,,,5.0,,,4.666666666666667,,,6.1,,,9.16668,,,6.875,,,8.125,,,5.777770000000001,,,6.225555333333334,,
ALUNO-1148,4,,,Quartzo,,,0.0,,,2018.0,,,5.0,,,0.0,,,1.2,,,6.66667,,,2.5,,,5.0,,,4.5416725,,,3.0650015,,
ALUNO-1149,0,0.0,,Ágata,Ágata,,0.0,0.0,,2019.0,2019.0,,5.0,5.0,,9.0,5.4,,10.0,4.2,,9.50002,9.0,,5.625,7.5,,2.5,5.0,,4.833325,6.3,,7.029166999999999,5.825,
ALUNO-1150,1,1.0,1.0,Topázio,Ametista,Ametista,0.0,0.0,0.0,2018.0,2018.0,2018.0,10.0,5.0,5.0,9.5,5.8,6.416666666666666,8.8,8.8,8.771929824561404,9.50002,8.0,9.000020000000001,7.5,7.5,5.0,7.916666666666668,8.3,5.9375,7.61111,7.6,8.25,8.673890666666669,7.318,7.181471298245615
ALUNO-1156,3,4.0,4.0,Ametista,Ágata,Quartzo,0.0,0.0,0.0,2019.0,2021.0,2019.0,10.0,10.0,5.0,8.666666666666666,6.5,5.555555555555556,9.0,5.3,6.168615866891729,8.33334,8.8,0.0,7.5,5.6,7.5,7.8125,7.0,7.34375,6.916665,6.2,6.166665,8.281250333333332,6.73,5.562542284489457
ALUNO-1158,8,,,Ametista,,,0.0,,,2019.0,,,10.0,,,8.4,,,10.0,,,9.58335,,,7.5,,,0.0,,,0.0,,,8.818335000000001,,
ALUNO-1159,3,5.0,6.0,Topázio,Ametista,Ametista,1.0,0.0,1.0,2019.0,2019.0,2019.0,5.0,5.0,5.0,9.333333333333334,8.6,6.844444444444444,9.9,8.3,9.00661079649251,9.16668,8.8,9.16668,6.875,7.5,6.875,8.125,8.3,8.125,8.944449999999998,8.4,8.944446666666666,8.552224666666667,8.014,7.875768381520724
ALUNO-1161,3,3.0,4.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2018.0,2018.0,2018.0,5.0,5.0,5.0,4.666666666666667,6.9,6.5,7.8,6.1,7.333072100313479,10.00002,7.9,8.33334,4.375,3.8,5.625,5.625,5.8,6.71875,6.1249975,8.1,7.2083375,6.2183348333333335,6.458,6.775990920062696
ALUNO-1165,2,3.0,4.0,Ametista,Ametista,Ágata,0.0,0.0,0.0,2019.0,2019.0,2019.0,5.0,5.0,5.0,9.0,7.2,6.666666666666667,9.9,8.6,6.449675324675325,8.000020000000001,7.9,6.66667,7.5,7.5,7.5,7.5,7.7,8.28125,7.5,8.9,7.7916675,8.080002,7.765,6.926393898268398
ALUNO-1166,2,2.0,,Quartzo,Quartzo,,0.0,0.0,,2017.0,2017.0,,5.0,5.0,,4.0,3.5,,6.3,2.1,,9.50002,0.0,,5.0,6.9,,6.25,5.4,,5.277776666666666,5.7,,5.6905573333333335,3.979,
ALUNO-1167,1,2.0,2.0,Ametista,Ágata,Ametista,0.0,0.0,0.0,2019.0,2019.0,2019.0,10.0,10.0,10.0,4.5,1.8,3.5,8.7,6.3,8.887667887667888,9.50002,10.0,8.000020000000001,6.25,7.5,7.5,8.125,6.9,6.458333333333334,8.0,6.2,7.555556666666667,7.627502,6.294,7.184480244200245
ALUNO-1168,1,1.0,1.0,Ametista,Ametista,Ametista,0.0,1.0,0.0,2020.0,2020.0,2020.0,5.0,5.0,5.0,10.0,6.9,6.666666666666666,8.5,9.6,8.27689594356261,7.916679999999999,9.5,8.91668,7.5,7.5,7.5,7.1875,8.1,5.833333333333334,7.916665,9.0,7.333333333333333,8.043751,8.104,7.180380522045855
ALUNO-1170,1,1.0,1.0,Ametista,Quartzo,Ágata,0.0,0.0,0.0,2019.0,2019.0,2019.0,10.0,5.0,5.0,9.0,0.0,4.75,8.3,1.3,6.009891879457097,8.000020000000001,9.5,9.50002,7.5,8.1,7.5,7.1875,7.3,5.625,7.25,5.2,6.833325,8.178752,4.275,6.281145375891421
ALUNO-1171,3,3.0,4.0,Topázio,Topázio,Topázio,1.0,1.0,1.0,2019.0,2019.0,2019.0,10.0,10.0,10.0,8.333333333333334,9.2,7.911111111111111,9.5,8.9,9.895833333333334,9.58335,8.8,8.33334,6.25,6.3,5.625,8.749999999999998,9.2,7.8125,9.500006666666668,9.9,9.5000075,8.925003,9.025,8.63847438888889
ALUNO-1172,1,,,Ágata,,,0.0,,,2018.0,,,5.0,,,4.5,,,5.0,,,9.50002,,,7.5,,,7.1875,,,7.25,,,6.268752,,
ALUNO-1173,5,,,Quartzo,,,0.0,,,2019.0,,,10.0,,,0.0,,,2.0,,,7.91667,,,3.75,,,6.875,,,5.833333333333335,,,4.420833666666667,,
ALUNO-1174,5,6.0,6.0,Ametista,Ágata,Quartzo,1.0,0.0,0.0,2019.0,2019.0,2019.0,10.0,10.0,5.0,5.0,6.0,5.877777777777777,7.0,7.2,5.366847826086957,7.08333,8.3,0.0,6.875,3.8,5.0,8.28125,6.7,6.5625,8.8333375,6.3,5.222213333333333,7.3906255,6.775,4.949617787439614
ALUNO-1175,1,1.0,,Quartzo,Ágata,,0.0,0.0,,2020.0,2020.0,,5.0,5.0,,0.0,2.2,,5.1,6.3,,8.500020000000001,8.0,,7.5,7.5,,7.916666666666668,8.4,,7.277776666666666,6.7,,5.367224,5.915,
ALUNO-1176,5,5.0,6.0,Ametista,Ametista,Topázio,0.0,1.0,1.0,2017.0,2017.0,2017.0,10.0,5.0,5.0,6.333333333333333,8.5,8.555555555555555,8.0,6.9,8.940746753246753,8.75001,9.2,9.16668,8.75,8.1,7.5,9.166666666666666,8.4,8.90625,8.500003333333334,9.3,9.833343333333334,8.233335,8.003,8.523222128427129
ALUNO-1178,2,,,Quartzo,,,0.0,,,2019.0,,,5.0,,,4.25,,,3.1,,,8.000020000000001,,,6.875,,,7.1875,,,7.58333,,,5.692918,,
ALUNO-1181,0,1.0,1.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2019.0,2019.0,2019.0,5.0,5.0,5.0,10.0,7.6,7.083333333333334,10.0,9.6,9.444444444444445,9.000020000000001,9.0,8.500020000000001,5.625,5.6,7.5,2.5,8.1,5.833333333333334,7.66667,8.7,7.333333333333333,7.745836000000001,7.961,7.455557555555556
ALUNO-1187,2,,,Ágata,,,0.0,,,2019.0,,,5.0,,,4.5,,,8.1,,,9.000020000000001,,,7.5,,,8.125,,,7.888886666666667,,,7.060279333333334,,
ALUNO-1188,7,,,Quartzo,,,0.0,,,2019.0,,,10.0,,,4.333333333333333,,,1.0,,,7.91667,,,7.5,,,7.03125,,,5.75,,,5.461458666666667,,
ALUNO-1189,8,,,Topázio,,,0.0,,,2019.0,,,10.0,,,9.4,,,10.0,,,9.58335,,,7.5,,,0.0,,,0.0,,,9.218335,,
ALUNO-1190,2,2.0,3.0,Ametista,Ametista,Ágata,0.0,0.0,0.0,2019.0,2019.0,2019.0,10.0,5.0,10.0,8.0,6.1,5.000000000000001,9.6,8.8,7.413690476190476,8.500020000000001,8.5,7.91667,6.875,7.5,6.875,6.875,8.1,7.34375,6.777776666666665,8.3,6.166655,8.100557333333333,7.554,6.929611095238096
ALUNO-1191,3,3.0,4.0,Ágata,Quartzo,Topázio,0.0,0.0,0.0,2017.0,2021.0,2017.0,10.0,10.0,10.0,3.333333333333333,1.9,7.888888888888889,9.5,2.5,9.333333333333334,7.91667,7.5,7.5,4.375,4.4,5.0,7.65625,7.1,8.28125,6.333335,4.2,8.2916725,6.828125666666667,4.615,8.180903944444445
ALUNO-1193,2,,,Ágata,,,0.0,,,2020.0,,,10.0,,,3.75,,,6.8,,,9.000020000000001,,,7.5,,,7.083333333333333,,,7.222219999999999,,,6.912779333333333,,
ALUNO-1195,2,3.0,4.0,Ametista,Topázio,Topázio,0.0,0.0,1.0,2020.0,2020.0,2020.0,10.0,10.0,10.0,7.0,7.4,7.955555555555556,8.8,8.6,9.419934640522875,8.500020000000001,9.2,7.5,7.5,7.5,8.125,8.4375,7.9,8.75,7.75,8.3,8.6666725,8.153752,8.322,8.645932539215686
ALUNO-1197,6,7.0,,Ametista,Ametista,,0.0,0.0,,2016.0,2016.0,,10.0,10.0,,5.333333333333333,7.8,,8.8,8.3,,8.75001,8.3,,6.25,7.5,,8.4375,7.8,,8.2500025,7.3,,7.820418166666667,8.04,
ALUNO-1198,1,2.0,,Ágata,Quartzo,,0.0,0.0,,2020.0,2020.0,,5.0,5.0,,7.5,2.4,,5.8,3.3,,9.000020000000001,9.5,,5.0,5.0,,7.083333333333333,6.7,,7.611106666666666,5.3,,6.790556666666666,4.814,
ALUNO-1200,6,,,Ametista,,,0.0,,,2018.0,,,10.0,,,5.833333333333333,,,7.6,,,7.91667,,,6.25,,,7.5,,,8.333332500000001,,,7.520000166666668,,
ALUNO-1205,1,2.0,,Topázio,Ametista,,1.0,0.0,,2019.0,2019.0,,10.0,10.0,,10.0,5.5,,9.5,9.2,,7.00002,8.5,,7.5,7.5,,8.125,7.3,,9.000005,8.9,,8.962503,8.04,
ALUNO-1215,1,1.0,2.0,Topázio,Ametista,Ametista,1.0,0.0,0.0,2019.0,2021.0,2019.0,5.0,5.0,5.0,10.0,6.3,8.5,9.5,10.0,10.0,10.00002,9.5,9.000020000000001,7.5,2.5,5.625,7.5,7.5,6.458333333333334,9.000005,8.4,8.000003333333334,8.700003,7.401,7.908336
ALUNO-1216,8,,,Ágata,,,0.0,,,2019.0,,,10.0,,,9.4,,,0.0,,,9.58335,,,7.5,,,0.0,,,0.0,,,7.218335,,
ALUNO-1217,3,3.0,4.0,Ametista,Ametista,Ametista,1.0,1.0,1.0,2016.0,2016.0,2016.0,10.0,5.0,5.0,8.0,7.6,8.533333333333333,8.8,8.6,7.775967329428265,8.33334,8.8,7.91667,4.375,7.5,6.25,9.375,9.2,8.90625,9.37501,9.5,8.83334,8.443336,8.181,7.83582013255232
ALUNO-1218,7,,,Topázio,,,1.0,,,2017.0,,,10.0,,,7.5,,,9.5,,,9.16668,,,7.5,,,8.90625,,,9.416675,,,8.840628,,
ALUNO-1219,4,5.0,5.0,Ametista,Ametista,Ametista,1.0,0.0,1.0,2017.0,2017.0,2017.0,10.0,10.0,10.0,3.8333333333333335,7.9,8.055555555555555,9.7,7.5,8.36904761904762,8.33334,7.9,6.66666,7.5,7.5,7.5,8.958333333333332,8.6,6.041666666666666,8.944453333333334,8.6,8.500005,7.974724666666667,8.201,8.005754301587302
ALUNO-1222,7,,,Ametista,,,0.0,,,2016.0,,,10.0,,,7.0,,,6.6,,,9.16668,,,6.875,,,7.34375,,,7.374995,,,7.533542000000001,,
ALUNO-1223,1,2.0,3.0,Ametista,Ágata,Ágata,1.0,0.0,0.0,2019.0,2019.0,2019.0,5.0,5.0,10.0,9.5,4.7,5.944444444444444,8.6,8.3,6.862082362082362,8.500020000000001,6.8,6.66666,7.5,8.1,7.5,8.75,8.1,7.03125,8.77778,6.8,5.62499,8.350558,6.779,6.806094361305362
ALUNO-1225,2,,,Quartzo,,,0.0,,,2019.0,,,5.0,,,0.0,,,8.0,,,6.91668,,,7.5,,,8.541666666666666,,,7.944446666666668,,,5.984724,,
ALUNO-1226,1,2.0,3.0,Ametista,Ágata,Ágata,0.0,0.0,0.0,2019.0,2019.0,2019.0,5.0,5.0,10.0,9.5,4.7,4.0,8.1,8.3,6.826368076368077,9.50002,5.3,8.75001,5.625,8.1,7.5,8.75,8.1,7.03125,8.611113333333334,6.8,5.62499,8.129724666666666,6.621,6.618397615273615
ALUNO-1228,2,3.0,,Ametista,Quartzo,,0.0,0.0,,2019.0,2019.0,,10.0,10.0,,6.5,3.1,,8.5,0.6,,6.91668,0.0,,7.5,7.5,,7.916666666666667,6.3,,6.833329999999999,2.5,,7.600000666666666,3.603,
ALUNO-1229,1,1.0,,Ametista,Ágata,,0.0,0.0,,2018.0,2018.0,,10.0,5.0,,8.0,0.7,,9.2,5.8,,9.50002,9.5,,5.625,4.4,,5.208333333333333,8.1,,7.222216666666665,7.9,,7.917778666666665,5.588,
ALUNO-1230,3,4.0,4.0,Ametista,Ametista,Topázio,0.0,0.0,0.0,2017.0,2017.0,2017.0,10.0,10.0,10.0,4.666666666666667,5.8,7.611111111111111,9.7,8.6,9.788793103448276,6.24999,7.1,7.08333,7.5,6.9,5.625,8.4375,8.1,8.125,7.375,8.1,7.5,7.567082333333333,7.714,8.063313842911878
ALUNO-1231,2,2.0,2.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2017.0,2017.0,2017.0,5.0,5.0,5.0,7.0,3.1,2.833333333333333,7.0,1.7,5.698729582577132,0.0,0.0,9.000020000000001,4.375,6.3,6.875,6.666666666666666,7.5,6.25,7.999996666666666,6.5,7.166663333333333,6.0041660000000014,4.133,5.852247249848761
ALUNO-1232,2,2.0,,Quartzo,Quartzo,,0.0,0.0,,2019.0,2019.0,,5.0,5.0,,0.0,0.9,,8.2,0.8,,9.50002,0.0,,7.5,7.5,,7.1875,6.3,,7.249995,2.5,,6.008751,2.717,
ALUNO-1237,2,3.0,3.0,Ágata,Quartzo,Quartzo,0.0,0.0,0.0,2019.0,2021.0,2019.0,5.0,5.0,5.0,5.5,2.3,3.733333333333334,8.3,2.2,5.604166666666667,7.916679999999999,6.7,5.83332,7.5,7.5,7.5,7.5,7.1,7.34375,7.166663333333332,4.2,4.4166625,6.985000666666667,4.372,5.3185395
ALUNO-1238,1,,,Topázio,,,0.0,,,2018.0,,,10.0,,,10.0,,,8.8,,,7.416679999999999,,,7.5,,,6.875,,,8.0,,,8.539168,,
ALUNO-1241,2,,,Quartzo,,,0.0,,,2018.0,,,10.0,,,0.0,,,2.1,,,0.0,,,7.5,,,6.875,,,6.611106666666666,,,4.179721333333333,,
ALUNO-1244,1,1.0,1.0,Topázio,Ametista,Ametista,0.0,0.0,0.0,2019.0,2019.0,2019.0,10.0,5.0,5.0,9.5,5.8,8.416666666666666,8.9,8.8,7.962962962962963,9.50002,10.0,9.50002,7.5,7.5,7.5,8.125,7.5,6.041666666666667,7.75,7.4,7.555556666666667,8.742502000000002,7.389,7.591205925925927
ALUNO-1248,3,3.0,4.0,Ametista,Ágata,Quartzo,0.0,0.0,0.0,2017.0,2017.0,2017.0,10.0,5.0,5.0,7.666666666666667,6.5,3.711111111111112,9.2,3.9,0.0,9.16668,9.2,0.0,6.875,5.6,5.0,8.541666666666666,7.7,5.3125,8.055553333333332,6.1,3.79167,8.442778666666666,6.047,3.031806222222222
ALUNO-1249,5,,,Ametista,,,1.0,,,2017.0,,,10.0,,,6.0,,,7.9,,,9.16668,,,6.25,,,8.59375,,,9.125005,,,8.006044,,
ALUNO-1250,3,3.0,4.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2019.0,2019.0,2019.0,10.0,5.0,5.0,3.333333333333333,5.8,4.388888888888888,5.0,5.8,6.22254004576659,6.66666,6.7,7.91667,7.5,6.9,7.5,8.125,7.5,7.03125,7.94444,7.1,6.0416625,6.484720666666667,6.343,6.075410286931096
ALUNO-1251,3,3.0,4.0,Ametista,Ametista,Topázio,0.0,0.0,0.0,2020.0,2020.0,2020.0,5.0,10.0,10.0,7.666666666666667,8.1,8.055555555555555,6.7,7.2,8.975313479623823,9.16668,8.8,9.16668,10.0,6.3,6.25,7.65625,7.5,7.96875,7.7916675,7.4,7.541665,7.613959833333333,7.789,8.253049807035875
ALUNO-1252,6,,,Quartzo,,,0.0,,,2018.0,,,10.0,,,3.1666666666666665,,,6.5,,,0.0,,,7.5,,,7.1875,,,6.9999975,,,5.802082833333333,,
ALUNO-1253,0,,,Ametista,,,0.0,,,2019.0,,,5.0,,,10.0,,,10.0,,,8.500020000000001,,,5.625,,,2.5,,,6.3333200000000005,,,7.429166,,
ALUNO-1254,2,3.0,,Ágata,Ametista,,0.0,0.0,,2018.0,2018.0,,5.0,10.0,,8.0,6.8,,3.5,5.8,,8.500020000000001,9.2,,6.875,7.5,,7.8125,7.5,,7.0,7.2,,6.518752000000001,7.379,
ALUNO-1256,4,5.0,,Quartzo,Ágata,,0.0,0.0,,2018.0,2018.0,,5.0,5.0,,0.0,3.6,,4.6,7.5,,7.91667,9.2,,7.5,7.5,,7.916666666666668,7.7,,8.222226666666668,6.9,,5.397779,6.541,
ALUNO-1257,3,,,Ametista,,,0.0,,,2019.0,,,5.0,,,8.0,,,6.8,,,10.00002,,,7.5,,,7.96875,,,8.166667499999999,,,7.6402105,,
ALUNO-1260,1,1.0,1.0,Ametista,Ágata,Ametista,0.0,0.0,0.0,2020.0,2020.0,2020.0,5.0,5.0,5.0,9.0,3.9,7.166666666666667,8.9,5.0,7.3,9.50002,9.0,9.50002,7.5,7.5,7.5,7.291666666666667,7.7,5.833333333333334,7.333333333333333,7.3,7.277776666666666,7.975835333333334,6.163,7.132224000000001
ALUNO-1261,5,,,Quartzo,,,0.0,,,2016.0,,,10.0,,,0.6666666666666666,,,7.5,,,7.91667,,,3.125,,,6.40625,,,5.2916625,,,5.436457833333334,,
ALUNO-1262,4,,,Ágata,,,0.0,,,2020.0,,,5.0,,,2.6666666666666665,,,9.0,,,8.33334,,,7.5,,,8.125,,,8.055560000000002,,,6.840279333333334,,
