NOME,FASE_2020,FASE_2021,FASE_2022,PEDRA_2020,PEDRA_2021,PEDRA_2022,PONTO_VIRADA_2020,PONTO_VIRADA_2021,PONTO_VIRADA_2022,ANO_INGRESSO,dimensao_academica,dimensao_psicossocial,dimensao_psicopedagogica,ATIVO
ALUNO-1105,1.0,2.0,2.0,Ametista,Ágata,Ágata,0.0,0.0,0.0,2016.0,excelente,excelente,excelente,1
ALUNO-1106,0.0,0.0,2.0,Ametista,Ametista,Ágata,1.0,1.0,0.0,2019.0,excelente,excelente,abaixo da media,1
ALUNO-1110,1.0,2.0,2.0,Ametista,Ágata,Ágata,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,1
ALUNO-1112,6.0,7.0,7.0,Ágata,Ametista,Ametista,0.0,0.0,0.0,2018.0,excelente,excelente,excelente,0
ALUNO-1119,1.0,2.0,2.0,Topázio,Ametista,Ametista,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,0
ALUNO-1123,3.0,4.0,4.0,Ametista,Ametista,Ametista,1.0,0.0,1.0,2019.0,excelente,excelente,excelente,1
ALUNO-1127,2.0,3.0,3.0,Ametista,Ametista,Ametista,1.0,0.0,0.0,2018.0,excelente,excelente,excelente,1
ALUNO-1128,4.0,4.0,5.0,Ametista,Ametista,Topázio,1.0,0.0,1.0,2018.0,excelente,excelente,excelente,1
ALUNO-1129,2.0,2.0,2.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,0
ALUNO-1130,2.0,2.0,3.0,Topázio,Topázio,Topázio,0.0,1.0,0.0,2019.0,excelente,excelente,excelente,1
ALUNO-1131,3.0,3.0,3.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,0
ALUNO-1132,6.0,7.0,7.0,Ágata,Ametista,Ametista,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,0
ALUNO-1133,6.0,6.0,6.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2019.0,abaixo da media,abaixo da media,excelente,0
ALUNO-1134,3.0,3.0,3.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,0
ALUNO-1136,4.0,4.0,5.0,Ametista,Topázio,Ametista,0.0,1.0,0.0,2019.0,excelente,excelente,excelente,1
ALUNO-1137,8.0,8.0,8.0,Topázio,Topázio,Topázio,0.0,0.0,0.0,2019.0,excelente,excelente,abaixo da media,0
ALUNO-1139,2.0,3.0,3.0,Ametista,Ágata,Ágata,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,0
ALUNO-1141,2.0,2.0,3.0,Ágata,Ametista,Quartzo,0.0,0.0,0.0,2019.0,abaixo da media,excelente,excelente,1
ALUNO-1142,6.0,6.0,6.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2017.0,abaixo da media,excelente,excelente,0
ALUNO-1145,3.0,3.0,3.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2020.0,abaixo da media,excelente,excelente,0
ALUNO-1148,4.0,4.0,4.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2018.0,abaixo da media,abaixo da media,abaixo da media,0
ALUNO-1149,0.0,0.0,0.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2019.0,excelente,excelente,abaixo da media,0
ALUNO-1150,1.0,1.0,1.0,Topázio,Ametista,Ametista,0.0,0.0,0.0,2018.0,excelente,excelente,excelente,1
ALUNO-1156,3.0,4.0,4.0,Ametista,Ágata,Quartzo,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,1
ALUNO-1158,8.0,8.0,8.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2019.0,excelente,excelente,abaixo da media,0
ALUNO-1159,3.0,5.0,6.0,Topázio,Ametista,Ametista,1.0,0.0,1.0,2019.0,excelente,excelente,excelente,1
ALUNO-1161,3.0,3.0,4.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2018.0,excelente,excelente,excelente,1
ALUNO-1165,2.0,3.0,4.0,Ametista,Ametista,Ágata,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,1
ALUNO-1166,2.0,2.0,2.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2017.0,abaixo da media,abaixo da media,abaixo da media,0
ALUNO-1167,1.0,2.0,2.0,Ametista,Ágata,Ametista,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,1
ALUNO-1168,1.0,1.0,1.0,Ametista,Ametista,Ametista,0.0,1.0,0.0,2020.0,excelente,excelente,excelente,1
ALUNO-1170,1.0,1.0,1.0,Ametista,Quartzo,Ágata,0.0,0.0,0.0,2019.0,abaixo da media,excelente,excelente,1
ALUNO-1171,3.0,3.0,4.0,Topázio,Topázio,Topázio,1.0,1.0,1.0,2019.0,excelente,excelente,excelente,1
ALUNO-1172,1.0,1.0,1.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2018.0,abaixo da media,excelente,excelente,0
ALUNO-1173,5.0,5.0,5.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2019.0,abaixo da media,abaixo da media,excelente,0
ALUNO-1174,5.0,6.0,6.0,Ametista,Ágata,Quartzo,1.0,0.0,0.0,2019.0,excelente,abaixo da media,excelente,1
ALUNO-1175,1.0,1.0,1.0,Quartzo,Ágata,Ágata,0.0,0.0,0.0,2020.0,abaixo da media,excelente,excelente,0
ALUNO-1176,5.0,5.0,6.0,Ametista,Ametista,Topázio,0.0,1.0,1.0,2017.0,excelente,excelente,excelente,1
ALUNO-1178,2.0,2.0,2.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2019.0,abaixo da media,excelente,excelente,0
ALUNO-1181,0.0,1.0,1.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,1
ALUNO-1187,2.0,2.0,2.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2019.0,abaixo da media,excelente,excelente,0
ALUNO-1188,7.0,7.0,7.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2019.0,abaixo da media,excelente,excelente,0
ALUNO-1189,8.0,8.0,8.0,Topázio,Topázio,Topázio,0.0,0.0,0.0,2019.0,excelente,excelente,abaixo da media,0
ALUNO-1190,2.0,2.0,3.0,Ametista,Ametista,Ágata,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,1
ALUNO-1191,3.0,3.0,4.0,Ágata,Quartzo,Topázio,0.0,0.0,0.0,2017.0,excelente,excelente,excelente,1
ALUNO-1193,2.0,2.0,2.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2020.0,excelente,excelente,excelente,0
ALUNO-1195,2.0,3.0,4.0,Ametista,Topázio,Topázio,0.0,0.0,1.0,2020.0,excelente,excelente,excelente,1
ALUNO-1197,6.0,7.0,7.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2016.0,excelente,excelente,excelente,0
ALUNO-1198,1.0,2.0,2.0,Ágata,Quartzo,Quartzo,0.0,0.0,0.0,2020.0,abaixo da media,excelente,excelente,0
ALUNO-1200,6.0,6.0,6.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2018.0,excelente,excelente,excelente,0
ALUNO-1205,1.0,2.0,2.0,Topázio,Ametista,Ametista,1.0,0.0,0.0,2019.0,excelente,excelente,excelente,0
ALUNO-1215,1.0,1.0,2.0,Topázio,Ametista,Ametista,1.0,0.0,0.0,2019.0,excelente,excelente,excelente,1
ALUNO-1216,8.0,8.0,8.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2019.0,excelente,excelente,abaixo da media,0
ALUNO-1217,3.0,3.0,4.0,Ametista,Ametista,Ametista,1.0,1.0,1.0,2016.0,excelente,excelente,excelente,1
ALUNO-1218,7.0,7.0,7.0,Topázio,Topázio,Topázio,1.0,1.0,1.0,2017.0,excelente,excelente,excelente,0
ALUNO-1219,4.0,5.0,5.0,Ametista,Ametista,Ametista,1.0,0.0,1.0,2017.0,excelente,excelente,excelente,1
ALUNO-1222,7.0,7.0,7.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2016.0,excelente,excelente,excelente,0
ALUNO-1223,1.0,2.0,3.0,Ametista,Ágata,Ágata,1.0,0.0,0.0,2019.0,excelente,excelente,excelente,1
ALUNO-1225,2.0,2.0,2.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2019.0,abaixo da media,excelente,excelente,0
ALUNO-1226,1.0,2.0,3.0,Ametista,Ágata,Ágata,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,1
ALUNO-1228,2.0,3.0,3.0,Ametista,Quartzo,Quartzo,0.0,0.0,0.0,2019.0,excelente,abaixo da media,abaixo da media,0
ALUNO-1229,1.0,1.0,1.0,Ametista,Ágata,Ágata,0.0,0.0,0.0,2018.0,excelente,excelente,excelente,0
ALUNO-1230,3.0,4.0,4.0,Ametista,Ametista,Topázio,0.0,0.0,0.0,2017.0,excelente,excelente,excelente,1
ALUNO-1231,2.0,2.0,2.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2017.0,abaixo da media,abaixo da media,excelente,1
ALUNO-1232,2.0,2.0,2.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2019.0,abaixo da media,excelente,abaixo da media,0
ALUNO-1237,2.0,3.0,3.0,Ágata,Quartzo,Quartzo,0.0,0.0,0.0,2019.0,abaixo da media,excelente,excelente,1
ALUNO-1238,1.0,1.0,1.0,Topázio,Topázio,Topázio,0.0,0.0,0.0,2018.0,excelente,excelente,excelente,0
ALUNO-1241,2.0,2.0,2.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2018.0,abaixo da media,abaixo da media,excelente,0
ALUNO-1244,1.0,1.0,1.0,Topázio,Ametista,Ametista,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,1
ALUNO-1248,3.0,3.0,4.0,Ametista,Ágata,Quartzo,0.0,0.0,0.0,2017.0,abaixo da media,abaixo da media,excelente,1
ALUNO-1249,5.0,5.0,5.0,Ametista,Ametista,Ametista,1.0,1.0,1.0,2017.0,excelente,excelente,excelente,0
ALUNO-1250,3.0,3.0,4.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2019.0,abaixo da media,excelente,excelente,1
ALUNO-1251,3.0,3.0,4.0,Ametista,Ametista,Topázio,0.0,0.0,0.0,2020.0,excelente,excelente,excelente,1
ALUNO-1252,6.0,6.0,6.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2018.0,excelente,abaixo da media,excelente,0
ALUNO-1253,0.0,0.0,0.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2019.0,excelente,excelente,abaixo da media,0
ALUNO-1254,2.0,3.0,3.0,Ágata,Ametista,Ametista,0.0,0.0,0.0,2018.0,excelente,excelente,excelente,0
ALUNO-1256,4.0,5.0,5.0,Quartzo,Ágata,Ágata,0.0,0.0,0.0,2018.0,abaixo da media,excelente,excelente,0
ALUNO-1257,3.0,3.0,3.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,0
ALUNO-1260,1.0,1.0,1.0,Ametista,Ágata,Ametista,0.0,0.0,0.0,2020.0,excelente,excelente,excelente,1
ALUNO-1261,5.0,5.0,5.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2016.0,excelente,abaixo da media,abaixo da media,0
ALUNO-1262,4.0,4.0,4.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2020.0,abaixo da media,excelente,excelente,0
ALUNO-1264,1.0,2.0,2.0,Ametista,Ágata,Ágata,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,1
ALUNO-1265,4.0,4.0,4.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,0
ALUNO-1266,2.0,3.0,3.0,Ametista,Quartzo,Quartzo,0.0,0.0,0.0,2018.0,excelente,excelente,excelente,0
ALUNO-1270,2.0,2.0,2.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,0
ALUNO-1274,4.0,4.0,4.0,Ametista,Ametista,Ametista,1.0,1.0,1.0,2019.0,excelente,excelente,excelente,0
ALUNO-1275,1.0,1.0,2.0,Topázio,Topázio,Ametista,0.0,1.0,0.0,2019.0,excelente,excelente,excelente,1
ALUNO-1277,3.0,3.0,3.0,Ametista,Ametista,Ametista,1.0,1.0,1.0,2017.0,excelente,excelente,excelente,0
ALUNO-1278,0.0,0.0,1.0,Ametista,Ágata,Ágata,0.0,0.0,0.0,2019.0,excelente,excelente,abaixo da media,1
ALUNO-1281,7.0,7.0,7.0,Ametista,Ametista,Ametista,1.0,1.0,1.0,2018.0,excelente,excelente,excelente,0
ALUNO-1282,0.0,0.0,0.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2020.0,excelente,abaixo da media,abaixo da media,0
ALUNO-1284,5.0,5.0,5.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2020.0,abaixo da media,excelente,excelente,0
ALUNO-1285,0.0,1.0,1.0,Topázio,Topázio,Ametista,0.0,1.0,0.0,2020.0,excelente,excelente,excelente,1
ALUNO-1287,0.0,0.0,1.0,Ágata,Ametista,Ágata,0.0,0.0,0.0,2020.0,excelente,excelente,abaixo da media,1
ALUNO-1288,6.0,7.0,7.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2016.0,excelente,abaixo da media,excelente,0
ALUNO-1289,2.0,2.0,3.0,Ágata,Ágata,Ametista,0.0,0.0,0.0,2020.0,abaixo da media,excelente,excelente,1
ALUNO-1290,8.0,8.0,8.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2018.0,excelente,excelente,abaixo da media,0
ALUNO-1291,1.0,1.0,1.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2020.0,excelente,excelente,excelente,0
ALUNO-1292,2.0,3.0,3.0,Topázio,Topázio,Topázio,0.0,0.0,1.0,2019.0,excelente,excelente,excelente,1
ALUNO-1293,2.0,2.0,2.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2019.0,abaixo da media,abaixo da media,excelente,0
ALUNO-1294,6.0,6.0,6.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2019.0,abaixo da media,excelente,abaixo da media,0
ALUNO-1296,1.0,1.0,1.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,0
ALUNO-1297,7.0,7.0,7.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,0
ALUNO-1298,0.0,0.0,1.0,Topázio,Ametista,Ágata,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,1
ALUNO-1299,6.0,7.0,7.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2017.0,excelente,excelente,excelente,0
ALUNO-1302,1.0,1.0,1.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2019.0,abaixo da media,abaixo da media,excelente,0
ALUNO-1303,2.0,2.0,2.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2016.0,abaixo da media,excelente,excelente,0
ALUNO-1309,7.0,7.0,7.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,0
ALUNO-1313,3.0,3.0,3.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2020.0,abaixo da media,excelente,excelente,0
ALUNO-1315,2.0,2.0,2.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2016.0,abaixo da media,excelente,abaixo da media,0
ALUNO-1316,0.0,0.0,0.0,Topázio,Topázio,Topázio,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,0
ALUNO-1318,8.0,8.0,8.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2016.0,excelente,excelente,abaixo da media,0
ALUNO-1319,1.0,2.0,2.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,1
ALUNO-1323,1.0,2.0,2.0,Ametista,Ametista,Ágata,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,1
ALUNO-1324,1.0,2.0,2.0,Ametista,Ametista,Quartzo,0.0,0.0,0.0,2018.0,excelente,excelente,excelente,1
ALUNO-1325,2.0,2.0,2.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2018.0,abaixo da media,abaixo da media,excelente,0
ALUNO-1328,2.0,2.0,2.0,Ametista,Ametista,Ametista,1.0,1.0,1.0,2017.0,excelente,excelente,excelente,0
ALUNO-1336,3.0,3.0,3.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2020.0,abaixo da media,excelente,excelente,0
ALUNO-1338,1.0,2.0,2.0,Ametista,Ágata,Ametista,1.0,0.0,0.0,2019.0,excelente,excelente,excelente,1
ALUNO-1339,3.0,3.0,3.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,0
ALUNO-1341,7.0,7.0,7.0,Ametista,Ametista,Ametista,1.0,1.0,1.0,2019.0,excelente,excelente,excelente,0
ALUNO-1343,2.0,2.0,2.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2018.0,abaixo da media,excelente,excelente,1
ALUNO-1344,1.0,2.0,2.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2018.0,abaixo da media,excelente,excelente,0
ALUNO-1347,7.0,7.0,7.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,0
ALUNO-1348,3.0,3.0,4.0,Ametista,Ametista,Ágata,1.0,0.0,0.0,2018.0,excelente,excelente,excelente,1
ALUNO-13,0.0,0.0,0.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2021.0,abaixo da media,excelente,abaixo da media,0
ALUNO-19,2.0,2.0,2.0,Ágata,Ágata,Ametista,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-29,3.0,3.0,3.0,Ágata,Ágata,Quartzo,0.0,0.0,0.0,2021.0,abaixo da media,excelente,excelente,0
ALUNO-38,3.0,3.0,3.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-40,5.0,5.0,5.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-42,0.0,0.0,0.0,Ágata,Ágata,Quartzo,0.0,0.0,0.0,2021.0,excelente,excelente,abaixo da media,0
ALUNO-47,1.0,1.0,1.0,Ágata,Ágata,Ametista,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-54,3.0,3.0,3.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-56,6.0,6.0,7.0,Ágata,Ágata,Quartzo,0.0,0.0,0.0,2021.0,abaixo da media,abaixo da media,abaixo da media,0
ALUNO-65,0.0,0.0,1.0,Topázio,Topázio,Ametista,1.0,1.0,1.0,2021.0,excelente,excelente,excelente,0
ALUNO-66,2.0,2.0,3.0,Ágata,Ágata,Ametista,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-67,1.0,1.0,1.0,Quartzo,Quartzo,Ágata,0.0,0.0,0.0,2021.0,abaixo da media,excelente,excelente,0
ALUNO-77,0.0,0.0,0.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-93,0.0,0.0,0.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-98,3.0,3.0,3.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-104,0.0,0.0,0.0,Ametista,Ametista,Topázio,0.0,0.0,1.0,2021.0,excelente,excelente,excelente,0
ALUNO-109,6.0,6.0,6.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-124,0.0,0.0,1.0,Topázio,Topázio,Ametista,1.0,1.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-126,0.0,0.0,0.0,Ágata,Ágata,Ametista,0.0,0.0,0.0,2021.0,abaixo da media,excelente,excelente,0
ALUNO-127,1.0,1.0,1.0,Ametista,Ametista,Ágata,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-129,2.0,2.0,2.0,Ágata,Ágata,Ametista,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-137,0.0,0.0,0.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2021.0,abaixo da media,excelente,abaixo da media,0
ALUNO-143,3.0,3.0,3.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2021.0,abaixo da media,excelente,excelente,0
ALUNO-155,6.0,6.0,6.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2021.0,abaixo da media,abaixo da media,excelente,0
ALUNO-159,0.0,0.0,0.0,Ametista,Ametista,Ametista,1.0,1.0,1.0,2021.0,excelente,excelente,excelente,0
ALUNO-167,1.0,1.0,2.0,Ametista,Ametista,Ágata,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-171,3.0,3.0,4.0,Ametista,Ametista,Ametista,1.0,1.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-176,2.0,2.0,3.0,Ágata,Ágata,Quartzo,0.0,0.0,0.0,2017.0,abaixo da media,excelente,abaixo da media,0
ALUNO-177,0.0,0.0,0.0,Ametista,Ametista,Topázio,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-185,0.0,0.0,0.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-207,3.0,3.0,3.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2021.0,abaixo da media,abaixo da media,excelente,0
ALUNO-218,0.0,0.0,1.0,Topázio,Topázio,Topázio,1.0,1.0,1.0,2021.0,excelente,excelente,excelente,0
ALUNO-221,3.0,3.0,3.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2021.0,abaixo da media,excelente,abaixo da media,0
ALUNO-232,5.0,5.0,6.0,Ametista,Ametista,Ametista,0.0,0.0,1.0,2021.0,excelente,excelente,excelente,0
ALUNO-240,3.0,3.0,3.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-243,0.0,0.0,0.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-247,0.0,0.0,1.0,Ametista,Ametista,Ágata,1.0,1.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-249,1.0,1.0,1.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2021.0,abaixo da media,excelente,excelente,0
ALUNO-252,0.0,0.0,0.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-258,0.0,0.0,0.0,Ágata,Ágata,Quartzo,0.0,0.0,0.0,2021.0,excelente,excelente,abaixo da media,0
ALUNO-260,0.0,0.0,0.0,Ágata,Ágata,Ametista,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-271,3.0,3.0,3.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-282,5.0,5.0,6.0,Topázio,Topázio,Topázio,1.0,1.0,1.0,2021.0,excelente,excelente,excelente,0
ALUNO-283,5.0,5.0,6.0,Topázio,Topázio,Ametista,1.0,1.0,1.0,2021.0,excelente,excelente,excelente,0
ALUNO-294,0.0,0.0,0.0,Topázio,Topázio,Topázio,1.0,1.0,1.0,2021.0,excelente,excelente,excelente,0
ALUNO-303,0.0,0.0,0.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-310,0.0,0.0,0.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-331,0.0,0.0,1.0,Topázio,Topázio,Topázio,1.0,1.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-336,0.0,0.0,0.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2020.0,excelente,excelente,excelente,0
ALUNO-352,4.0,4.0,4.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2021.0,abaixo da media,excelente,excelente,0
ALUNO-357,3.0,3.0,3.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-363,0.0,0.0,0.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-374,7.0,7.0,7.0,Topázio,Topázio,Topázio,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-376,4.0,4.0,4.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2021.0,abaixo da media,abaixo da media,excelente,0
ALUNO-384,1.0,1.0,1.0,Ametista,Ametista,Ametista,1.0,1.0,1.0,2021.0,abaixo da media,excelente,excelente,0
ALUNO-403,3.0,3.0,4.0,Ametista,Ametista,Quartzo,0.0,0.0,0.0,2021.0,excelente,abaixo da media,excelente,0
ALUNO-405,0.0,0.0,1.0,Ametista,Ametista,Ágata,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-422,0.0,0.0,1.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-423,5.0,5.0,5.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2021.0,abaixo da media,abaixo da media,abaixo da media,0
ALUNO-432,0.0,0.0,1.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2020.0,abaixo da media,excelente,abaixo da media,0
ALUNO-436,2.0,2.0,2.0,Ametista,Ametista,Ágata,0.0,0.0,0.0,2021.0,abaixo da media,excelente,excelente,0
ALUNO-438,5.0,5.0,7.0,Ágata,Ágata,Quartzo,0.0,0.0,0.0,2021.0,abaixo da media,excelente,excelente,0
ALUNO-440,5.0,5.0,5.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-444,1.0,1.0,2.0,Ágata,Ágata,Ametista,0.0,0.0,0.0,2021.0,abaixo da media,excelente,excelente,0
ALUNO-452,1.0,1.0,1.0,Ametista,Ametista,Ágata,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-465,0.0,0.0,1.0,Ametista,Ametista,Ametista,0.0,0.0,1.0,2021.0,excelente,excelente,excelente,0
ALUNO-485,3.0,3.0,3.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2021.0,abaixo da media,excelente,excelente,0
ALUNO-494,1.0,1.0,1.0,Topázio,Topázio,Topázio,1.0,1.0,1.0,2021.0,excelente,excelente,excelente,0
ALUNO-497,2.0,2.0,3.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-498,3.0,3.0,3.0,Ágata,Ágata,Quartzo,0.0,0.0,0.0,2021.0,abaixo da media,excelente,abaixo da media,0
ALUNO-511,0.0,0.0,0.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-523,3.0,3.0,3.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-526,1.0,1.0,1.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-529,1.0,1.0,1.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2021.0,excelente,excelente,excelente,0
ALUNO-536,1.0,1.0,2.0,Quartzo,Quartzo,Ágata,0.0,0.0,0.0,2021.0,abaixo da media,excelente,abaixo da media,0
ALUNO-537,0.0,0.0,0.0,Quartzo,Quartzo,Ágata,0.0,0.0,0.0,2021.0,abaixo da media,excelente,abaixo da media,0
