NOME,ANO_INGRESSO_2020,FASE_2020,PEDRA_2020,IAN_2020,IDA_2020,IEG_2020,IAA_2020,IPS_2020,IPP_2020,IPV_2020,INDE_2020,PONTO_VIRADA_2020,ANO_INGRESSO_2021,FASE_2021,PEDRA_2021,IAN_2021,IDA_2021,IEG_2021,IAA_2021,IPS_2021,IPP_2021,IPV_2021,INDE_2021,PONTO_VIRADA_2021,ANO_INGRESSO_2022,FASE_2022,PEDRA_2022,IAN_2022,IDA_2022,IEG_2022,IAA_2022,IPS_2022,IPP_2022,IPV_2022,INDE_2022,PONTO_VIRADA_2022
ALUNO-1070,2019.0,0,Ametista,5.0,9.5,10.0,8.500020000000001,7.5,5.0,5.66666,7.633334,0.0,2019.0,1.0,Ametista,5.0,5.4,9.6,9.5,7.5,8.3,8.7,7.758,0.0,2019.0,1.0,Quartzo,5.0,4.416666666666667,8.070175438596491,9.50002,5.0,4.6875,5.16667,5.949454421052632,0.0
ALUNO-1072,2020.0,3,Ametista,10.0,7.333333333333333,8.3,8.75001,7.5,8.749999999999998,7.833333333333334,8.193334333333334,0.0,2020.0,3.0,Ametista,10.0,4.6,5.3,9.2,7.5,7.5,8.2,7.033,0.0,2020.0,3.0,Quartzo,5.0,4.122222222222223,3.81578947368421,9.58335,7.5,6.09375,4.83333,5.371978339181286,0.0
ALUNO-1075,2016.0,4,Topázio,10.0,6.666666666666667,9.8,9.16668,10.0,8.749999999999998,8.55556,8.796113333333334,0.0,2016.0,5.0,Ametista,10.0,6.3,7.2,7.5,7.5,7.8,9.4,7.859,1.0,2016.0,5.0,Ametista,5.0,6.744444444444444,9.580419580419582,7.5,5.625,7.96875,8.458337499999999,7.566015304972806,1.0
ALUNO-1077,2020.0,0,Ametista,10.0,7.5,10.0,9.50002,7.5,6.875,6.83333,8.254168,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ALUNO-1078,2019.0,1,Ametista,5.0,10.0,8.0,7.416679999999999,6.875,7.083333333333334,7.833333333333333,7.804168000000001,0.0,2019.0,2.0,Quartzo,5.0,0.0,1.7,9.0,8.1,7.7,5.7,4.45,0.0,2019.0,2.0,Ágata,5.0,5.583333333333334,7.662464985994397,8.000020000000001,7.5,6.458333333333334,5.833336666666667,6.511662330532213,0.0
ALUNO-1079,2019.0,1,Ágata,5.0,4.25,6.7,9.000020000000001,7.5,7.291666666666667,7.666666666666667,6.602502,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ALUNO-1081,2017.0,5,Quartzo,5.0,4.0,6.7,8.33334,3.125,6.09375,4.2916675,5.2535425,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ALUNO-1084,2019.0,0,Ametista,10.0,9.0,10.0,9.000020000000001,4.375,6.875,7.41667,8.308336,0.0,2019.0,1.0,Ametista,10.0,5.6,9.6,8.0,6.9,7.9,8.2,7.954,0.0,2019.0,1.0,Ágata,5.0,5.0,8.932367149758454,7.50002,7.5,5.0,5.888886666666667,6.464252763285025,0.0
ALUNO-1085,2019.0,3,Ágata,5.0,3.333333333333333,5.5,9.16668,7.5,7.96875,7.375,6.205209666666667,0.0,2021.0,4.0,Ágata,5.0,3.9,7.5,8.8,7.5,7.3,5.5,6.234,0.0,2019.0,5.0,Ágata,5.0,4.955555555555556,6.25,8.75001,7.5,6.25,5.833336666666667,6.157779444444444,0.0
ALUNO-1087,2018.0,2,Ametista,10.0,6.0,8.6,7.50002,7.5,7.708333333333334,7.222219999999999,7.635279333333334,0.0,2018.0,2.0,Ametista,5.0,5.0,8.8,8.5,7.5,8.1,8.3,7.329,0.0,,,,,,,,,,,,
ALUNO-1088,2018.0,5,Ágata,5.0,2.6666666666666665,4.8,8.75001,7.5,8.541666666666666,8.222223333333334,6.116945666666667,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ALUNO-1089,2019.0,0,Topázio,5.0,8.5,10.0,9.50002,7.5,10.0,10.00001,8.900004,1.0,2019.0,1.0,Ágata,5.0,3.6,2.9,9.0,7.5,7.5,7.2,5.653,0.0,,,,,,,,,,,,
ALUNO-1090,2018.0,1,Ágata,5.0,8.0,4.6,7.00002,7.5,7.083333333333333,7.166663333333332,6.611668,0.0,2018.0,1.0,Ametista,5.0,3.7,8.8,8.5,7.5,7.9,9.0,7.179,1.0,2018.0,1.0,Quartzo,5.0,1.0,5.481481481481482,8.500020000000001,7.5,5.833333333333334,5.999993333333334,5.179630296296297,0.0
ALUNO-1092,2019.0,6,Quartzo,10.0,2.0,4.9,0.0,7.5,7.96875,6.9166625,5.3102075,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ALUNO-1093,2016.0,5,Ametista,5.0,5.333333333333333,9.1,9.16668,7.5,8.333333333333332,7.055553333333334,7.297778666666666,0.0,2016.0,6.0,Ametista,10.0,5.4,7.2,7.9,7.5,8.0,6.8,7.225,0.0,2016.0,7.0,Ágata,5.0,4.733333333333333,7.370098039215687,7.91667,7.5,8.28125,8.055556666666668,6.901589607843138,0.0
ALUNO-1094,2019.0,2,Ametista,5.0,8.5,9.3,9.000020000000001,7.5,7.8125,7.75,8.041252,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ALUNO-1095,2019.0,0,Topázio,10.0,10.0,10.0,10.00002,7.5,7.5,8.083335,9.116669,0.0,2019.0,1.0,Topázio,10.0,8.9,9.2,10.0,8.1,9.2,9.7,9.294,1.0,2019.0,1.0,Topázio,10.0,9.916666666666668,9.666666666666666,10.00002,7.5,6.25,8.055563333333334,8.902781333333333,0.0
ALUNO-1097,2017.0,3,Ametista,10.0,6.666666666666667,7.4,9.58335,7.5,7.96875,7.5,7.818543333333334,0.0,,,,,,,,,,,,,2017.0,4.0,Topázio,10.0,6.677777777777778,9.691650853889945,9.16668,5.625,7.96875,8.000005,8.149929726333543,0.0
ALUNO-1100,2018.0,8,Topázio,10.0,8.9,10.0,9.16668,7.5,0.0,0.0,8.976668,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ALUNO-1103,2016.0,2,Ágata,5.0,3.5,8.9,7.91668,4.375,4.6875,8.583335,6.394585,0.0,2016.0,2.0,Quartzo,5.0,3.3,2.9,0.0,5.6,6.0,5.5,4.0,0.0,2016.0,3.0,Ágata,5.0,3.277777777777777,7.442630898513252,10.00002,5.0,6.09375,6.2916575,6.011790235258207,0.0
ALUNO-1105,2016.0,1,Ametista,5.0,7.5,9.4,7.50002,7.5,7.1875,7.75,7.648752,0.0,2016.0,2.0,Ágata,5.0,5.5,6.3,9.5,6.3,7.3,7.3,6.621,0.0,2016.0,2.0,Ágata,5.0,5.083333333333334,8.505050505050505,9.50002,4.375,6.041666666666667,7.88889,6.787123434343435,0.0
ALUNO-1106,2019.0,0,Ametista,5.0,9.5,9.9,9.000020000000001,4.375,2.5,8.833335,7.734169,1.0,,,,,,,,,,,,,2022.0,2.0,Ágata,5.0,5.583333333333334,8.015728977616455,9.000020000000001,6.25,5.0,6.55555,6.555924462189958,0.0
ALUNO-1110,2019.0,1,Ametista,5.0,8.5,7.7,9.50002,7.5,8.125,8.0,7.852501999999999,0.0,2019.0,2.0,Ágata,10.0,5.1,5.4,9.0,7.5,6.5,7.3,6.871,0.0,2019.0,2.0,Ágata,5.0,4.583333333333333,6.966300131667912,9.000020000000001,7.5,6.458333333333332,7.499996666666666,6.605761359666916,0.0
ALUNO-1112,2018.0,6,Ágata,10.0,4.5,5.8,7.91667,6.25,7.5,7.9166675,6.8100005,0.0,2018.0,7.0,Ametista,10.0,6.5,7.2,8.3,6.3,7.8,6.3,7.242,0.0,,,,,,,,,,,,
ALUNO-1119,2019.0,1,Topázio,10.0,9.0,8.8,10.00002,7.5,7.8125,7.25,8.541252,0.0,2019.0,2.0,Ametista,10.0,5.6,5.8,10.0,7.5,7.1,8.2,7.383,0.0,,,,,,,,,,,,
ALUNO-1123,2019.0,3,Ametista,5.0,8.333333333333334,8.7,8.33334,6.875,9.166666666666666,9.611113333333332,8.266390000000001,1.0,2021.0,4.0,Ametista,5.0,7.5,8.6,7.5,6.3,8.3,8.5,7.634,0.0,2019.0,4.0,Ametista,2.5,7.866666666666666,9.201754385964913,8.33334,6.875,7.8125,9.25,7.815768210526317,1.0
ALUNO-1127,2018.0,2,Ametista,5.0,6.5,8.2,8.000020000000001,7.5,5.0,9.33334,7.356669999999999,1.0,2018.0,3.0,Ametista,10.0,5.5,7.8,9.2,6.3,7.9,7.8,7.547,0.0,2018.0,3.0,Ametista,5.0,7.166666666666667,9.736842105263158,10.00002,5.0,7.8125,7.333335,7.628620754385966,0.0
ALUNO-1128,2018.0,4,Ametista,10.0,6.666666666666667,5.5,9.16668,10.0,9.375,9.7083425,8.229169833333334,1.0,2018.0,4.0,Ametista,5.0,8.1,8.9,9.2,5.0,8.8,8.9,7.961,0.0,2018.0,5.0,Topázio,5.0,8.666666666666666,9.056712962962962,8.33334,8.75,6.458333333333334,9.4166775,8.28217875925926,1.0
ALUNO-1129,2019.0,2,Ametista,10.0,8.0,9.1,9.000020000000001,5.0,7.708333333333334,7.222216666666665,8.035278666666667,0.0,2019.0,2.0,Ametista,10.0,4.6,7.9,6.8,6.9,7.7,8.1,7.261,0.0,,,,,,,,,,,,
ALUNO-1130,2019.0,2,Topázio,10.0,9.0,9.7,9.50002,6.875,8.333333333333334,7.888890000000001,8.788613333333334,0.0,2019.0,2.0,Topázio,5.0,9.5,10.0,10.0,7.5,9.8,9.9,9.107,1.0,2019.0,3.0,Topázio,10.0,9.111111111111112,9.907407407407408,9.16668,6.25,8.28125,8.208337499999999,8.815164203703704,0.0
ALUNO-1131,2019.0,3,Ágata,10.0,4.0,8.1,9.58335,6.25,7.34375,6.541665,7.046043,0.0,2019.0,3.0,Ágata,5.0,4.1,5.6,7.1,7.5,6.9,6.0,5.774,0.0,,,,,,,,,,,,
ALUNO-1132,2019.0,6,Ágata,5.0,6.166666666666667,8.0,7.5,6.25,7.8125,8.20834,7.131251333333334,0.0,2019.0,7.0,Ametista,5.0,8.0,8.6,7.1,7.5,8.3,7.4,7.584,0.0,,,,,,,,,,,,
ALUNO-1133,2019.0,6,Quartzo,5.0,5.833333333333333,4.5,0.0,6.25,7.8125,7.291665,5.431249666666666,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ALUNO-1134,2019.0,3,Ágata,10.0,4.833333333333333,6.7,9.58335,7.5,7.96875,6.8333325,7.178543166666667,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ALUNO-1136,2019.0,4,Ametista,10.0,7.666666666666667,7.2,9.58335,5.0,7.8125,7.6250025,7.737918833333333,0.0,2019.0,4.0,Topázio,5.0,8.2,9.2,8.8,7.5,8.8,9.1,8.292,1.0,2019.0,5.0,Ametista,5.0,7.477777777777778,8.088984204793029,7.08333,8.125,5.833333333333334,8.2500025,7.367519229847495,0.0
ALUNO-1137,2019.0,8,Topázio,10.0,9.7,10.0,9.58335,7.5,0.0,0.0,9.338335,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ALUNO-1139,2019.0,2,Ametista,5.0,7.5,8.9,6.91668,7.5,7.708333333333334,7.499996666666666,7.492500666666666,0.0,2019.0,3.0,Ágata,5.0,5.0,5.8,8.8,7.5,7.5,7.3,6.497,0.0,,,,,,,,,,,,
ALUNO-1141,2019.0,2,Ágata,5.0,6.0,7.0,8.500020000000001,7.5,7.8125,7.5,6.9812520000000005,0.0,2019.0,2.0,Ametista,5.0,6.9,5.0,7.4,7.5,8.1,8.9,6.969,0.0,2019.0,3.0,Quartzo,5.0,6.166666666666667,4.647331154684096,7.08333,7.5,5.0,4.91667,5.604466564270153,0.0
ALUNO-1142,2017.0,6,Quartzo,5.0,3.1666666666666665,7.0,7.5,6.25,7.1875,6.70833,5.968749333333333,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ALUNO-1145,2020.0,3,Ágata,5.0,4.666666666666667,6.1,9.16668,6.875,8.125,5.777770000000001,6.225555333333334,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ALUNO-1148,2018.0,4,Quartzo,5.0,0.0,1.2,6.66667,2.5,5.0,4.5416725,3.0650015,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ALUNO-1149,2019.0,0,Ágata,5.0,9.0,10.0,9.50002,5.625,2.5,4.833325,7.029166999999999,0.0,2019.0,0.0,Ágata,5.0,5.4,4.2,9.0,7.5,5.0,6.3,5.825,0.0,,,,,,,,,,,,
ALUNO-1150,2018.0,1,Topázio,10.0,9.5,8.8,9.50002,7.5,7.916666666666668,7.61111,8.673890666666669,0.0,2018.0,1.0,Ametista,5.0,5.8,8.8,8.0,7.5,8.3,7.6,7.318,0.0,2018.0,1.0,Ametista,5.0,6.416666666666666,8.771929824561404,9.000020000000001,5.0,5.9375,8.25,7.181471298245615,0.0
ALUNO-1156,2019.0,3,Ametista,10.0,8.666666666666666,9.0,8.33334,7.5,7.8125,6.916665,8.281250333333332,0.0,2021.0,4.0,Ágata,10.0,6.5,5.3,8.8,5.6,7.0,6.2,6.73,0.0,2019.0,4.0,Quartzo,5.0,5.555555555555556,6.168615866891729,0.0,7.5,7.34375,6.166665,5.562542284489457,0.0
ALUNO-1158,2019.0,8,Ametista,10.0,8.4,10.0,9.58335,7.5,0.0,0.0,8.818335000000001,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ALUNO-1159,2019.0,3,Topázio,5.0,9.333333333333334,9.9,9.16668,6.875,8.125,8.944449999999998,8.552224666666667,1.0,2019.0,5.0,Ametista,5.0,8.6,8.3,8.8,7.5,8.3,8.4,8.014,0.0,2019.0,6.0,Ametista,5.0,6.844444444444444,9.00661079649251,9.16668,6.875,8.125,8.944446666666666,7.875768381520724,1.0
ALUNO-1161,2018.0,3,Ágata,5.0,4.666666666666667,7.8,10.00002,4.375,5.625,6.1249975,6.2183348333333335,0.0,2018.0,3.0,Ágata,5.0,6.9,6.1,7.9,3.8,5.8,8.1,6.458,0.0,2018.0,4.0,Ágata,5.0,6.5,7.333072100313479,8.33334,5.625,6.71875,7.2083375,6.775990920062696,0.0
ALUNO-1165,2019.0,2,Ametista,5.0,9.0,9.9,8.000020000000001,7.5,7.5,7.5,8.080002,0.0,2019.0,3.0,Ametista,5.0,7.2,8.6,7.9,7.5,7.7,8.9,7.765,0.0,2019.0,4.0,Ágata,5.0,6.666666666666667,6.449675324675325,6.66667,7.5,8.28125,7.7916675,6.926393898268398,0.0
ALUNO-1166,2017.0,2,Quartzo,5.0,4.0,6.3,9.50002,5.0,6.25,5.277776666666666,5.6905573333333335,0.0,2017.0,2.0,Quartzo,5.0,3.5,2.1,0.0,6.9,5.4,5.7,3.979,0.0,,,,,,,,,,,,
ALUNO-1167,2019.0,1,Ametista,10.0,4.5,8.7,9.50002,6.25,8.125,8.0,7.627502,0.0,2019.0,2.0,Ágata,10.0,1.8,6.3,10.0,7.5,6.9,6.2,6.294,0.0,2019.0,2.0,Ametista,10.0,3.5,8.887667887667888,8.000020000000001,7.5,6.458333333333334,7.555556666666667,7.184480244200245,0.0
ALUNO-1168,2020.0,1,Ametista,5.0,10.0,8.5,7.916679999999999,7.5,7.1875,7.916665,8.043751,0.0,2020.0,1.0,Ametista,5.0,6.9,9.6,9.5,7.5,8.1,9.0,8.104,1.0,2020.0,1.0,Ametista,5.0,6.666666666666666,8.27689594356261,8.91668,7.5,5.833333333333334,7.333333333333333,7.180380522045855,0.0
ALUNO-1170,2019.0,1,Ametista,10.0,9.0,8.3,8.000020000000001,7.5,7.1875,7.25,8.178752,0.0,2019.0,1.0,Quartzo,5.0,0.0,1.3,9.5,8.1,7.3,5.2,4.275,0.0,2019.0,1.0,Ágata,5.0,4.75,6.009891879457097,9.50002,7.5,5.625,6.833325,6.281145375891421,0.0
ALUNO-1171,2019.0,3,Topázio,10.0,8.333333333333334,9.5,9.58335,6.25,8.749999999999998,9.500006666666668,8.925003,1.0,2019.0,3.0,Topázio,10.0,9.2,8.9,8.8,6.3,9.2,9.9,9.025,1.0,2019.0,4.0,Topázio,10.0,7.911111111111111,9.895833333333334,8.33334,5.625,7.8125,9.5000075,8.63847438888889,1.0
ALUNO-1172,2018.0,1,Ágata,5.0,4.5,5.0,9.50002,7.5,7.1875,7.25,6.268752,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ALUNO-1173,2019.0,5,Quartzo,10.0,0.0,2.0,7.91667,3.75,6.875,5.833333333333335,4.420833666666667,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ALUNO-1174,2019.0,5,Ametista,10.0,5.0,7.0,7.08333,6.875,8.28125,8.8333375,7.3906255,1.0,2019.0,6.0,Ágata,10.0,6.0,7.2,8.3,3.8,6.7,6.3,6.775,0.0,2019.0,6.0,Quartzo,5.0,5.877777777777777,5.366847826086957,0.0,5.0,6.5625,5.222213333333333,4.949617787439614,0.0
ALUNO-1175,2020.0,1,Quartzo,5.0,0.0,5.1,8.500020000000001,7.5,7.916666666666668,7.277776666666666,5.367224,0.0,2020.0,1.0,Ágata,5.0,2.2,6.3,8.0,7.5,8.4,6.7,5.915,0.0,,,,,,,,,,,,
ALUNO-1176,2017.0,5,Ametista,10.0,6.333333333333333,8.0,8.75001,8.75,9.166666666666666,8.500003333333334,8.233335,0.0,2017.0,5.0,Ametista,5.0,8.5,6.9,9.2,8.1,8.4,9.3,8.003,1.0,2017.0,6.0,Topázio,5.0,8.555555555555555,8.940746753246753,9.16668,7.5,8.90625,9.833343333333334,8.523222128427129,1.0
ALUNO-1178,2019.0,2,Quartzo,5.0,4.25,3.1,8.000020000000001,6.875,7.1875,7.58333,5.692918,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ALUNO-1181,2019.0,0,Ametista,5.0,10.0,10.0,9.000020000000001,5.625,2.5,7.66667,7.745836000000001,0.0,2019.0,1.0,Ametista,5.0,7.6,9.6,9.0,5.6,8.1,8.7,7.961,0.0,2019.0,1.0,Ametista,5.0,7.083333333333334,9.444444444444445,8.500020000000001,7.5,5.833333333333334,7.333333333333333,7.455557555555556,0.0
ALUNO-1187,2019.0,2,Ágata,5.0,4.5,8.1,9.000020000000001,7.5,8.125,7.888886666666667,7.060279333333334,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ALUNO-1188,2019.0,7,Quartzo,10.0,4.333333333333333,1.0,7.91667,7.5,7.03125,5.75,5.461458666666667,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ALUNO-1189,2019.0,8,Topázio,10.0,9.4,10.0,9.58335,7.5,0.0,0.0,9.218335,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ALUNO-1190,2019.0,2,Ametista,10.0,8.0,9.6,8.500020000000001,6.875,6.875,6.777776666666665,8.100557333333333,0.0,2019.0,2.0,Ametista,5.0,6.1,8.8,8.5,7.5,8.1,8.3,7.554,0.0,2019.0,3.0,Ágata,10.0,5.000000000000001,7.413690476190476,7.91667,6.875,7.34375,6.166655,6.929611095238096,0.0
ALUNO-1191,2017.0,3,Ágata,10.0,3.333333333333333,9.5,7.91667,4.375,7.65625,6.333335,6.828125666666667,0.0,2021.0,3.0,Quartzo,10.0,1.9,2.5,7.5,4.4,7.1,4.2,4.615,0.0,2017.0,4.0,Topázio,10.0,7.888888888888889,9.333333333333334,7.5,5.0,8.28125,8.2916725,8.180903944444445,0.0
ALUNO-1193,2020.0,2,Ágata,10.0,3.75,6.8,9.000020000000001,7.5,7.083333333333333,7.222219999999999,6.912779333333333,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ALUNO-1195,2020.0,2,Ametista,10.0,7.0,8.8,8.500020000000001,7.5,8.4375,7.75,8.153752,0.0,2020.0,3.0,Topázio,10.0,7.4,8.6,9.2,7.5,7.9,8.3,8.322,0.0,2020.0,4.0,Topázio,10.0,7.955555555555556,9.419934640522875,7.5,8.125,8.75,8.6666725,8.645932539215686,1.0
ALUNO-1197,2016.0,6,Ametista,10.0,5.333333333333333,8.8,8.75001,6.25,8.4375,8.2500025,7.820418166666667,0.0,2016.0,7.0,Ametista,10.0,7.8,8.3,8.3,7.5,7.8,7.3,8.04,0.0,,,,,,,,,,,,
ALUNO-1198,2020.0,1,Ágata,5.0,7.5,5.8,9.000020000000001,5.0,7.083333333333333,7.611106666666666,6.790556666666666,0.0,2020.0,2.0,Quartzo,5.0,2.4,3.3,9.5,5.0,6.7,5.3,4.814,0.0,,,,,,,,,,,,
ALUNO-1200,2018.0,6,Ametista,10.0,5.833333333333333,7.6,7.91667,6.25,7.5,8.333332500000001,7.520000166666668,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ALUNO-1205,2019.0,1,Topázio,10.0,10.0,9.5,7.00002,7.5,8.125,9.000005,8.962503,1.0,2019.0,2.0,Ametista,10.0,5.5,9.2,8.5,7.5,7.3,8.9,8.04,0.0,,,,,,,,,,,,
ALUNO-1215,2019.0,1,Topázio,5.0,10.0,9.5,10.00002,7.5,7.5,9.000005,8.700003,1.0,2021.0,1.0,Ametista,5.0,6.3,10.0,9.5,2.5,7.5,8.4,7.401,0.0,2019.0,2.0,Ametista,5.0,8.5,10.0,9.000020000000001,5.625,6.458333333333334,8.000003333333334,7.908336,0.0
ALUNO-1216,2019.0,8,Ágata,10.0,9.4,0.0,9.58335,7.5,0.0,0.0,7.218335,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ALUNO-1217,2016.0,3,Ametista,10.0,8.0,8.8,8.33334,4.375,9.375,9.37501,8.443336,1.0,2016.0,3.0,Ametista,5.0,7.6,8.6,8.8,7.5,9.2,9.5,8.181,1.0,2016.0,4.0,Ametista,5.0,8.533333333333333,7.775967329428265,7.91667,6.25,8.90625,8.83334,7.83582013255232,1.0
ALUNO-1218,2017.0,7,Topázio,10.0,7.5,9.5,9.16668,7.5,8.90625,9.416675,8.840628,1.0,,,,,,,,,,,,,,,,,,,,,,,,
ALUNO-1219,2017.0,4,Ametista,10.0,3.8333333333333335,9.7,8.33334,7.5,8.958333333333332,8.944453333333334,7.974724666666667,1.0,2017.0,5.0,Ametista,10.0,7.9,7.5,7.9,7.5,8.6,8.6,8.201,0.0,2017.0,5.0,Ametista,10.0,8.055555555555555,8.36904761904762,6.66666,7.5,6.041666666666666,8.500005,8.005754301587302,1.0
ALUNO-1222,2016.0,7,Ametista,10.0,7.0,6.6,9.16668,6.875,7.34375,7.374995,7.533542000000001,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ALUNO-1223,2019.0,1,Ametista,5.0,9.5,8.6,8.500020000000001,7.5,8.75,8.77778,8.350558,1.0,2019.0,2.0,Ágata,5.0,4.7,8.3,6.8,8.1,8.1,6.8,6.779,0.0,2019.0,3.0,Ágata,10.0,5.944444444444444,6.862082362082362,6.66666,7.5,7.03125,5.62499,6.806094361305362,0.0
ALUNO-1225,2019.0,2,Quartzo,5.0,0.0,8.0,6.91668,7.5,8.541666666666666,7.944446666666668,5.984724,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ALUNO-1226,2019.0,1,Ametista,5.0,9.5,8.1,9.50002,5.625,8.75,8.611113333333334,8.129724666666666,0.0,2019.0,2.0,Ágata,5.0,4.7,8.3,5.3,8.1,8.1,6.8,6.621,0.0,2019.0,3.0,Ágata,10.0,4.0,6.826368076368077,8.75001,7.5,7.03125,5.62499,6.618397615273615,0.0
ALUNO-1228,2019.0,2,Ametista,10.0,6.5,8.5,6.91668,7.5,7.916666666666667,6.833329999999999,7.600000666666666,0.0,2019.0,3.0,Quartzo,10.0,3.1,0.6,0.0,7.5,6.3,2.5,3.603,0.0,,,,,,,,,,,,
ALUNO-1229,2018.0,1,Ametista,10.0,8.0,9.2,9.50002,5.625,5.208333333333333,7.222216666666665,7.917778666666665,0.0,2018.0,1.0,Ágata,5.0,0.7,5.8,9.5,4.4,8.1,7.9,5.588,0.0,,,,,,,,,,,,
ALUNO-1230,2017.0,3,Ametista,10.0,4.666666666666667,9.7,6.24999,7.5,8.4375,7.375,7.567082333333333,0.0,2017.0,4.0,Ametista,10.0,5.8,8.6,7.1,6.9,8.1,8.1,7.714,0.0,2017.0,4.0,Topázio,10.0,7.611111111111111,9.788793103448276,7.08333,5.625,8.125,7.5,8.063313842911878,0.0
ALUNO-1231,2017.0,2,Quartzo,5.0,7.0,7.0,0.0,4.375,6.666666666666666,7.999996666666666,6.0041660000000014,0.0,2017.0,2.0,Quartzo,5.0,3.1,1.7,0.0,6.3,7.5,6.5,4.133,0.0,2017.0,2.0,Quartzo,5.0,2.833333333333333,5.698729582577132,9.000020000000001,6.875,6.25,7.166663333333333,5.852247249848761,0.0
ALUNO-1232,2019.0,2,Quartzo,5.0,0.0,8.2,9.50002,7.5,7.1875,7.249995,6.008751,0.0,2019.0,2.0,Quartzo,5.0,0.9,0.8,0.0,7.5,6.3,2.5,2.717,0.0,,,,,,,,,,,,
ALUNO-1237,2019.0,2,Ágata,5.0,5.5,8.3,7.916679999999999,7.5,7.5,7.166663333333332,6.985000666666667,0.0,2021.0,3.0,Quartzo,5.0,2.3,2.2,6.7,7.5,7.1,4.2,4.372,0.0,2019.0,3.0,Quartzo,5.0,3.733333333333334,5.604166666666667,5.83332,7.5,7.34375,4.4166625,5.3185395,0.0
ALUNO-1238,2018.0,1,Topázio,10.0,10.0,8.8,7.416679999999999,7.5,6.875,8.0,8.539168,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ALUNO-1241,2018.0,2,Quartzo,10.0,0.0,2.1,0.0,7.5,6.875,6.611106666666666,4.179721333333333,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ALUNO-1244,2019.0,1,Topázio,10.0,9.5,8.9,9.50002,7.5,8.125,7.75,8.742502000000002,0.0,2019.0,1.0,Ametista,5.0,5.8,8.8,10.0,7.5,7.5,7.4,7.389,0.0,2019.0,1.0,Ametista,5.0,8.416666666666666,7.962962962962963,9.50002,7.5,6.041666666666667,7.555556666666667,7.591205925925927,0.0
ALUNO-1248,2017.0,3,Ametista,10.0,7.666666666666667,9.2,9.16668,6.875,8.541666666666666,8.055553333333332,8.442778666666666,0.0,2017.0,3.0,Ágata,5.0,6.5,3.9,9.2,5.6,7.7,6.1,6.047,0.0,2017.0,4.0,Quartzo,5.0,3.711111111111112,0.0,0.0,5.0,5.3125,3.79167,3.031806222222222,0.0
ALUNO-1249,2017.0,5,Ametista,10.0,6.0,7.9,9.16668,6.25,8.59375,9.125005,8.006044,1.0,,,,,,,,,,,,,,,,,,,,,,,,
ALUNO-1250,2019.0,3,Ágata,10.0,3.333333333333333,5.0,6.66666,7.5,8.125,7.94444,6.484720666666667,0.0,2019.0,3.0,Ágata,5.0,5.8,5.8,6.7,6.9,7.5,7.1,6.343,0.0,2019.0,4.0,Ágata,5.0,4.388888888888888,6.22254004576659,7.91667,7.5,7.03125,6.0416625,6.075410286931096,0.0
ALUNO-1251,2020.0,3,Ametista,5.0,7.666666666666667,6.7,9.16668,10.0,7.65625,7.7916675,7.613959833333333,0.0,2020.0,3.0,Ametista,10.0,8.1,7.2,8.8,6.3,7.5,7.4,7.789,0.0,2020.0,4.0,Topázio,10.0,8.055555555555555,8.975313479623823,9.16668,6.25,7.96875,7.541665,8.253049807035875,0.0
ALUNO-1252,2018.0,6,Quartzo,10.0,3.1666666666666665,6.5,0.0,7.5,7.1875,6.9999975,5.802082833333333,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ALUNO-1253,2019.0,0,Ametista,5.0,10.0,10.0,8.500020000000001,5.625,2.5,6.3333200000000005,7.429166,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ALUNO-1254,2018.0,2,Ágata,5.0,8.0,3.5,8.500020000000001,6.875,7.8125,7.0,6.518752000000001,0.0,2018.0,3.0,Ametista,10.0,6.8,5.8,9.2,7.5,7.5,7.2,7.379,0.0,,,,,,,,,,,,
