NOME,ANO_INGRESSO_2020,FASE_2020,PEDRA_2020,IAN_2020,IDA_2020,IEG_2020,IAA_2020,IPS_2020,IPP_2020,IPV_2020,INDE_2020,PONTO_VIRADA_2020,ANO_INGRESSO_2021,FASE_2021,PEDRA_2021,IAN_2021,IDA_2021,IEG_2021,IAA_2021,IPS_2021,IPP_2021,IPV_2021,INDE_2021,PONTO_VIRADA_2021,ANO_INGRESSO_2022,FASE_2022,PEDRA_2022,IAN_2022,IDA_2022,IEG_2022,IAA_2022,IPS_2022,IPP_2022,IPV_2022,INDE_2022,PONTO_VIRADA_2022
ALUNO-483,2018.0,2,Ametista,10.0,8.0,9.6,9.50002,5.0,7.708333333333334,8.16667,8.374169333333333,0.0,2018.0,2.0,Ametista,5.0,8.1,8.3,9.5,5.0,7.9,8.1,7.644,0.0,2018.0,3.0,Topázio,10.0,8.166666666666666,9.666666666666666,9.58335,5.625,8.4375,8.70834,8.672919666666665,1.0
ALUNO-484,2016.0,8,Quartzo,10.0,7.8,0.0,9.58335,3.125,0.0,0.0,5.703335,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ALUNO-486,2019.0,2,Quartzo,5.0,0.5,9.0,9.000020000000001,5.0,5.625,7.5,5.862502000000001,0.0,2021.0,2.0,Quartzo,5.0,6.0,6.3,0.0,7.5,6.7,5.7,5.511,0.0,2019.0,3.0,Quartzo,5.0,6.0,4.775329529805234,0.0,5.625,5.3125,3.7500075,4.498817405961047,0.0
ALUNO-487,2019.0,0,Topázio,10.0,10.0,10.0,9.50002,7.5,7.8125,6.49999,8.78125,0.0,2019.0,0.0,Ametista,5.0,7.1,6.7,10.0,7.5,7.8,8.3,7.44,0.0,,,,,,,,,,,,
ALUNO-488,2019.0,3,Ágata,10.0,5.666666666666667,4.2,10.00002,6.875,7.291666666666667,5.611103333333335,6.512222666666668,0.0,2019.0,3.0,Ágata,5.0,3.0,5.3,8.3,7.5,7.1,5.5,5.539,0.0,,,,,,,,,,,,
ALUNO-490,2016.0,3,Ametista,5.0,8.666666666666666,8.5,9.58335,6.875,7.65625,8.29167,8.003127333333333,0.0,2021.0,4.0,Ametista,5.0,6.5,7.8,8.8,6.9,7.3,7.0,7.044,0.0,2016.0,4.0,Ágata,2.5,6.722222222222222,8.243464052287582,7.91667,5.625,7.65625,7.416665,6.846262254901961,0.0
ALUNO-491,2019.0,1,Ágata,5.0,10.0,2.3,8.500020000000001,7.5,7.1875,6.91666,6.662084,0.0,,,,,,,,,,,,,2022.0,2.0,Ametista,5.0,5.5,9.444444444444445,9.50002,7.5,6.25,6.833329999999998,7.180556888888889,0.0
ALUNO-492,2018.0,7,Ametista,10.0,5.833333333333333,8.1,6.66666,7.5,7.65625,8.166665,7.602290666666668,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ALUNO-495,2019.0,8,Ametista,10.0,8.4,10.0,7.91667,7.5,0.0,0.0,8.651667,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ALUNO-496,2018.0,3,Topázio,10.0,7.666666666666667,9.5,10.00002,7.5,7.96875,8.5416725,8.688544833333335,0.0,2021.0,4.0,Ametista,10.0,7.5,6.7,9.6,7.5,8.3,7.7,7.895,0.0,2018.0,5.0,Ametista,10.0,6.155555555555555,8.87797619047619,9.58335,7.5,6.458333333333334,7.5,7.860874682539682,0.0
ALUNO-499,2017.0,1,Ametista,5.0,9.0,8.7,9.50002,10.0,7.1875,8.0,8.308752,0.0,2017.0,2.0,Ametista,5.0,7.1,7.1,9.0,7.5,7.5,8.8,7.497,0.0,2017.0,2.0,Ametista,5.0,7.5,8.977072310405644,9.50002,8.125,6.25,8.500003333333334,7.882917128747796,1.0
ALUNO-500,2019.0,6,Ametista,10.0,4.833333333333333,8.5,9.16668,7.5,7.96875,8.208335,7.771876666666667,0.0,2019.0,7.0,Ametista,10.0,6.4,8.9,9.2,5.6,8.1,7.6,7.878,0.0,,,,,,,,,,,,
ALUNO-502,2018.0,4,Ametista,10.0,6.666666666666667,8.5,8.75001,7.5,8.541666666666666,8.333333333333334,8.179167666666668,0.0,2018.0,4.0,Ágata,10.0,3.9,4.7,10.0,7.5,8.8,7.5,6.853,0.0,2018.0,4.0,Ametista,5.0,4.411111111111111,8.33137408568443,10.00002,9.375,8.125,7.7916625,7.356831539359108,0.0
ALUNO-503,2020.0,0,Ágata,10.0,5.75,10.0,9.000020000000001,7.5,2.5,5.916675,7.233337000000001,0.0,2021.0,0.0,Ametista,5.0,6.9,10.0,9.5,7.5,7.5,8.4,8.008,0.0,2020.0,1.0,Ametista,5.0,8.166666666666666,10.0,8.500020000000001,7.5,6.041666666666667,7.444443333333333,7.826390666666667,0.0
ALUNO-506,2020.0,0,Topázio,10.0,10.0,10.0,8.500020000000001,7.5,7.5,7.166665,8.783335000000001,0.0,2020.0,0.0,#NULO!,10.0,4.1,0.0,7.4,5.0,0.0,0.0,,0.0,,,,,,,,,,,,
ALUNO-507,2016.0,3,Ametista,10.0,7.666666666666667,8.8,9.58335,5.0,8.125,7.222219999999999,8.008612333333332,0.0,2016.0,4.0,Ágata,10.0,2.8,3.9,9.6,5.0,7.2,5.3,5.58,0.0,2016.0,4.0,Ágata,5.0,5.577777777777778,7.961309523809524,9.58335,5.625,7.34375,6.3749925,6.738025960317461,0.0
ALUNO-509,2018.0,7,Ametista,10.0,6.333333333333333,9.5,7.91667,7.5,7.65625,8.7083375,8.215626166666667,1.0,,,,,,,,,,,,,,,,,,,,,,,,
ALUNO-512,2019.0,3,Ametista,5.0,8.333333333333334,10.0,8.75001,4.375,9.791666666666666,9.222226666666666,8.302779666666668,1.0,2019.0,4.0,Ametista,5.0,7.0,8.6,8.3,7.5,8.8,9.5,7.972,1.0,,,,,,,,,,,,
ALUNO-513,2020.0,1,Topázio,10.0,10.0,9.4,7.416679999999999,7.5,8.125,7.75,8.734168,0.0,2020.0,1.0,Ametista,5.0,6.1,7.5,8.5,7.5,7.7,8.4,7.285,0.0,2020.0,1.0,Topázio,5.0,8.5,9.2330779054917,10.00002,7.5,6.5625,8.83334,8.219535581098341,1.0
ALUNO-515,2019.0,5,Ametista,10.0,6.333333333333333,9.1,6.66666,6.875,7.96875,6.41666,7.521039666666667,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ALUNO-517,2020.0,5,Ágata,10.0,6.333333333333333,3.1,9.16668,7.5,8.333333333333334,7.833336666666668,6.953335333333333,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ALUNO-518,2019.0,6,Ametista,10.0,7.333333333333333,9.2,8.75001,7.5,7.96875,7.9583325,8.320209166666666,0.0,2019.0,7.0,Ametista,10.0,7.9,6.7,9.6,7.5,8.1,7.7,7.971,0.0,,,,,,,,,,,,
ALUNO-520,2018.0,2,Ametista,10.0,6.0,9.6,7.416679999999999,6.25,8.75,9.05556,8.17278,1.0,2018.0,3.0,Topázio,10.0,7.2,9.7,7.9,5.6,9.0,8.9,8.414,0.0,2018.0,4.0,Topázio,10.0,7.744444444444444,10.0,7.5,6.25,7.34375,8.29167,8.31659788888889,0.0
ALUNO-521,2018.0,1,Topázio,5.0,10.0,8.5,8.500020000000001,10.0,8.75,8.611113333333334,8.647224666666666,0.0,2018.0,2.0,Ametista,10.0,5.3,4.6,9.5,7.5,8.5,8.7,7.254,0.0,2018.0,2.0,Ágata,5.0,6.666666666666666,7.375612892854272,8.500020000000001,6.25,6.666666666666666,7.5,6.950124578570855,0.0
ALUNO-522,2018.0,1,Ametista,5.0,6.5,9.3,8.500020000000001,7.5,7.1875,7.583335,7.495419,0.0,2018.0,2.0,Ágata,5.0,3.8,4.2,8.5,7.5,7.5,7.1,5.868,0.0,2018.0,2.0,Quartzo,5.0,4.466666666666667,4.280096793708409,8.500020000000001,7.5,5.416666666666667,7.333330000000001,5.857687358741682,0.0
ALUNO-524,2020.0,0,Ametista,5.0,9.5,10.0,9.000020000000001,7.5,8.125,7.5,8.362502000000001,0.0,2020.0,1.0,Topázio,5.0,8.4,9.2,9.5,7.5,8.8,9.6,8.494,1.0,2020.0,1.0,Topázio,5.0,8.166666666666668,9.86111111111111,9.50002,7.5,6.666666666666666,8.944446666666666,8.261113555555557,1.0
ALUNO-527,2017.0,5,Ametista,5.0,6.666666666666667,8.5,9.16668,6.875,8.90625,9.375007500000002,7.903127833333334,1.0,2017.0,6.0,Ametista,5.0,7.1,7.2,9.2,7.5,8.6,8.7,7.62,0.0,2017.0,7.0,Ágata,5.0,7.633333333333333,8.400490196078431,0.0,7.5,8.28125,7.666670000000002,6.818223705882353,0.0
ALUNO-530,2020.0,1,Quartzo,5.0,0.0,3.3,9.000020000000001,7.5,7.1875,7.58333,5.045418000000001,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ALUNO-531,2019.0,4,Ametista,5.0,5.0,9.8,8.33334,7.5,7.916666666666668,8.72223,7.579446666666667,1.0,2019.0,5.0,Ametista,5.0,5.7,8.3,8.8,7.5,7.8,7.5,7.223,0.0,,,,,,,,,,,,
ALUNO-533,2019.0,2,Quartzo,5.0,0.0,6.7,9.50002,6.875,7.916666666666668,6.833326666666666,5.635834000000001,0.0,2019.0,3.0,Ágata,5.0,4.9,5.3,9.2,7.5,7.8,4.9,5.956,0.0,,,,,,,,,,,,
ALUNO-534,2019.0,0,Ametista,5.0,10.0,10.0,9.000020000000001,6.25,7.8125,7.5,8.306252,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ALUNO-535,2019.0,1,Ágata,2.5,7.5,8.5,9.000020000000001,5.625,5.625,7.416665,6.958335,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ALUNO-540,2018.0,1,Ametista,5.0,7.0,8.1,8.500020000000001,7.5,8.125,7.75,7.482502,0.0,2018.0,2.0,Ágata,5.0,4.5,5.4,8.5,7.5,7.5,6.2,6.078,0.0,,,,,,,,,,,,
ALUNO-541,2019.0,3,Topázio,10.0,9.666666666666666,9.9,9.16668,6.875,7.916666666666667,8.944446666666666,9.098057333333331,1.0,2019.0,4.0,Ametista,10.0,6.8,6.9,9.2,7.5,8.1,8.0,7.835,0.0,2019.0,5.0,Ágata,10.0,4.777777777777778,7.945767195767196,8.33334,5.625,5.625,6.08333,6.719708994708995,0.0
ALUNO-544,2019.0,2,Ágata,5.0,5.5,7.6,9.50002,3.75,7.5,7.555549999999998,6.706112,0.0,2019.0,2.0,Ametista,5.0,6.7,7.9,9.0,6.3,8.1,7.7,7.292,0.0,2019.0,3.0,Ágata,5.0,5.833333333333333,6.916872529644269,8.33334,6.875,7.34375,6.111103333333335,6.527470839262188,0.0
ALUNO-545,2020.0,1,Ágata,5.0,5.0,6.9,8.500020000000001,7.5,7.291666666666667,7.666666666666666,6.742502000000001,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ALUNO-546,2018.0,5,Quartzo,2.5,4.666666666666667,5.4,8.33335,3.125,5.416666666666667,4.888896666666667,4.928614333333334,0.0,2018.0,6.0,Ágata,5.0,4.0,7.2,10.0,2.5,4.6,6.3,5.728,0.0,2018.0,7.0,Quartzo,5.0,1.588888888888889,4.63109243697479,7.08334,6.25,4.53125,6.277773333333335,4.786009931839403,0.0
ALUNO-547,2018.0,4,Ágata,10.0,6.0,6.6,8.33334,5.0,8.333333333333332,7.944450000000002,7.275557333333333,0.0,2018.0,4.0,Ágata,5.0,7.1,6.4,7.5,6.3,8.0,7.1,6.8,0.0,,,,,,,,,,,,
ALUNO-549,2017.0,3,Quartzo,10.0,0.0,1.7,7.50001,4.375,7.96875,6.2916625,4.5827085,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ALUNO-552,2019.0,2,Quartzo,5.0,3.0,8.7,0.0,6.875,7.916666666666668,7.055553333333332,5.730277333333333,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ALUNO-555,2019.0,1,Ametista,5.0,7.5,9.5,8.500020000000001,7.5,7.5,7.833333333333333,7.816668666666667,0.0,2019.0,2.0,Topázio,10.0,6.6,10.0,7.4,8.1,8.5,8.8,8.489,0.0,,,,,,,,,,,,
ALUNO-557,2018.0,2,Ametista,5.0,7.5,8.5,9.50002,6.25,8.4375,7.916665,7.702085,0.0,2018.0,2.0,Ametista,5.0,5.9,8.3,9.0,6.9,8.1,8.9,7.543,0.0,2018.0,3.0,Quartzo,5.0,3.0,5.291071428571428,9.16668,7.5,6.875,5.833325,5.679047285714286,0.0
ALUNO-559,2019.0,2,Quartzo,5.0,4.0,4.3,8.500020000000001,7.5,6.5625,7.249995,5.866251,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ALUNO-560,2019.0,1,Ágata,5.0,7.5,5.3,8.91668,7.5,6.875,7.333333333333333,6.8558346666666665,0.0,2019.0,2.0,Ágata,10.0,3.2,4.6,9.5,7.5,8.1,7.1,6.489,0.0,2019.0,2.0,Quartzo,5.0,2.966666666666667,3.7,9.000020000000001,5.0,5.833333333333334,7.222223333333333,5.261113333333334,0.0
ALUNO-561,2019.0,3,Quartzo,10.0,1.1666666666666667,5.5,7.5,7.5,8.125,6.833326666666666,6.012498666666668,0.0,2019.0,3.0,Quartzo,5.0,4.0,1.1,7.9,7.5,6.9,4.9,4.74,0.0,2019.0,3.0,Quartzo,2.5,6.0,5.788982259570494,7.5,5.625,7.5,6.58333,5.986962451914099,0.0
ALUNO-562,2019.0,2,Ametista,10.0,6.25,9.7,8.000020000000001,7.5,9.166666666666666,8.500003333333334,8.356669333333334,0.0,2019.0,2.0,Topázio,10.0,9.2,7.9,7.5,7.5,8.8,8.1,8.418,0.0,2019.0,3.0,Ametista,10.0,8.144444444444444,8.282051282051283,7.91667,7.5,7.1875,6.999995,7.945715145299146,0.0
ALUNO-564,2019.0,3,Ametista,10.0,9.0,4.0,9.58335,5.0,7.96875,7.1666675,7.288543499999999,0.0,2021.0,4.0,Ágata,10.0,2.8,3.9,10.0,7.5,7.2,4.8,5.755,0.0,,,,,,,,,,,,
ALUNO-568,2017.0,3,Ametista,5.0,7.333333333333333,9.7,8.33334,7.5,8.125,7.111103333333333,7.724721333333334,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ALUNO-569,2020.0,0,Topázio,10.0,10.0,10.0,9.50002,7.5,7.5,8.91667,9.233336,1.0,2021.0,1.0,Topázio,10.0,7.0,10.0,10.0,7.5,7.5,8.7,8.644,0.0,2020.0,1.0,Topázio,5.0,9.5,10.0,9.000020000000001,7.5,6.041666666666667,7.88889,8.231946666666667,0.0
ALUNO-570,2019.0,1,Ametista,5.0,10.0,6.3,9.000020000000001,7.5,7.5,7.61111,7.682224000000001,0.0,2019.0,1.0,Quartzo,5.0,2.0,3.3,9.5,7.5,7.7,5.1,5.049,0.0,,,,,,,,,,,,
ALUNO-574,2019.0,5,Ametista,5.0,7.666666666666667,8.4,9.58335,6.875,8.125,7.33333,7.638334333333334,0.0,2019.0,6.0,Ametista,5.0,5.7,8.6,8.8,7.5,8.0,7.8,7.336,0.0,2019.0,7.0,Topázio,5.0,6.722222222222221,9.477941176470589,8.75001,7.5,8.4375,9.500003333333332,8.108784346405228,1.0
ALUNO-577,2019.0,1,Quartzo,5.0,0.0,5.0,7.50002,7.5,7.291666666666667,7.833333333333333,5.295835333333334,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ALUNO-579,2017.0,2,Ametista,10.0,6.5,8.5,9.000020000000001,6.25,5.0,9.083335,7.841669,1.0,2017.0,2.0,Ametista,10.0,5.4,6.3,8.5,7.5,7.5,8.2,7.332,0.0,2017.0,2.0,Ametista,5.0,8.083333333333332,8.354978354978355,9.000020000000001,6.25,6.458333333333334,8.000003333333334,7.558498337662337,0.0
ALUNO-581,2018.0,4,Quartzo,5.0,0.0,1.9,8.75001,7.5,7.916666666666668,7.222223333333334,4.741112333333334,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ALUNO-583,2019.0,4,Ametista,10.0,7.666666666666667,6.2,7.08334,6.875,7.96875,7.2916675,7.424375833333333,0.0,2019.0,4.0,Ágata,5.0,5.8,5.6,6.7,7.5,7.7,7.9,6.535,0.0,2019.0,5.0,Quartzo,5.0,4.333333333333333,6.513723544973545,6.25,5.625,4.375,5.958335,5.486078375661376,0.0
ALUNO-585,2018.0,1,Ágata,2.5,6.0,8.0,9.000020000000001,4.375,5.208333333333333,8.055553333333332,6.519446,0.0,2018.0,2.0,Quartzo,2.5,0.4,1.3,0.0,4.4,6.6,5.3,2.735,0.0,2018.0,2.0,Quartzo,2.5,4.583333333333334,5.396249243799152,10.00002,5.0,4.166666666666667,6.777776666666666,5.518140515426498,0.0
ALUNO-586,2020.0,1,Ametista,5.0,10.0,8.1,8.500020000000001,7.5,7.291666666666667,7.666666666666666,7.982502,0.0,2020.0,1.0,Ametista,5.0,7.1,9.6,8.5,7.5,8.1,8.9,8.019,0.0,2020.0,2.0,Ametista,5.0,6.333333333333334,9.314954051796157,9.50002,7.5,6.25,7.5,7.454659477025898,0.0
ALUNO-588,2019.0,0,Topázio,10.0,7.5,10.0,10.00002,7.5,7.8125,8.16667,8.664586,0.0,2019.0,1.0,Topázio,10.0,7.8,9.6,10.0,7.5,8.8,8.9,8.881,0.0,2019.0,1.0,Ametista,5.0,7.0,9.48611111111111,8.500020000000001,5.625,5.9375,7.5,7.303474222222222,0.0
ALUNO-589,2019.0,1,Ametista,5.0,8.0,8.3,8.41668,7.5,5.416666666666666,7.5,7.393334666666667,0.0,2019.0,1.0,Ametista,5.0,6.4,8.3,7.4,7.5,8.1,8.3,7.413,0.0,,,,,,,,,,,,
ALUNO-594,2020.0,1,Ametista,5.0,9.0,8.8,9.000020000000001,6.875,7.291666666666667,7.944443333333333,7.965557333333334,0.0,2020.0,1.0,Ametista,5.0,4.8,9.2,9.5,7.5,7.9,8.4,7.476,0.0,2020.0,1.0,Topázio,5.0,9.166666666666666,9.217813051146384,9.000020000000001,7.5,5.833333333333334,8.555563333333334,8.12134394356261,1.0
ALUNO-597,2019.0,7,Quartzo,10.0,5.5,3.7,6.24999,5.625,5.78125,6.1666675,5.838957500000001,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ALUNO-598,2019.0,4,Quartzo,5.0,1.6666666666666667,7.0,9.58335,7.5,7.1875,6.8333325,6.027084833333334,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ALUNO-599,2019.0,8,Ágata,10.0,8.5,0.0,7.91667,6.875,0.0,0.0,6.566667000000001,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ALUNO-601,2019.0,6,Quartzo,10.0,2.6666666666666665,5.1,0.0,6.875,7.34375,6.5416625,5.283540833333333,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ALUNO-602,2019.0,0,Ágata,5.0,8.0,9.4,3.4999800000000003,4.375,7.8125,3.25001,6.19875,0.0,2021.0,1.0,Quartzo,5.0,2.3,4.6,0.0,7.5,8.4,7.3,4.94,0.0,2019.0,1.0,Quartzo,5.0,2.25,3.838441890166029,9.50002,5.0,4.375,6.833325,4.971855378033206,0.0
ALUNO-603,2018.0,1,Quartzo,5.0,3.0,8.1,6.33335,5.0,6.041666666666667,8.05555,6.068611666666667,0.0,2018.0,1.0,Ágata,5.0,3.3,9.2,0.0,3.1,8.1,8.3,5.787,0.0,2018.0,2.0,Quartzo,5.0,2.333333333333333,8.61111111111111,9.50002,5.0,3.333333333333333,5.444436666666668,5.561111555555557,0.0
ALUNO-604,2018.0,7,Ametista,10.0,7.333333333333333,9.7,8.75001,7.5,7.96875,8.208337499999999,8.470210166666668,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ALUNO-605,2017.0,2,Ametista,5.0,8.0,7.1,9.000020000000001,7.5,7.5,7.111106666666665,7.342223333333333,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ALUNO-606,2018.0,5,Ametista,5.0,6.666666666666667,9.6,9.16668,6.25,7.03125,7.7916625,7.556458833333334,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ALUNO-608,2017.0,4,Ametista,10.0,7.0,6.3,7.91667,6.875,8.749999999999998,7.833336666666668,7.580834333333334,0.0,2017.0,4.0,Ametista,5.0,8.5,7.2,7.1,5.0,7.7,8.5,7.31,0.0,2017.0,5.0,Ágata,5.0,7.466666666666666,7.560897435897437,7.08333,5.625,5.0,6.500005,6.576346820512821,0.0
ALUNO-609,2020.0,8,Ágata,10.0,8.3,0.0,8.75001,6.875,0.0,0.0,6.570001,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ALUNO-611,2016.0,7,Ametista,10.0,5.666666666666667,8.5,9.16668,5.625,7.03125,7.20833,7.457292333333335,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ALUNO-613,2018.0,1,Ágata,5.0,4.0,8.4,9.50002,5.0,5.416666666666666,7.944443333333333,6.560557333333334,0.0,2018.0,1.0,Ametista,5.0,5.5,9.2,9.5,3.1,8.3,8.3,7.196,0.0,2018.0,2.0,Ágata,10.0,3.083333333333333,7.233445566778901,9.000020000000001,5.0,6.458333333333334,7.777776666666667,6.664746446689114,0.0
ALUNO-614,2018.0,6,Quartzo,10.0,5.333333333333333,3.0,0.0,6.875,7.5,6.9999975,5.504166166666667,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ALUNO-615,2019.0,0,Topázio,10.0,10.0,10.0,9.000020000000001,7.5,10.0,9.833345,9.616671,1.0,2019.0,1.0,Topázio,10.0,7.4,8.8,9.0,7.5,7.5,8.7,8.358,0.0,2019.0,1.0,Topázio,5.0,8.916666666666668,9.03230203080278,10.00002,7.5,6.875,9.05556,8.33840773949389,1.0
ALUNO-616,2019.0,7,Ametista,5.0,6.0,8.7,10.00002,7.5,8.75,8.41667,7.748336,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ALUNO-618,2017.0,2,Quartzo,2.5,0.0,4.0,9.50002,4.375,6.666666666666666,7.055549999999999,4.515278666666667,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ALUNO-619,2019.0,2,Ametista,10.0,4.5,9.7,9.000020000000001,7.5,7.291666666666667,7.61111,7.741390666666668,0.0,2019.0,2.0,Ágata,10.0,4.6,5.0,7.9,7.5,7.7,7.2,6.682,0.0,,,,,,,,,,,,
ALUNO-622,2018.0,3,Ágata,10.0,5.333333333333333,4.2,10.00002,7.5,7.083333333333334,5.611103333333335,6.487222666666668,0.0,2018.0,3.0,Quartzo,10.0,0.7,3.6,10.0,7.5,6.9,4.5,5.193,0.0,2018.0,3.0,Quartzo,5.0,0.8888888888888888,2.816666666666667,9.16668,7.5,5.9375,3.875,4.276529111111112,0.0
ALUNO-624,2019.0,3,Quartzo,5.0,6.666666666666667,3.4,7.5,2.5,6.249999999999999,5.444433333333334,5.227220000000001,0.0,2019.0,3.0,Ágata,2.5,5.1,5.0,7.1,7.5,7.1,6.5,5.742,0.0,2019.0,4.0,Quartzo,2.5,1.444444444444444,3.536931818181818,7.08334,5.0,5.0,3.916675,3.737944252525253,0.0
ALUNO-625,2019.0,1,Quartzo,5.0,0.0,7.3,8.500020000000001,6.25,7.5,8.0,5.785002,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ALUNO-626,2017.0,3,Ágata,10.0,5.666666666666667,6.0,7.91667,7.5,7.65625,7.0416675,7.048958833333334,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ALUNO-629,2018.0,8,Ágata,10.0,9.0,0.0,9.16668,7.5,0.0,0.0,7.016667999999999,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ALUNO-630,2018.0,8,Ágata,10.0,9.1,0.0,8.75001,6.875,0.0,0.0,6.890001000000001,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ALUNO-631,2018.0,2,Ágata,5.0,3.5,8.5,9.50002,3.125,6.041666666666667,7.555549999999998,6.277778666666666,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ALUNO-634,2018.0,1,Ágata,5.0,7.5,7.1,6.91668,4.375,2.8125,6.58333,6.147084,0.0,2018.0,1.0,Quartzo,5.0,2.4,2.1,6.3,6.3,4.4,3.3,3.754,0.0,2018.0,2.0,Quartzo,5.0,2.916666666666667,5.833333333333334,8.000020000000001,3.75,4.791666666666667,6.722216666666666,5.248612,0.0
ALUNO-635,2017.0,5,Quartzo,10.0,4.333333333333333,6.7,6.25001,4.375,7.1875,5.083325,6.004582666666666,0.0,2017.0,5.0,Quartzo,5.0,4.8,3.3,4.6,5.0,5.9,4.0,4.494,0.0,,,,,,,,,,,,
ALUNO-636,2019.0,5,Quartzo,5.0,6.0,3.7,7.08334,7.5,6.875,5.611113333333333,5.708056666666667,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ALUNO-638,2019.0,1,Ágata,5.0,8.5,9.2,9.000020000000001,5.0,2.5,6.08333,6.906668,0.0,2019.0,2.0,Ágata,5.0,6.1,6.3,8.5,6.9,7.5,7.7,6.783,0.0,2019.0,3.0,Quartzo,5.0,1.777777777777778,3.63610347985348,9.16668,5.0,5.625,3.75,4.311944251526252,0.0
ALUNO-639,2019.0,2,Quartzo,10.0,1.5,5.7,7.91668,7.5,7.083333333333333,6.888883333333332,6.067778,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ALUNO-640,2019.0,7,Ágata,5.0,4.666666666666667,8.0,8.33334,7.5,8.59375,8.41667,7.159376333333334,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ALUNO-642,2019.0,1,Ametista,10.0,10.0,6.7,7.50002,7.5,7.083333333333334,7.277776666666666,8.003890666666667,0.0,2019.0,1.0,Ametista,5.0,6.4,7.5,8.5,6.3,6.9,8.2,7.082,0.0,2019.0,1.0,Ágata,5.0,9.083333333333332,9.365317341329336,0.0,5.0,6.458333333333334,8.055553333333334,6.946674134932534,0.0
ALUNO-644,2018.0,1,Topázio,5.0,10.0,8.6,9.50002,8.75,7.8125,9.000005,8.626253,1.0,2018.0,2.0,Topázio,10.0,9.4,10.0,10.0,5.0,8.5,9.7,9.163,1.0,2018.0,3.0,Topázio,10.0,8.111111111111112,8.310738968633705,9.16668,6.25,8.90625,8.6250025,8.441663515948964,1.0
ALUNO-645,2020.0,0,Topázio,10.0,9.5,10.0,9.000020000000001,7.5,7.5,6.500005,8.600003000000001,0.0,2020.0,0.0,Ágata,5.0,5.3,6.7,10.0,7.5,7.5,6.2,6.633,0.0,2020.0,1.0,Quartzo,5.0,1.166666666666666,4.015594541910332,9.50002,7.5,4.166666666666666,5.44444,4.742008908382067,0.0
ALUNO-646,2019.0,2,Ametista,10.0,8.5,8.4,8.000020000000001,7.5,5.3125,6.75,7.811252000000001,0.0,2019.0,2.0,Ametista,5.0,6.6,7.9,9.0,7.5,7.7,7.8,7.396,0.0,,,,,,,,,,,,
ALUNO-647,2018.0,1,Ágata,5.0,7.5,8.2,8.500020000000001,5.0,6.666666666666667,7.722219999999999,7.201112666666667,0.0,2018.0,2.0,Quartzo,5.0,0.0,1.7,9.5,5.0,7.3,4.3,3.868,0.0,2018.0,2.0,Ametista,5.0,6.916666666666666,8.945807279140613,9.50002,5.0,6.666666666666666,7.888890000000001,7.366941455828123,0.0
ALUNO-648,2019.0,3,Ágata,10.0,5.0,6.2,7.916679999999999,7.5,6.875000000000001,5.499993333333334,6.569166666666667,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ALUNO-655,2020.0,1,Ametista,10.0,9.0,9.4,8.500020000000001,7.5,6.458333333333334,7.722219999999999,8.470279333333334,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ALUNO-657,2019.0,2,Topázio,10.0,8.5,9.6,9.000020000000001,7.5,8.958333333333332,8.055560000000002,8.776947333333334,0.0,2019.0,2.0,Ametista,5.0,8.5,6.3,9.5,7.5,9.0,10.0,8.046,1.0,2019.0,3.0,Topázio,10.0,6.777777777777778,9.544534412955466,9.16668,8.75,8.75,8.458335,8.622797438146648,1.0
